ps_partkey|value
7605|8028622.42
9327|8022291.3
11814|7983589.59
4646|7981660.6
6032|7981511.28
1076|7977074.75
4043|7971929.9
8932|7967222.19
13705|7953344.52
16855|7923819
3234|7920022
17752|7901362.77
2097|7892993.17
18599|7890774.4
19596|7874564.59
11392|7861172.48
18121|7857581.6
17452|7838465.36
6076|7821316.8
15134|7804760.25
8641|7802917.15
2134|7800185.43
16352|7797112
19312|7775952.24
2895|7759327.23
12860|7758135.21
153|7755681.28
15089|7735438.26
14797|7725353.16
15946|7722773.88
10919|7722425.36
9867|7721597.78
11881|7713136.42
16552|7708518.15
6925|7703999.68
12147|7703826.98
8923|7702690.28
16116|7697970.84
10661|7673830.2
17094|7665368.16
18648|7650862.02
12172|7641326.4
15123|7633032.5
4993|7600570.8
17162|7592062.56
13506|7580809.83
3436|7575616.33
6271|7559793.93
13314|7555156.63
17242|7550949.5
2753|7549574.06
7391|7543159.68
7418|7541449.65
116|7520874.24
12436|7520234.54
1181|7494798.28
12963|7491248.1
213|7479470.28
7114|7477681.2
18521|7476478.3
8973|7458603.67
4202|7454095.74
12009|7442105.4
10609|7429346.4
5622|7424142.66
5143|7422760.28
898|7414133.8
12257|7408190.63
6740|7400350.35
1146|7394394.48
5485|7378181.94
8437|7376353.59
6531|7362366.78
16463|7362106.8
10412|7359552.42
12857|7340801.58
12354|7332343.2
7616|7320032.37
3426|7312340.41
8622|7307266.33
6818|7304782.1
3705|7299380.1
12733|7298398.17
1574|7293446.04
10554|7289933.72
9363|7284647.7
4611|7282115
7857|7266948.92
9616|7265005.3
15860|7254466.66
15554|7247592.51
3422|7247586.45
9134|7236404.67
17408|7220083.6
15853|7219984.9
9266|7218517.11
1881|7208346.45
10148|7205335.83
8860|7202401.44
8373|7189039.5
10859|7188990.69
12670|7188177.22
2553|7180006.02
19346|7176797.25
1681|7160169.84
15225|7158861.32
1052|7158586
77|7155531.1
7231|7155250.38
12622|7137408.42
9814|7105363.14
8695|7103187
13174|7099182.53
6179|7095134.05
6451|7082495.36
19860|7073206.83
9307|7059973.68
7819|7055963.04
10556|7053491.07
9366|7048690.74
12124|7040021.31
11476|7037906.76
19245|7034045.24
7562|7030275.79
12290|7020372.06
18118|7003396.8
1253|7001569.62
8662|6999834.27
1779|6997385.73
15386|6996871.79
147|6989079.88
9562|6983076.9
3958|6969833.22
7211|6966606.67
12842|6923277.66
4368|6918783.95
11131|6918656.78
4628|6894893.82
5879|6881367.14
16586|6865931.8
32|6852925.59
12119|6842773.7
1371|6831137.52
6136|6827917.01
13857|6824240.6
1074|6821747.88
1863|6821522.19
14597|6817385.66
9271|6783068.88
6389|6781075.68
11703|6776538.36
13701|6768880.56
14880|6763788.24
18428|6763670.54
1006|6762065.94
4927|6756765.21
11659|6755246.68
6815|6738928.35
14367|6733857.2
10703|6730936.46
3150|6727920.4
9963|6725919.35
10438|6710153.62
4745|6682153.67
15297|6681711.28
10848|6678666.25
11749|6677895.73
16739|6675549.12
14915|6672248.66
19841|6669191.2
628|6666892.9
1650|6657178.32
7069|6648672.24
7108|6646445.96
8887|6641655.9
18735|6636457.56
3711|6632665.38
2325|6630475.92
6484|6622965.2
2643|6617304.98
7895|6615061.26
12840|6604848.54
4314|6600905.71
19077|6591091.97
17476|6576029
7039|6559838.9
8106|6558223.02
2391|6557120.08
7717|6547706.88
12476|6546988.15
9155|6540793.6
360|6530297.41
6383|6529336.02
4830|6518998.92
12600|6511549.46
13740|6508057.92
4678|6507847.98
17815|6502284.76
7329|6490811.95
13884|6490063.1
5147|6487069
16548|6482024.5
14144|6476413.4
10181|6474984.88
11031|6463308.02
19958|6461506.38
6043|6458177.64
10060|6455476.89
9144|6454042.05
7043|6448019.98
17346|6444307.52
13963|6442014.48
7111|6441947.07
14140|6439955.54
2327|6438977.28
14812|6437152.54
16755|6430895.36
14840|6430549.14
14134|6422079.26
12655|6405496.79
1518|6390148.22
9888|6385033.02
7387|6384005.18
5393|6381083.04
11057|6375974.22
16818|6368828.8
4576|6364925.71
19644|6350000.33
139|6336065.55
11735|6334305.9
10108|6332055.99
15628|6329801.34
4349|6314949.68
7048|6313868.55
17119|6298935.38
18597|6291416.31
2488|6286372.05
2296|6275519.25
4343|6272834.2
9958|6267714.61
2147|6267475.32
9368|6254578.92
13134|6252432.76
10119|6251456.25
2093|6249342.36
2392|6237476.56
17231|6233509.18
3773|6226654.68
9839|6214044.1
19349|6213969.3
7869|6212751
8158|6210279.24
13179|6205773.65
2349|6205589.26
9052|6200729.7
1744|6189967.36
597|6183103.47
16721|6176606.6
7498|6176277.25
15157|6176222.5
17524|6171107.36
7922|6170906.07
6615|6170738.42
2706|6165991.65
16432|6162740.68
16473|6162427.96
12825|6161595.6
18813|6154678.55
1030|6146500.28
2571|6145772.43
7707|6144754.71
10327|6137612
4710|6132346.56
3649|6130602.63
4893|6128461.24
12844|6128191.24
8794|6122690.28
1157|6117749.22
10895|6112017.68
16166|6108250.98
11920|6107122.56
5621|6102123.56
6141|6093826.56
14076|6086671.08
15884|6080485.59
4814|6080337.96
5814|6079842.96
1134|6078685.2
19048|6071813.28
303|6070601.35
15211|6065678.06
1020|6054168
11292|6052522.83
7134|6049865.25
14119|6049619.55
2389|6042429.12
5926|6034269.52
8553|6030922.95
18814|6023255.17
12702|6023190.99
2644|6020931.33
19628|6010704
18112|6008707.52
13860|6008170.29
1456|6005092.14
1633|6002068.85
2301|6000302.29
10740|5999809.05
2630|5997008.43
8818|5992296.9
10043|5990594.02
653|5987942.83
6829|5985990.66
15179|5977727.52
9663|5973523.92
5863|5973328.92
3628|5966340.09
7618|5960155.86
2588|5952648.56
4865|5949383.4
4233|5944699.6
13390|5944104.69
16321|5942714.7
9653|5941308.5
18884|5925548.24
4394|5920927.14
19774|5916723.12
1257|5914052.36
2963|5911917.77
17157|5899573.02
383|5884693.36
11709|5884134.48
18135|5871431.61
13169|5869736.88
2932|5868995.8
2888|5863229.3
6820|5853106.8
18622|5850951.6
9066|5846052.72
19840|5832251.4
6325|5827298.43
14092|5823711.72
11532|5823277.12
18043|5815248.7
3932|5809134.6
10364|5808371.4
1179|5808303.24
11441|5799378.33
15767|5798263.26
14063|5797204
11383|5793893.12
10065|5781764.45
17785|5766838.76
18349|5761765.77
14824|5760339.78
14699|5759490.18
11628|5755137.2
4403|5752376.64
13090|5751949.25
15332|5744606.28
17573|5744384.15
12895|5741007.02
13577|5739209.94
16594|5732523.64
8497|5727509.84
2872|5724068.72
16181|5721788.16
6639|5712041.22
13095|5708798.25
4535|5693341.2
10956|5692585.5
19755|5686913.37
12995|5682200.41
13157|5681454.94
1887|5681341.24
18472|5680356
19814|5679360
18583|5669360.52
3894|5664385.49
1740|5659552.04
62|5659470.16
16532|5653779.46
995|5648973.45
7486|5646851.87
19007|5642710.93
13060|5642024.64
12371|5635710.45
2280|5634077.4
3115|5631352.32
11107|5631252.46
5873|5629125.75
14743|5628732.8
2224|5624746.62
2653|5623859.99
17622|5623057.44
14700|5615344
14740|5613929.39
6403|5611924.51
6896|5609169.88
10384|5607337.52
16433|5605707.03
5898|5604937.76
4789|5600488.36
8132|5593107.5
3838|5592313.2
13631|5586424.8
11233|5585247.01
849|5583516.45
14653|5581550.45
14788|5580433
18181|5578562.88
19815|5577102.62
5584|5576692.2
5385|5576420.19
13780|5569028.61
9342|5566783.71
19056|5566524.12
8189|5565694.74
13808|5560721.96
10635|5560058.55
8304|5550784.41
14257|5549164.06
8999|5542100.1
19134|5539312.56
8360|5538031.1
6397|5536651.92
2597|5525317.76
8631|5515909.38
16729|5512663.65
11861|5511785.93
16853|5511689.91
6341|5502790.08
1312|5496649.4
5566|5495885.87
12519|5490649.97
19032|5488105.02
8231|5479312.5
3026|5466732.32
6388|5466168.8
15349|5464571.52
18985|5463897.13
19848|5454266.4
17378|5453284.74
4000|5448690.39
3710|5445822.53
13181|5439774.06
6420|5438325.32
3644|5437772.14
1117|5437024.97
13027|5436968.46
12884|5432632.34
12781|5429161.08
10084|5428231.62
5640|5423318.58
16208|5422901.4
753|5416899.74
4120|5413822.46
12348|5412061.71
1586|5411198.55
2503|5411125.8
1381|5397790.1
19673|5397746.77
19389|5394426.4
15532|5386361.38
3562|5380335.08
19114|5375133
3204|5372215.46
6653|5365178
3553|5363690.29
12687|5361682.12
3279|5357505.65
9840|5350112.18
8258|5347064.67
11387|5345284
15210|5341117.92
15092|5340896.8
6052|5339762.18
14043|5339587.68
6284|5336153
6297|5332357.74
16254|5326607.83
18436|5326198.5
14436|5325517.14
10368|5319983.08
6349|5317943.4
19984|5317620
19080|5310678.6
1403|5306771.32
5995|5305056.12
13214|5299420.45
19293|5297054.4
7130|5289761.48
9809|5286784.8
9273|5277924.77
16786|5260035
11032|5256354.35
17719|5246322.2
3400|5244203.68
8278|5243718.48
7873|5241168.8
9357|5239695.77
2239|5235767.83
18695|5223960.35
19271|5216498.29
4563|5214673.7
1896|5210699.79
15755|5210481.24
17628|5209882.37
5747|5206892.24
18057|5204907.4
5075|5204412.81
5325|5190162.75
17675|5183135.36
18818|5181295.3
11064|5180667.57
12578|5177222.33
3725|5169183.75
11112|5161546
4749|5161499.44
7632|5159180.5
13119|5151665.51
5653|5140324.64
16134|5137482.51
5671|5136815.55
18348|5132981.07
562|5132487.25
2562|5126763.83
10304|5125180
7622|5120719.98
12755|5118213.92
1814|5100705.58
11269|5096671.33
2964|5095253.72
1616|5091834
9294|5090753.53
16793|5085330.54
4999|5081651.75
17209|5079029.28
7151|5078937.6
15522|5072469.6
3056|5072329.55
7612|5068322.87
18453|5063892.92
18324|5058901.22
12266|5058186.75
19394|5056235.73
1713|5054968.05
15681|5051569.63
8274|5043328
18160|5043074.83
18253|5041572
11840|5040590.04
1532|5033171
584|5031602.64
12382|5028901
14814|5022200.07
19058|5019001.92
4487|5016640.86
8482|5015444.25
18476|5011136.36
12335|5003581.4
4455|4997933.31
14355|4992822.92
15253|4992642.2
14069|4983244.2
17843|4977294.37
9389|4975885.83
14435|4971442.19
13254|4959481.45
9773|4955887.8
7615|4952421.54
6476|4947250.05
9253|4945159.7
14932|4934395.48
13253|4932867.45
19322|4931525.78
16945|4931440.61
731|4930191.93
6540|4925114.51
5148|4923048
1934|4921196.9
15402|4920840.72
17914|4919607.04
5416|4916041.92
16734|4914205.27
14967|4900262.08
8706|4894595.58
136|4891960.92
19494|4886028.3
8737|4880640.44
7653|4879423.64
4149|4875782.4
7890|4872424.4
11142|4871415.42
10386|4863623.5
8603|4861814.61
2680|4861223.74
4891|4858103.88
19236|4855097.69
14251|4854739.86
18895|4853365.1
17134|4852041.04
4932|4843701.45
10033|4841647.72
1383|4839144.31
18721|4837983.36
8618|4833125.42
17386|4831545.84
3790|4830282.36
1043|4825921.31
12434|4822597.78
18385|4819643.4
6046|4817460.06
5821|4814423.45
10836|4814303.24
6848|4813954.08
6880|4804600.35
11249|4800116.82
11970|4799739.66
14253|4796521.29
7782|4793227.13
75|4790042.88
7076|4789347.34
9566|4782531.8
2137|4767931.74
2336|4763870.79
15362|4759043.38
3284|4755048.76
12964|4753627.48
1781|4752835.2
5454|4748342.98
12597|4742077.84
19120|4733459.96
14884|4731499.44
825|4730720.28
14683|4730482.32
5361|4726113
12179|4725018.1
1461|4710954.69
9890|4709658.4
13369|4705085.39
11612|4701627.99
3096|4699414.4
10383|4697866.47
11293|4697336.06
3383|4695825.2
6231|4694381.72
7396|4691319.06
17827|4688797.44
15856|4683368.21
8253|4678560.86
12327|4677984.74
4395|4676829.82
4232|4676646.4
14260|4670522.8
15288|4669273.99
17526|4668545.64
9884|4662693.84
2118|4660352.78
4524|4653956.6
19090|4650872.94
3928|4649359.44
14325|4647762.17
15476|4643469.04
4179|4639931.76
14408|4639631.28
19424|4634817.44
3334|4633102.5
9477|4628073.51
11803|4625396.8
14805|4618452.18
463|4616307.28
16628|4607490.96
3116|4604463.1
19962|4602949.47
12859|4602870.55
12063|4600708.45
5648|4592273.25
8556|4590726.86
15281|4589425.41
9414|4587426.9
13951|4586281.25
19328|4582624.82
15963|4579705.5
10773|4573276.2
14179|4568816
1895|4563988.16
6408|4561496.39
5958|4554000
3653|4548134.4
11218|4546237.92
19327|4543987.77
9572|4535941.16
14556|4531464.75
2475|4529761.5
9631|4529261.56
1901|4528592.55
86|4528475.38
9586|4527146.22
17361|4519098.87
8112|4514949.45
13468|4499728.2
18239|4497633.64
10215|4494553.6
6211|4492264.96
836|4490945.1
895|4489141.5
19542|4488393.75
4322|4487884.23
2116|4486944.65
553|4486075.48
2515|4485188.26
16286|4481470.47
12271|4478224.95
16570|4465818
7995|4457574.66
18396|4457229.6
16331|4455735.48
18157|4452196.63
5271|4452040.01
11622|4451244.84
4052|4446397.34
2864|4446008.38
490|4442892.3
19837|4434172.39
4114|4433657.85
11436|4433070.15
6085|4431306.57
9735|4430445.6
17834|4416286.33
8157|4416116.65
18840|4414925.32
13553|4412261.7
12562|4411183.04
14025|4403442.16
17964|4400360.09
636|4399863.84
8390|4389024.33
231|4387397.3
9699|4385891.02
10622|4384005.32
14364|4383236.9
10580|4381533.23
10124|4369800.96
10451|4368867.5
4673|4367113.44
11351|4362616.5
4770|4362397.32
12932|4362042.6
10603|4357216.5
19733|4348931.75
4222|4348871.91
17319|4347687.69
3375|4346529.48
14995|4338295.65
7675|4337499.6
15043|4333921.2
4835|4332648
4408|4332588.9
5559|4330577.09
7376|4328936.54
18061|4328793.98
2749|4328671.53
6628|4328501.88
5888|4323049.72
18872|4322595.62
5476|4319642.58
1755|4318935.63
10623|4315822.56
18775|4314677.64
3570|4312697.87
11147|4310740.57
6071|4307612.4
10807|4306006
9550|4299478.56
657|4296794.19
19669|4294640.9
8532|4290651.6
13469|4281715.62
8809|4280778.8
11301|4276847.95
6147|4266879.92
2612|4265962.35
15699|4256118.72
12300|4254409.11
3494|4250810.6
11040|4250030.2
6190|4244046.8
17616|4239937.5
7271|4234407
14048|4226977.44
4456|4224684.98
10012|4223841.21
11175|4223704.14
18675|4215406.86
10792|4214898.57
10806|4209678.32
18749|4204787
17410|4198025.28
8032|4195430
11094|4192304.94
17582|4187341.44
12246|4183230.95
6640|4182968.8
7346|4174707.6
12747|4169865.81
3869|4164957.44
13106|4161902.08
10547|4159541.36
15289|4156205.76
1679|4156156.64
1126|4155593.08
19106|4147439.52
9705|4144024.2
15324|4142518.56
16544|4140375.72
8812|4139322.81
10772|4134101.64
2800|4127150.08
15549|4124704.64
3607|4118697.57
1980|4117633.72
214|4113117.36
19217|4104217.6
2460|4098577.46
19156|4093864.46
18359|4092727.29
12865|4092526.84
14616|4092434.54
908|4088856.2
11791|4083804.97
4157|4078345.6
3857|4070872.87
15114|4056112.5
395|4052997.76
17456|4051457.28
10562|4050894.19
10884|4050330.76
12177|4049842.68
15595|4040577.56
15916|4036044.5
7084|4035102.72
4424|4034761.56
10874|4031015.85
4740|4030403.76
16585|4030010.26
18824|4028984.1
14875|4028452.08
13855|4024828.34
10932|4024002.4
9084|4021362.45
14352|4018089.74
18086|4015180.68
9514|4013666.67
15787|4013154.56
714|4010249.44
8811|4009588.9
14386|4007210.88
616|4004057.26
7460|4003412.48
866|4003182.54
782|4001299.94
8562|3999441.62
1366|3994060.86
2879|3993056.55
16679|3992434.99
17306|3990723.3
13140|3982817.39
17942|3980857.04
6572|3977676.28
3578|3977523.94
15802|3969946.9
336|3967938.38
9807|3964469.6
12104|3964273.4
4271|3962359.28
6702|3961657.44
19763|3955582.75
369|3953702.88
4089|3953455.68
2593|3946153.8
590|3943841.16
8325|3942118.75
158|3941881.65
12054|3938362.69
18330|3938303.88
5354|3936239.58
8150|3925793.46
8344|3921293.6
6069|3921130.55
4032|3920008.59
17939|3917750.27
7014|3914471.2
2840|3913131.58
1868|3912987.54
10975|3911920.48
5374|3910802.74
11128|3908156.46
18449|3907589.4
11740|3907459.84
2356|3907189
5721|3901585.97
4231|3900779.05
4352|3899933.44
432|3899836.44
15321|3899516.58
10296|3897015.14
5647|3895088.16
7386|3891916.51
507|3891487.68
3995|3887387.07
4278|3882294.02
18407|3880267.86
6127|3879166.71
145|3875277.24
19269|3874685.76
18257|3874454.89
9068|3869767.74
576|3860007.79
4860|3852862.02
18793|3849838.16
15988|3847257.05
6891|3846386.75
3231|3846344.3
15237|3845421
9035|3844166.85
7597|3838643.35
16349|3837121.65
2497|3827850.2
3616|3827390.95
11566|3826122.47
18403|3822033.02
2972|3821903.55
812|3821523.72
2043|3820561.36
505|3818922.03
8257|3815071.92
6084|3814194.95
11253|3813917.24
366|3812257.88
13632|3811601.32
14298|3801412.42
7092|3798729.48
2058|3796109.04
14820|3791195.86
7157|3788690.82
17211|3786030.17
16644|3786019.25
15693|3783662.19
2627|3782394.6
11231|3782077.6
12696|3781761.66
8705|3778077
16052|3771577.04
99|3760269.31
2082|3757517.5
872|3750005.34
7126|3749138.92
10302|3744475.25
17122|3741012.98
10080|3740107.1
16021|3739611.2
3074|3739224.96
3142|3738811.02
13213|3735116.25
13442|3733132.14
11542|3731000.12
13732|3730444.9
2608|3729372.4
5|3725511.5
19157|3723844.72
18231|3721707.99
8179|3714155.04
12740|3708646.91
11597|3706528.59
13968|3702376.08
6436|3687346.44
9181|3687134.08
564|3680200.8
13464|3678406.2
14084|3673790.38
2755|3670593.69
14284|3668640.8
12178|3653392.48
15730|3650258.3
5560|3649569.59
8594|3647140.56
7032|3646439.54
16846|3644843.1
1530|3642838.08
3978|3639712.05
2897|3639442.32
16625|3636527.54
12029|3636339.72
16830|3633448.57
9597|3632662.11
5533|3630338.67
5181|3625965.93
8131|3625738.62
8560|3620761.26
11860|3618746.25
12008|3614604.4
10737|3611990.64
18208|3611596.1
5119|3611038.2
11958|3601654.65
15124|3598278.2
14058|3597490.02
12270|3593912.1
17793|3593318.95
9385|3587327.84
12814|3587083.84
5304|3586230.61
3631|3582841.65
610|3581917.3
19317|3580412.43
128|3567004.56
11616|3566154.8
10176|3565392.15
7349|3564110.64
1712|3560408.43
18860|3559340.6
17617|3557516
6443|3556296.96
15408|3554814.56
16350|3554388.63
17436|3554105.13
5740|3551324.68
12181|3550218.54
16895|3550119.3
19995|3548839.7
4968|3548306.87
2257|3546692.29
1825|3543198.78
18989|3539038.08
18727|3536081.4
16165|3533789.84
3249|3533709.87
11731|3532875
13032|3532415.79
9377|3531582.08
5883|3531479
1211|3528833.4
12065|3526948.1
10866|3526146.66
2073|3520131.3
2378|3512186.2
16860|3509693.07
389|3507814.64
15604|3505653.27
11257|3502831.8
1327|3502022.6
16602|3501074.88
1493|3498808.95
8224|3498179.52
622|3497158.36
3072|3495958.72
1478|3494880.48
3125|3494169.9
2052|3488438.08
8476|3487191.28
10735|3477740.76
14860|3476235.84
6586|3475745.1
5130|3472024.5
7181|3471306.3
618|3467906.52
15698|3464859.47
17585|3462450.46
2548|3456856.96
2632|3456230.74
2882|3453986.86
12216|3452907.15
4925|3452904.63
9012|3442581.36
6667|3430076.4
17958|3424962.56
6093|3424241.92
10648|3417414
1462|3413248.61
2569|3412388.82
18616|3409880.91
7368|3408036.45
3110|3407374.6
10824|3406819.29
11510|3404701.96
4840|3397236.4
4449|3396993.6
1358|3396616.32
3885|3395817.6
13381|3391953.52
1655|3383051.51
282|3381785.42
4928|3374270.48
3199|3372488.8
16086|3370710.65
8612|3362922.5
19597|3360764
8867|3354400.11
4098|3353574.28
12617|3351499.05
14365|3347296
10443|3345493.1
76|3342081.82
11585|3341941.22
4383|3338960.27
13910|3335964.16
8076|3332449.89
16005|3332190.4
2622|3329364.45
12822|3321183.52
17076|3320398.06
5392|3320357.15
18628|3319615.84
13695|3318525.99
10326|3318274.16
9109|3317833.9
1489|3317620.8
3378|3315948
7738|3312979.2
1844|3312277.36
19963|3307500
2436|3306419.05
886|3302180.7
15475|3301693.5
6327|3300680.78
6050|3299460.2
9876|3298410.05
19586|3291131.25
14349|3289862.52
10993|3287980.57
18784|3286752.12
1800|3285466.24
990|3284595.5
3823|3281992.94
15737|3279305.96
19518|3276759.63
9032|3272440.32
7786|3271217.28
8648|3271162.44
5532|3270187.97
15914|3268520.98
16065|3265068.84
11212|3264657.03
13229|3262022.28
15827|3260862.72
1582|3260340
3827|3260093.76
3546|3259244.07
15849|3258918
14856|3258379.4
2028|3255013.96
6618|3254581.95
17461|3252926.88
13551|3241602.2
19561|3239795.32
2276|3236172.3
14203|3234649.39
7757|3231351.84
122|3226213.88
12954|3225943
647|3224783.76
12383|3223989.44
3831|3223126.6
16836|3222260.73
4565|3221597.44
19426|3218106.54
17855|3217813.02
5624|3207777.36
8368|3203376.45
9480|3200904
11181|3199500.53
8981|3197864
16426|3195995.97
1648|3195558.9
14404|3192729.6
17867|3188571
18117|3183229.04
14289|3182261.6
53|3182256
15546|3180180.04
16245|3178277.46
1597|3176247.48
1653|3173456.64
2845|3171619.61
15906|3171187.54
18304|3168571.5
14068|3167367.6
6837|3165012.48
9446|3164446.52
18889|3156140.96
16587|3154210.2
7705|3152977.38
1120|3151591.17
17665|3148848
5311|3146721.86
14157|3144707.32
7996|3131351.04
8663|3130526.32
18271|3127800.96
6446|3125685.96
6972|3125007.06
2572|3123186.83
13536|3122527.54
6196|3122172.48
9338|3121262.4
11992|3118647.55
2580|3118284.37
9098|3117494.1
5118|3112661.96
10184|3109293.4
9932|3105818.24
18545|3102273.32
10963|3099314.5
8405|3097121.12
9037|3095195
179|3091107.28
1930|3090915.8
17723|3090624.66
4308|3089472.75
8702|3080129.92
18621|3079984.8
4501|3079781.1
3590|3079049.42
18264|3078858.44
15648|3078564.06
5998|3073264
16904|3072610.8
3794|3071333.09
3147|3068485.32
17221|3068337.22
4709|3067523.31
18017|3066743.41
15613|3063987.86
16271|3057051.34
13621|3054774.59
12919|3054518.5
12493|3050836.3
15838|3050645.95
3273|3048955.15
8324|3046011.25
13628|3045324.5
5522|3044408.5
2202|3043132.05
19052|3042566.55
5767|3041871.7
17895|3036452.22
12586|3036386.3
12425|3035041.52
13517|3034351.47
2363|3033336.6
15060|3032598.51
6764|3032591.1
340|3030522
4723|3028910.25
3566|3027858.61
17796|3026838.96
15384|3023792.64
16336|3010813.56
679|3010713.3
7554|3010667.8
14553|3009756.96
8379|3009745.17
15436|3007499.77
12471|3003991.86
18059|3003037.53
8536|3000746
19033|2999373.28
18179|2996151.2
10711|2996143.17
17271|2994264.79
13932|2989023.58
3101|2987788.16
14550|2977853.65
3080|2977232.58
14533|2976490.49
14439|2975313.24
9237|2973124.78
1205|2971470.28
12361|2963419.47
429|2962631.88
3970|2960418.45
8403|2957698.45
1098|2957514
7932|2955046.14
16266|2952298.38
19386|2948854.48
13147|2947037.91
2720|2947011.08
3840|2944219.35
13482|2942474.88
9436|2940396.21
19779|2937105.96
18032|2933224.38
7743|2932733.77
14620|2930766.89
4606|2927832.59
18076|2924134.83
19276|2918176.2
7483|2915918.95
8575|2915132.64
11052|2913140.88
17251|2908345.8
8788|2907935.93
10960|2906511.14
18782|2903643.78
19988|2897461.53
726|2896009.27
19942|2894251.36
10864|2892252.48
17840|2891563.22
18717|2888939.96
12391|2886051.3
18219|2885921.06
15100|2883342.33
2491|2880385.74
12389|2879696.96
3880|2877770.24
18579|2874542.48
13647|2873838.34
15758|2873804.92
12917|2873659.6
18866|2873616.26
13894|2872986.12
15200|2872571.93
9628|2872404.56
8568|2871598.08
8389|2870237.88
5788|2867210.18
19450|2863310.66
9440|2863162.92
16795|2860135.41
19643|2858987.8
1974|2856825.84
14622|2852089.12
6885|2851437.62
12532|2848992.64
1087|2847858.8
5777|2846407.41
5629|2846076.12
6316|2840544.65
12767|2840514.12
12134|2840036.91
14476|2839853.01
803|2838388.16
18964|2836942.44
6020|2833459.2
10401|2832688.74
1323|2829964.5
1151|2829662.44
1458|2824034.43
2271|2820756.53
18740|2814140.8
7348|2811730.95
4281|2807190.52
8043|2804706.24
3843|2804217.96
7813|2802350.88
347|2802245.52
745|2801725.1
10388|2799170.58
18100|2793358.5
19043|2789013.8
10644|2787797.01
16170|2787402.8
398|2782729.05
9370|2780078.13
14504|2780036.04
1210|2778485.76
13385|2777445.62
3799|2775223.6
11325|2769766.02
3489|2769554.52
17181|2769028.5
6964|2766653.78
7381|2764898.8
6253|2764394.64
5975|2760819.72
11996|2760687.86
7570|2758977.12
4387|2757672
9014|2755367.42
9403|2748021.66
11653|2739731.07
17697|2739312.29
958|2738032
18816|2737140
14104|2735008.64
15966|2732250.2
17912|2724160.95
7089|2720170.04
16032|2718976.18
16891|2717293.32
19579|2716909.86
17470|2715048.84
12408|2712556.52
4763|2711800.9
1138|2709709.81
7363|2708414.4
7877|2705439.45
17532|2703698.68
10512|2701235.92
11957|2700133.22
2455|2699593.88
15119|2696860.8
9868|2696801.52
14172|2695307.48
16120|2689337.82
13958|2679025.28
15169|2676686.04
2648|2672232
6164|2671317.32
12701|2669216.4
16382|2669034.54
15588|2667212.1
14830|2666758.15
9119|2665812.24
1622|2665206.5
878|2664045.79
13269|2662784.12
619|2655417.63
18386|2653795.02
2501|2652260.4
2310|2651631.09
19420|2649395.61
4895|2645152.27
7553|2643682.07
17814|2642781.44
16097|2642500
10995|2640811.16
14895|2637733.72
18546|2637026.71
9875|2631358.8
9591|2626899.54
6001|2625893.76
7739|2624573.28
10431|2624379.54
4544|2615313.75
16387|2603195.76
18375|2601407.83
8395|2598728.44
18853|2593356.36
4900|2592813.15
1302|2592197.76
17032|2589806.4
14292|2589749.56
43|2587359.58
5221|2587024.04
397|2579751.46
17890|2579674.24
12157|2575510.48
7340|2574645.83
19368|2572618.95
8848|2570819.15
13789|2570243.26
14596|2568234.24
8408|2567434.41
19726|2565750.42
13964|2565579.12
7740|2563027.5
