"Shoes                                             "|"edu packedu pack #1                               "|NY Metro|1999|5|6633.0225|2715.72|3842.02|4494.57
"Shoes                                             "|"importoedu pack #1                                "|North Midwest|1999|1|7487.3667|3581.35|14403.79|4898.02
"Shoes                                             "|"importoedu pack #1                                "|Mid Atlantic|1999|3|6918.6008|3019.19|4003.60|3592.21
"Shoes                                             "|"exportiedu pack #1                                "|NY Metro|1999|2|6953.4050|3091.93|3797.32|3333.08
"Children                                          "|"exportiexporti #1                                 "|North Midwest|1999|3|7123.2892|3263.51|4985.40|3888.79
"Women                                             "|"amalgamalg #1                                     "|Mid Atlantic|1999|5|7066.7283|3212.82|5203.35|4474.02
"Men                                               "|"importoimporto #1                                 "|North Midwest|1999|6|7580.2642|3726.76|3595.76|4896.37
"Children                                          "|"exportiexporti #1                                 "|Mid Atlantic|1999|5|7725.3242|3877.81|5488.11|5087.60
"Shoes                                             "|"edu packedu pack #1                               "|NY Metro|1999|2|6633.0225|2791.95|4304.68|3822.87
"Men                                               "|"edu packimporto #1                                "|Mid Atlantic|1999|7|7702.3550|3862.52|4542.06|10950.84
"Children                                          "|"exportiexporti #1                                 "|Mid Atlantic|1999|1|7725.3242|3889.16|14280.17|3548.75
"Children                                          "|"amalgexporti #1                                   "|NY Metro|1999|7|6568.0733|2743.73|3759.59|8546.30
"Music                                             "|"edu packscholar #1                                "|NY Metro|1999|3|7719.1258|3913.83|5444.08|4030.26
"Shoes                                             "|"importoedu pack #1                                "|North Midwest|1999|3|7487.3667|3686.27|4898.02|3514.14
"Children                                          "|"importoexporti #1                                 "|Mid Atlantic|1999|2|6669.9867|2872.68|3245.57|4152.56
"Men                                               "|"edu packimporto #1                                "|North Midwest|1999|7|7590.9067|3794.75|4927.61|7983.95
"Music                                             "|"edu packscholar #1                                "|Mid Atlantic|1999|5|8003.0958|4222.18|4744.83|4415.43
"Shoes                                             "|"edu packedu pack #1                               "|NY Metro|1999|7|6633.0225|2860.88|4494.57|10245.56
"Women                                             "|"importoamalg #1                                   "|NY Metro|1999|2|6617.0608|2871.61|4816.30|4012.52
"Children                                          "|"amalgexporti #1                                   "|Mid Atlantic|1999|2|6395.5608|2657.28|3506.94|3589.34
"Children                                          "|"exportiexporti #1                                 "|NY Metro|1999|5|7692.4725|3960.48|4206.09|5591.01
"Music                                             "|"amalgscholar #1                                   "|Mid Atlantic|1999|4|6595.6142|2878.47|4428.12|3762.29
"Music                                             "|"amalgscholar #1                                   "|Mid Atlantic|1999|1|6595.6142|2880.07|14947.07|2884.32
"Women                                             "|"amalgamalg #1                                     "|North Midwest|1999|2|6983.2617|3268.54|4739.63|4026.10
"Children                                          "|"importoexporti #1                                 "|North Midwest|1999|3|6668.4975|2954.35|3456.31|4807.28
"Music                                             "|"amalgscholar #1                                   "|NY Metro|1999|4|6848.6667|3135.57|4047.75|3689.15
"Music                                             "|"amalgscholar #1                                   "|Mid Atlantic|1999|2|6595.6142|2884.32|2880.07|4428.12
"Men                                               "|"amalgimporto #1                                   "|NY Metro|1999|4|6951.9250|3243.06|4155.88|5533.21
"Music                                             "|"amalgscholar #1                                   "|North Midwest|1999|1|7157.5825|3456.97|14119.38|3877.52
"Music                                             "|"edu packscholar #1                                "|North Midwest|1999|1|7935.0192|4242.48|17169.65|4843.12
"Men                                               "|"amalgimporto #1                                   "|Mid Atlantic|1999|1|6687.6258|2997.53|11312.04|3585.32
"Music                                             "|"edu packscholar #1                                "|NY Metro|1999|4|7719.1258|4030.26|3913.83|4912.72
"Music                                             "|"edu packscholar #1                                "|Mid Atlantic|1999|3|8003.0958|4316.31|4740.46|4744.83
"Men                                               "|"importoimporto #1                                 "|Mid Atlantic|1999|7|7357.8142|3698.98|4397.12|9038.86
"Shoes                                             "|"amalgedu pack #1                                  "|NY Metro|1999|1|7013.1458|3370.16|15710.38|3426.53
"Women                                             "|"importoamalg #1                                   "|NY Metro|1999|7|6617.0608|2996.45|3782.17|8579.64
"Shoes                                             "|"exportiedu pack #1                                "|NY Metro|1999|3|6953.4050|3333.08|3091.93|5413.27
"Music                                             "|"exportischolar #1                                 "|Mid Atlantic|1999|1|7365.1058|3746.83|13883.99|2862.84
"Shoes                                             "|"amalgedu pack #1                                  "|NY Metro|1999|5|7013.1458|3410.36|4413.60|4859.64
"Shoes                                             "|"exportiedu pack #1                                "|Mid Atlantic|1999|4|7175.3442|3577.64|4220.40|3978.50
"Children                                          "|"edu packexporti #1                                "|Mid Atlantic|1999|5|6334.2625|2739.57|3340.04|3186.45
"Music                                             "|"edu packscholar #1                                "|Mid Atlantic|1999|6|8003.0958|4415.43|4222.18|4077.68
"Shoes                                             "|"amalgedu pack #1                                  "|NY Metro|1999|2|7013.1458|3426.53|3370.16|4449.10
"Men                                               "|"edu packimporto #1                                "|North Midwest|1999|3|7590.9067|4005.83|4495.72|4856.96
"Women                                             "|"importoamalg #1                                   "|Mid Atlantic|1999|1|6501.9892|2918.56|12433.95|3441.14
"Children                                          "|"edu packexporti #1                                "|Mid Atlantic|1999|3|6334.2625|2760.86|3480.23|3340.04
"Shoes                                             "|"exportiedu pack #1                                "|North Midwest|1999|2|6619.4250|3046.29|4298.34|4695.91
"Music                                             "|"exportischolar #1                                 "|Mid Atlantic|1999|4|7365.1058|3816.88|4756.00|4932.50
"Men                                               "|"edu packimporto #1                                "|NY Metro|1999|1|7657.9783|4134.67|17694.68|4735.25
"Music                                             "|"exportischolar #1                                 "|North Midwest|1999|3|7725.8775|4205.89|3621.47|4931.39
"Women                                             "|"amalgamalg #1                                     "|NY Metro|1999|6|6812.6442|3295.98|3810.92|3421.56
"Children                                          "|"exportiexporti #1                                 "|NY Metro|1999|4|7692.4725|4206.09|3665.09|3960.48
"Shoes                                             "|"amalgedu pack #1                                  "|North Midwest|1999|5|7161.7633|3675.93|3885.42|3233.38
"Music                                             "|"edu packscholar #1                                "|North Midwest|1999|3|7935.0192|4451.65|4843.12|4783.23
"Children                                          "|"amalgexporti #1                                   "|NY Metro|1999|3|6568.0733|3088.82|4844.96|3211.37
"Women                                             "|"importoamalg #1                                   "|Mid Atlantic|1999|4|6501.9892|3029.66|4113.00|4473.93
"Women                                             "|"edu packamalg #1                                  "|North Midwest|1999|7|6439.6517|2968.63|3860.53|8772.65
"Children                                          "|"exportiexporti #1                                 "|NY Metro|1999|2|7692.4725|4232.64|4950.22|3665.09
"Women                                             "|"importoamalg #1                                   "|NY Metro|1999|5|6617.0608|3159.58|3352.17|3782.17
"Children                                          "|"importoexporti #1                                 "|NY Metro|1999|5|6878.2625|3426.78|2896.51|3468.20
"Shoes                                             "|"exportiedu pack #1                                "|NY Metro|1999|7|6953.4050|3513.24|4324.92|8995.99
"Music                                             "|"importoscholar #1                                 "|Mid Atlantic|1999|2|5930.2100|2490.51|3128.09|3883.31
"Shoes                                             "|"exportiedu pack #1                                "|Mid Atlantic|1999|7|7175.3442|3739.28|4939.19|10018.74
"Men                                               "|"exportiimporto #1                                 "|NY Metro|1999|4|6181.2683|2745.68|3632.31|3946.78
"Men                                               "|"exportiimporto #1                                 "|NY Metro|1999|2|6181.2683|2749.45|3614.00|3632.31
"Shoes                                             "|"importoedu pack #1                                "|North Midwest|1999|6|7487.3667|4057.57|4683.61|4869.02
"Women                                             "|"exportiamalg #1                                   "|Mid Atlantic|1999|4|6096.0817|2670.88|4149.15|3432.85
"Children                                          "|"importoexporti #1                                 "|Mid Atlantic|1999|1|6669.9867|3245.57|13182.07|2872.68
"Music                                             "|"amalgscholar #1                                   "|North Midwest|1999|3|7157.5825|3744.51|3877.52|4069.92
"Music                                             "|"exportischolar #1                                 "|Mid Atlantic|1999|6|7365.1058|3952.34|4932.50|4716.68
"Children                                          "|"importoexporti #1                                 "|NY Metro|1999|6|6878.2625|3468.20|3426.78|3933.33
"Music                                             "|"amalgscholar #1                                   "|Mid Atlantic|1999|7|6595.6142|3186.10|3666.22|9787.30
"Music                                             "|"exportischolar #1                                 "|NY Metro|1999|6|7158.0750|3757.26|4382.77|4167.99
"Women                                             "|"amalgamalg #1                                     "|North Midwest|1999|6|6983.2617|3591.83|4745.95|5052.51
"Women                                             "|"amalgamalg #1                                     "|NY Metro|1999|7|6812.6442|3421.56|3295.98|9257.62
"Shoes                                             "|"importoedu pack #1                                "|NY Metro|1999|4|6755.1533|3367.77|3788.20|4352.76
"Music                                             "|"amalgscholar #1                                   "|North Midwest|1999|5|7157.5825|3771.15|4069.92|4275.73
"Music                                             "|"edu packscholar #1                                "|NY Metro|1999|7|7719.1258|4333.75|4419.53|11560.52
"Shoes                                             "|"exportiedu pack #1                                "|Mid Atlantic|1999|2|7175.3442|3794.46|4306.08|4220.40
"Children                                          "|"amalgexporti #1                                   "|North Midwest|1999|5|6588.0517|3219.98|2542.30|4648.45
