store|6002005|2|6|35141.62|11|store|6002005|2|6|40766.76|14
store|6002006|2|6|50346.10|12|store|6002006|2|6|26373.38|8
store|6002007|2|6|63233.48|9|store|6002007|2|6|64279.23|16
store|6002008|2|6|21323.29|7|store|6002008|2|6|45381.29|11
store|6003001|3|6|54672.38|10|store|6003001|3|6|93565.28|20
store|6003002|3|6|65476.08|16|store|6003002|3|6|59068.99|17
store|6003003|3|6|16174.81|7|store|6003003|3|6|52228.63|20
store|6003004|3|6|38593.71|12|store|6003004|3|6|36752.10|9
store|6003005|3|6|86449.36|28|store|6003005|3|6|134656.77|31
store|6003006|3|6|37571.00|10|store|6003006|3|6|14038.92|3
store|6003007|3|6|108674.34|27|store|6003007|3|6|104598.75|32
store|6003008|3|6|48393.70|15|store|6003008|3|6|80125.31|19
store|6004001|4|6|15148.11|5|store|6004001|4|6|64879.91|16
store|6004002|4|6|55518.47|11|store|6004002|4|6|29870.80|11
store|6004003|4|6|39313.77|12|store|6004003|4|6|110796.68|22
store|6004004|4|6|27340.78|8|store|6004004|4|6|23332.26|6
store|6004005|4|6|14646.22|5|store|6004005|4|6|63477.71|16
store|6004006|4|6|41653.64|15|store|6004006|4|6|35067.52|10
store|6004007|4|6|47845.34|13|store|6004007|4|6|40003.69|13
store|6004008|4|6|67294.35|26|store|6004008|4|6|26334.79|6
store|6005001|5|6|29784.47|14|store|6005001|5|6|137454.04|45
store|6005002|5|6|29817.03|10|store|6005002|5|6|84485.15|13
store|6005003|5|6|13531.13|3|store|6005003|5|6|53321.95|16
store|6005004|5|6|21767.19|5|store|6005004|5|6|9515.95|2
store|6005005|5|6|41617.35|12|store|6005005|5|6|83179.41|18
store|6005006|5|6|61874.44|18|store|6005006|5|6|46619.78|12
store|6005007|5|6|20958.34|5|store|6005007|5|6|46811.82|18
store|6005008|5|6|25106.05|9|store|6005008|5|6|32457.82|8
store|6006001|6|6|49680.16|14|store|6006001|6|6|79032.34|24
store|6006002|6|6|76603.24|25|store|6006002|6|6|90849.68|23
store|6006003|6|6|41216.05|11|store|6006003|6|6|111021.73|30
store|6006004|6|6|27487.63|9|store|6006004|6|6|5032.67|3
store|6006005|6|6|30068.56|4|store|6006005|6|6|95251.85|19
store|6006006|6|6|20498.72|8|store|6006006|6|6|15015.74|6
store|6006007|6|6|35842.04|9|store|6006007|6|6|128233.44|31
store|6006008|6|6|47539.83|14|store|6006008|6|6|27889.69|14
store|6007001|7|6|10420.42|4|store|6007001|7|6|11810.51|6
store|6007002|7|6|54033.72|14|store|6007002|7|6|43407.09|13
store|6007003|7|6|57295.70|18|store|6007003|7|6|120813.51|42
store|6007004|7|6|107463.90|29|store|6007004|7|6|57539.82|16
store|6007005|7|6|52707.62|11|store|6007005|7|6|50816.50|15
store|6007006|7|6|86344.56|18|store|6007006|7|6|89995.05|25
store|6007007|7|6|23683.92|8|store|6007007|7|6|142612.52|32
store|6007008|7|6|42577.34|13|store|6007008|7|6|58586.12|18
store|6008001|8|6|43508.16|12|store|6008001|8|6|129851.01|25
store|6008002|8|6|32254.32|10|store|6008002|8|6|37376.78|14
store|6008003|8|6|59656.71|14|store|6008003|8|6|76543.88|21
store|6008004|8|6|27675.96|9|store|6008004|8|6|44115.66|9
store|6008005|8|6|84291.10|27|store|6008005|8|6|107625.46|29
