able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5272|1.05|0.80|0.78|0.62|1.26|1.25|1.16
able|AAAAAAAACAAAAAAA|5273|1.10|1.04|0.42|0.74|0.78|1.38|0.70
able|AAAAAAAACAAAAAAA|5273|1.10|1.04|0.42|0.74|0.78|1.38|0.70
