channel|id|sales|returns_|profit
catalog channel|catalog_pageAAAAAAAAFEABAAAA|108.64|0.00|63.98
catalog channel|catalog_pageAAAAAAAAFECBAAAA|1346.40|0.00|-65.34
catalog channel|catalog_pageAAAAAAAAFFPAAAAA|0.00|2971.65|-884.89
catalog channel|catalog_pageAAAAAAAAFGABAAAA|2074.80|0.00|-876.21
catalog channel|catalog_pageAAAAAAAAFICBAAAA|336.20|0.00|-4077.86
catalog channel|catalog_pageAAAAAAAAFKPAAAAA|1604.00|0.00|-234.00
catalog channel|catalog_pageAAAAAAAAFLPAAAAA|221.34|0.00|-2309.58
catalog channel|catalog_pageAAAAAAAAFOPAAAAA|2607.86|0.00|-723.64
catalog channel|catalog_pageAAAAAAAAFPPAAAAA|444.21|0.00|-591.60
catalog channel|catalog_pageAAAAAAAAGAABAAAA|2192.64|0.00|-299.08
catalog channel|catalog_pageAAAAAAAAGDABAAAA|4380.48|0.00|-439.20
catalog channel|catalog_pageAAAAAAAAGDCBAAAA|3387.90|0.00|-1665.66
catalog channel|catalog_pageAAAAAAAAGECBAAAA|1044.23|0.00|159.83
catalog channel|catalog_pageAAAAAAAAGEPAAAAA|0.00|141.35|-22.82
catalog channel|catalog_pageAAAAAAAAGGABAAAA|1408.66|0.00|-1143.30
catalog channel|catalog_pageAAAAAAAAGIPAAAAA|0.00|1544.40|-1670.27
catalog channel|catalog_pageAAAAAAAAGMPAAAAA|4628.08|0.00|-2526.35
catalog channel|catalog_pageAAAAAAAAHAABAAAA|1347.35|0.00|-1129.67
catalog channel|catalog_pageAAAAAAAAHBCBAAAA|0.00|30.80|-174.27
catalog channel|catalog_pageAAAAAAAAHCABAAAA|1709.24|0.00|-2542.96
catalog channel|catalog_pageAAAAAAAAHFCBAAAA|1461.67|0.00|838.39
catalog channel|catalog_pageAAAAAAAAHKMAAAAA|0.00|476.96|-141.09
catalog channel|catalog_pageAAAAAAAAHLPAAAAA|366.80|0.00|-368.90
catalog channel|catalog_pageAAAAAAAAHNPAAAAA|2747.00|0.00|803.60
catalog channel|catalog_pageAAAAAAAAHOPAAAAA|2765.33|0.00|-1299.03
catalog channel|catalog_pageAAAAAAAAIAABAAAA|2538.33|0.00|-3971.64
catalog channel|catalog_pageAAAAAAAAICCBAAAA|2332.32|0.00|-2006.88
catalog channel|catalog_pageAAAAAAAAIDABAAAA|0.00|632.04|-74.30
catalog channel|catalog_pageAAAAAAAAIGABAAAA|2439.78|0.00|273.06
catalog channel|catalog_pageAAAAAAAAIHABAAAA|0.00|3270.62|-709.48
catalog channel|catalog_pageAAAAAAAAIHCBAAAA|452.14|0.00|-1051.03
catalog channel|catalog_pageAAAAAAAAIHPAAAAA|0.00|29.92|-28.47
catalog channel|catalog_pageAAAAAAAAIJPAAAAA|0.00|182.49|-1018.36
catalog channel|catalog_pageAAAAAAAAIKPAAAAA|0.00|112.96|-182.99
catalog channel|catalog_pageAAAAAAAAILPAAAAA|3349.82|7495.62|-3174.16
catalog channel|catalog_pageAAAAAAAAIMPAAAAA|3476.76|0.00|-1973.16
catalog channel|catalog_pageAAAAAAAAINPAAAAA|3498.16|0.00|-1098.65
catalog channel|catalog_pageAAAAAAAAJAABAAAA|37.60|0.00|-62.73
catalog channel|catalog_pageAAAAAAAAJCCBAAAA|4161.66|0.00|1081.18
catalog channel|catalog_pageAAAAAAAAJDBBAAAA|0.00|603.35|-626.49
catalog channel|catalog_pageAAAAAAAAJECBAAAA|2322.71|0.00|676.77
catalog channel|catalog_pageAAAAAAAAJGCBAAAA|440.64|0.00|-77.52
catalog channel|catalog_pageAAAAAAAAJICBAAAA|10642.00|0.00|5545.00
catalog channel|catalog_pageAAAAAAAAJMPAAAAA|794.97|0.00|-3176.23
catalog channel|catalog_pageAAAAAAAAJNPAAAAA|529.74|0.00|-87.21
catalog channel|catalog_pageAAAAAAAAKAABAAAA|551.82|0.00|-788.64
catalog channel|catalog_pageAAAAAAAAKCABAAAA|3675.66|0.00|-392.17
catalog channel|catalog_pageAAAAAAAAKDABAAAA|1898.10|0.00|-6602.74
catalog channel|catalog_pageAAAAAAAAKFABAAAA|359.19|0.00|44.96
catalog channel|catalog_pageAAAAAAAAKGABAAAA|3986.02|0.00|652.72
catalog channel|catalog_pageAAAAAAAAKLPAAAAA|178.09|0.00|-496.65
catalog channel|catalog_pageAAAAAAAAKMPAAAAA|4433.84|0.00|-778.16
catalog channel|catalog_pageAAAAAAAAKNPAAAAA|2734.68|0.00|-12096.15
catalog channel|catalog_pageAAAAAAAALAABAAAA|9158.94|0.00|1302.18
catalog channel|catalog_pageAAAAAAAALCABAAAA|900.18|0.00|-2576.88
catalog channel|catalog_pageAAAAAAAALCCBAAAA|320.88|0.00|-200.48
catalog channel|catalog_pageAAAAAAAALDABAAAA|3087.18|0.00|-1473.80
catalog channel|catalog_pageAAAAAAAALEABAAAA|7380.40|0.00|4108.80
catalog channel|catalog_pageAAAAAAAALGABAAAA|4081.96|0.00|1963.08
catalog channel|catalog_pageAAAAAAAALICBAAAA|1868.76|0.00|-2390.18
