d_week_seq1|r1|r2|r3|r4|r5|r6|round((sat_sales1 / sat_sales2), 2)
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5274|NULL|NULL|NULL|NULL|0.08|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5275|NULL|NULL|1.24|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5277|0.69|NULL|NULL|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5278|NULL|NULL|0.71|NULL|NULL|NULL|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5279|NULL|2.11|0.56|NULL|NULL|1.96|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
5280|0.43|1.34|NULL|NULL|0.23|NULL|NULL
