i_category|i_class|i_brand|i_product_name|d_year|d_qoy|d_moy|s_store_id|sumsales|rk
Books|mystery|corpunivamalg #9|esebarought|2000|4|11|NULL|295.19|75
Books|mystery|corpunivamalg #9|esebarought|2000|4|12|AAAAAAAABAAAAAAA|288.64|77
Books|mystery|corpunivamalg #9|esebarought|2000|4|12|NULL|288.64|77
Books|mystery|corpunivamalg #9|esebarought|2000|4|NULL|NULL|726.36|48
Books|mystery|corpunivamalg #9|esebarought|2000|NULL|NULL|NULL|1410.85|14
Books|mystery|corpunivamalg #9|esebarought|NULL|NULL|NULL|NULL|1410.85|14
Books|mystery|corpunivamalg #9|NULL|NULL|NULL|NULL|NULL|1410.85|14
Books|mystery|NULL|NULL|NULL|NULL|NULL|NULL|1410.85|14
Books|parenting|corpmaxi #3|ableableought|2000|1|NULL|NULL|247.68|90
Books|parenting|corpmaxi #3|ableableought|2000|2|NULL|NULL|258.93|86
Books|parenting|corpmaxi #3|ableableought|2000|3|9|AAAAAAAABAAAAAAA|425.66|59
Books|parenting|corpmaxi #3|ableableought|2000|3|9|NULL|425.66|59
Books|parenting|corpmaxi #3|ableableought|2000|3|NULL|NULL|537.78|52
Books|parenting|corpmaxi #3|ableableought|2000|4|NULL|NULL|464.42|55
Books|parenting|corpmaxi #3|ableableought|2000|NULL|NULL|NULL|1508.81|10
Books|parenting|corpmaxi #3|ableableought|NULL|NULL|NULL|NULL|1508.81|10
Books|parenting|corpmaxi #3|NULL|NULL|NULL|NULL|NULL|1508.81|10
Books|parenting|NULL|NULL|NULL|NULL|NULL|NULL|1508.81|10
Books|reference|brandmaxi #2|ationantiought|2000|3|9|AAAAAAAABAAAAAAA|248.50|88
Books|reference|brandmaxi #2|ationantiought|2000|3|9|NULL|248.50|88
Books|reference|brandmaxi #2|ationantiought|2000|3|NULL|NULL|320.37|72
Books|reference|brandmaxi #2|ationantiought|2000|4|11|AAAAAAAABAAAAAAA|224.10|98
Books|reference|brandmaxi #2|ationantiought|2000|4|11|NULL|224.10|98
Books|reference|brandmaxi #2|ationantiought|2000|4|NULL|NULL|373.77|66
Books|reference|brandmaxi #2|ationantiought|2000|NULL|NULL|NULL|946.32|37
Books|reference|brandmaxi #2|ationantiought|NULL|NULL|NULL|NULL|946.32|37
Books|reference|brandmaxi #2|NULL|NULL|NULL|NULL|NULL|946.32|37
Books|reference|NULL|NULL|NULL|NULL|NULL|NULL|946.32|37
Books|self-help|exportiunivamalg #2|antieseought|2000|4|NULL|NULL|470.98|54
Books|self-help|exportiunivamalg #2|antieseought|2000|NULL|NULL|NULL|965.26|35
Books|self-help|exportiunivamalg #2|antieseought|NULL|NULL|NULL|NULL|965.26|35
Books|self-help|exportiunivamalg #2|oughtableought|2000|3|NULL|NULL|399.96|62
Books|self-help|exportiunivamalg #2|oughtableought|2000|4|12|AAAAAAAABAAAAAAA|222.24|100
Books|self-help|exportiunivamalg #2|oughtableought|2000|4|12|NULL|222.24|100
Books|self-help|exportiunivamalg #2|oughtableought|2000|4|NULL|NULL|557.99|51
Books|self-help|exportiunivamalg #2|oughtableought|2000|NULL|NULL|NULL|1114.91|21
Books|self-help|exportiunivamalg #2|oughtableought|NULL|NULL|NULL|NULL|1114.91|21
Books|self-help|exportiunivamalg #2|NULL|NULL|NULL|NULL|NULL|2080.17|5
Books|self-help|exportiunivamalg #6|ationpriought|2000|1|NULL|NULL|253.86|87
Books|self-help|exportiunivamalg #6|ationpriought|2000|4|11|AAAAAAAABAAAAAAA|454.35|57
Books|self-help|exportiunivamalg #6|ationpriought|2000|4|11|NULL|454.35|57
Books|self-help|exportiunivamalg #6|ationpriought|2000|4|12|AAAAAAAABAAAAAAA|283.28|81
Books|self-help|exportiunivamalg #6|ationpriought|2000|4|12|NULL|283.28|81
Books|self-help|exportiunivamalg #6|ationpriought|2000|4|NULL|NULL|837.35|44
Books|self-help|exportiunivamalg #6|ationpriought|2000|NULL|NULL|NULL|1377.72|18
Books|self-help|exportiunivamalg #6|ationpriought|NULL|NULL|NULL|NULL|1377.72|18
Books|self-help|exportiunivamalg #6|NULL|NULL|NULL|NULL|NULL|1377.72|18
Books|self-help|NULL|NULL|NULL|NULL|NULL|NULL|3457.89|3
Books|sports|edu packunivamalg #12|oughtation|2000|2|NULL|NULL|230.36|97
Books|sports|edu packunivamalg #12|oughtation|2000|3|NULL|NULL|379.60|64
Books|sports|edu packunivamalg #12|oughtation|2000|NULL|NULL|NULL|1008.00|27
Books|sports|edu packunivamalg #12|oughtation|NULL|NULL|NULL|NULL|1008.00|27
Books|sports|edu packunivamalg #12|NULL|NULL|NULL|NULL|NULL|1008.00|27
Books|sports|NULL|NULL|NULL|NULL|NULL|NULL|1008.00|27
Books|travel|univunivamalg #8|priese|2000|4|12|AAAAAAAABAAAAAAA|261.04|84
Books|travel|univunivamalg #8|priese|2000|4|12|NULL|261.04|84
Books|travel|univunivamalg #8|priese|2000|4|NULL|NULL|461.89|56
Books|travel|univunivamalg #8|priese|2000|NULL|NULL|NULL|995.01|31
Books|travel|univunivamalg #8|priese|NULL|NULL|NULL|NULL|995.01|31
Books|travel|univunivamalg #8|NULL|NULL|NULL|NULL|NULL|995.01|31
Books|travel|NULL|NULL|NULL|NULL|NULL|NULL|995.01|31
