i_item_id|ca_country|ca_state|ca_county|agg1|agg2|agg3|agg4|agg5|agg6|agg7
AAAAAAAAKDAAAAAA|United States|NULL|NULL|34.0000000000000000|0.85000000000000000000|0.00000000000000000000|0.69000000000000000000|2.6300000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAMHAAAAAA|United States|NULL|NULL|22.0000000000000000|2.0300000000000000|0.00000000000000000000|0.63000000000000000000|-4.8500000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAANJAAAAAA|United States|NULL|NULL|37.0000000000000000|0.73000000000000000000|0.00000000000000000000|0.67000000000000000000|9.4200000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAPHAAAAAA|United States|NULL|NULL|76.0000000000000000|0.31000000000000000000|5.0200000000000000|0.10000000000000000000|-5.6500000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAPKAAAAAA|United States|NULL|NULL|52.0000000000000000|1.09000000000000000000|0.00000000000000000000|0.23000000000000000000|-12.6000000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAAFAAAAAA|United States|IN|NULL|15.0000000000000000|0.85000000000000000000|0.00000000000000000000|0.10000000000000000000|-7.7100000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAADHAAAAAA|United States|IN|NULL|30.0000000000000000|0.17000000000000000000|0.00000000000000000000|0.03000000000000000000|-1.90000000000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAJBAAAAAA|United States|IN|NULL|60.0000000000000000|2.2600000000000000|0.00000000000000000000|0.47000000000000000000|-19.1500000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAJHAAAAAA|United States|IN|NULL|62.0000000000000000|0.75000000000000000000|0.00000000000000000000|0.24000000000000000000|-20.0200000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAKDAAAAAA|United States|IN|NULL|34.0000000000000000|0.85000000000000000000|0.00000000000000000000|0.69000000000000000000|2.6300000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAANJAAAAAA|United States|IN|NULL|37.0000000000000000|0.73000000000000000000|0.00000000000000000000|0.67000000000000000000|9.4200000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAAFAAAAAA|United States|IN|Switzerland County|15.0000000000000000|0.85000000000000000000|0.00000000000000000000|0.10000000000000000000|-7.7100000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAADHAAAAAA|United States|IN|Switzerland County|30.0000000000000000|0.17000000000000000000|0.00000000000000000000|0.03000000000000000000|-1.90000000000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAJBAAAAAA|United States|IN|Switzerland County|60.0000000000000000|2.2600000000000000|0.00000000000000000000|0.47000000000000000000|-19.1500000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAJHAAAAAA|United States|IN|Switzerland County|62.0000000000000000|0.75000000000000000000|0.00000000000000000000|0.24000000000000000000|-20.0200000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAAKDAAAAAA|United States|IN|Switzerland County|34.0000000000000000|0.85000000000000000000|0.00000000000000000000|0.69000000000000000000|2.6300000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAANJAAAAAA|United States|IN|Switzerland County|37.0000000000000000|0.73000000000000000000|0.00000000000000000000|0.67000000000000000000|9.4200000000000000|1953.0000000000000000|2.0000000000000000
AAAAAAAADKAAAAAA|United States|MS|NULL|40.0000000000000000|0.43000000000000000000|0.00000000000000000000|0.23000000000000000000|-3.8600000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAFCAAAAAA|United States|MS|NULL|91.0000000000000000|0.30000000000000000000|3.9400000000000000|0.11000000000000000000|-19.1000000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAMHAAAAAA|United States|MS|NULL|22.0000000000000000|2.0300000000000000|0.00000000000000000000|0.63000000000000000000|-4.8500000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAPHAAAAAA|United States|MS|NULL|76.0000000000000000|0.31000000000000000000|5.0200000000000000|0.10000000000000000000|-5.6500000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAPKAAAAAA|United States|MS|NULL|52.0000000000000000|1.09000000000000000000|0.00000000000000000000|0.23000000000000000000|-12.6000000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAADKAAAAAA|United States|MS|Panola County|40.0000000000000000|0.43000000000000000000|0.00000000000000000000|0.23000000000000000000|-3.8600000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAFCAAAAAA|United States|MS|Panola County|91.0000000000000000|0.30000000000000000000|3.9400000000000000|0.11000000000000000000|-19.1000000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAMHAAAAAA|United States|MS|Panola County|22.0000000000000000|2.0300000000000000|0.00000000000000000000|0.63000000000000000000|-4.8500000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAPHAAAAAA|United States|MS|Panola County|76.0000000000000000|0.31000000000000000000|5.0200000000000000|0.10000000000000000000|-5.6500000000000000|1991.0000000000000000|1.00000000000000000000
AAAAAAAAPKAAAAAA|United States|MS|Panola County|52.0000000000000000|1.09000000000000000000|0.00000000000000000000|0.23000000000000000000|-12.6000000000000000|1991.0000000000000000|1.00000000000000000000
