3587,1797639,36011
3592,817533,43583
3608,1487936,11925
3633,1084929,11547
3636,1592097,37865
3736,1138183,7304
3766,130169,29347
3778,1704269,2066
3784,206707,26555
3795,1496024,47932
3814,1887646,6878
3871,1748424,9335
3883,844411,44125
3884,200370,9451
3961,288876,44319
3983,500175,40239
3989,1388582,12336
4003,1772524,36322
4019,637119,27365
4047,1568722,26502
4059,1204147,23981
4064,1319015,10825
4097,1295176,33902
4110,1377012,24441
4128,1079540,7054
4132,1296685,4831
4140,480275,31455
4157,229024,18886
4169,1080959,46003
4199,,31721
4215,357522,6076
4224,1446904,22666
4235,,18925
4243,797140,20465
4248,494189,36200
4251,607677,38813
4268,1502093,35261
4269,1355552,32940
4306,774315,18868
4352,1294040,48441
4378,475763,32178
4398,979717,15454
4448,1848033,7861
4487,1840484,45897
4492,1119657,39021
4495,1214235,9212
4501,432382,3415
4503,120922,11295
4510,1210025,23994
4519,353235,1805
4563,527147,36491
4575,780660,48618
4601,481310,48618
4610,1684764,47292
4613,,10536
4622,692008,39383
4649,1460891,47997
4661,1414256,39610
4698,835120,14870
4738,776160,46951
4749,438227,14413
4768,434384,27869
4770,198333,21858
4824,1355917,41873
4859,796817,36644
4865,800565,27546
4877,698335,32373
4894,1439907,26641
4899,1651966,5245
4913,944964,12969
4936,431476,35641
5001,1723407,9656
5016,1425450,39088
5034,1133546,10496
5039,1857297,33159
5061,1172103,44964
5073,660001,15334
5091,943770,26774
5101,857148,39846
5118,698226,2922
5136,1764261,35668
5193,840485,4268
5220,606777,38281
5258,17677,29103
5282,953371,31866
5290,1413420,20784
5300,1617167,29492
5302,1519188,37332
5312,1438988,4686
5390,183097,27004
5459,497297,27546
5484,650455,42026
5502,243766,46102
5511,1771903,29161
5520,1905243,26921
5529,679160,29164
5560,1106180,37866
5563,457121,42939
5566,1009084,32272
5585,1334634,29202
5591,174926,12453
5603,,40057
5638,415816,21420
5673,1557747,47030
5676,606908,23731
5695,1902957,5188
5700,,18830
5709,1864168,9335
5732,1128274,16430
5777,303035,18381
5791,1234499,20715
5805,1627714,19942
5816,1201168,26921
5835,68012,8346
5842,1423635,43758
5868,1000843,21283
5872,692496,32178
5880,788804,21844
5885,14439,24187
5904,1239430,38023
5998,317176,4112
6059,1198009,11296
6071,1878047,3275
6079,20325,10014
6115,1843215,17957
6131,1809212,35668
6174,1644042,24132
6181,364551,8208
6182,1599314,43378
6198,275269,1096
6216,1701719,2441
6258,185874,4083
6265,38662,41207
6276,926641,37379
6277,184933,5425
6285,714829,5188
6313,711888,33624
6318,1520603,387
6321,633587,49350
6352,1039162,276
6353,1040899,48899
6383,381094,33404
6416,1808521,13869
6418,1019974,24772
6553,1333375,7194
6583,544089,4366
6627,1433694,41665
6633,1002304,24627
6651,1010936,21666
6701,542601,11295
6764,1601254,27296
6781,987399,31513
6802,316734,24869
6813,778739,23343
6825,1104627,22366
6833,1024757,4915
6846,263056,44479
6915,1078622,22066
6920,1420447,28750
6944,66430,31545
6947,954900,19269
6980,476824,45856
6992,1919712,35347
7006,451077,17129
7019,445351,42145
7022,862507,8346
7105,1614039,2585
7111,958797,24368
7123,43216,20440
7155,1061580,15897
7164,261008,37808
7170,,34557
7177,518331,23939
7191,1057719,27149
7260,1835541,11015
7323,1691326,32178
7351,1414290,32456
7357,1147246,13876
7364,1299753,5971
7381,870160,586
7389,949707,32334
7392,330806,45558
7397,1701386,44885
7422,681663,37857
7491,100497,37046
7535,9490,36515
7585,4782,35497
7631,1089125,28868
7636,832241,13079
7650,506841,41136
7670,72894,32333
7673,691973,7033
7678,1501669,25351
7690,101212,18945
7698,695085,17615
7706,826264,36646
7718,1235806,13299
7731,693469,11349
7751,488999,42522
7831,1025090,3260
7835,1187433,35047
7858,439078,8859
7880,925327,16347
7912,1001391,45161
7933,1422689,13876
7941,81330,49942
8011,1657441,1310
8052,323119,36674
8054,403391,13918
8059,1354548,12184
8127,1445393,35031
8177,1621595,6378
8180,306139,41640
8186,1085147,27045
8197,827334,5668
8205,940742,439
8214,1183237,9356
8224,1301482,25490
8260,887320,39822
8261,118855,44613
8263,923945,29034
8314,708316,45121
8323,872817,47666
8352,346855,29342
8406,1674306,23059
8425,1419278,36015
8460,740076,47009
8493,1762385,41231
8523,934884,28750
8531,1593682,9580
8565,915456,20672
8569,1477638,32509
8598,488680,38857
8599,1400719,5146
8630,683812,7304
8631,842828,43846
8680,508682,49783
8681,293745,7304
8691,1472857,26044
8725,,35497
8735,1643701,27233
8739,,11922
8751,251717,4429
8770,1476676,24436
8803,1786913,24150
8821,207290,45618
8822,136907,45438
8864,122731,971
8882,1085191,9947
8889,1303709,43536
8890,1168585,47543
8891,971015,39509
8893,768458,43560
8907,1238387,34892
8908,1399702,42232
8926,845421,28640
8936,15333,33982
8945,858744,38603
8976,218564,19269
8984,443598,30169
9007,686093,27371
9021,82389,37346
9052,1707691,6907
9075,1539689,40148
9090,697548,22459
9100,605464,12743
9106,833425,47971
9127,,30826
9137,1588343,36517
9142,1670874,31367
9199,703336,12132
9236,683303,5935
9250,1180654,29397
9256,1040783,37206
9284,1765688,45917
9302,633053,43696
9337,742852,34414
9360,370690,17385
9399,872927,13760
9419,1012157,21513
9432,1642736,3690
9451,1499391,32823
9452,1049584,6200
9471,99543,20201
9472,1328779,49942
9516,924840,15190
9552,1774447,31367
9571,1379137,35470
9588,659835,37344
9597,1247797,33297
9598,1654947,30069
9658,1536053,41595
9661,1733552,43226
9682,183011,42025
9691,1623791,7873
9723,,11423
9755,1377669,44778
9802,1741453,23936
9820,1699704,22756
9888,668047,38236
9907,647841,25139
9917,700469,16851
9949,952595,31367
9989,321728,38603
9990,1651370,23658
9999,1222376,21079
10032,755031,8110
10065,161856,29834
10083,792860,11909
10084,741512,25031
10096,1100785,21221
10108,874788,26636
10138,168194,34262
10148,1527751,31296
10180,98300,10234
10207,622318,23162
10217,609098,16292
10232,821973,11781
10249,1833704,32059
10262,1367255,22488
10340,1047185,34752
10352,586562,1732
10355,804373,7033
10359,1694735,25490
10362,1187676,35324
10380,6555,18255
10397,1602443,5016
10416,664484,20829
10437,1575449,5891
10483,1057487,5152
10488,695618,9264
10489,123664,26774
10504,1079090,13745
10512,13343,36015
10553,857282,20462
10555,1640625,42564
10579,1862370,28220
10591,597866,33795
10606,1734458,23894
10653,924200,25778
10698,929105,16748
10701,462966,35318
10737,510151,47884
10763,955099,4798
10801,62547,25351
10807,84209,17694
10829,78019,15897
10849,1086929,19314
10934,1046114,35061
10964,1005275,22135
10992,1726827,39689
11028,686374,18545
11066,1313239,29750
11096,1670612,2938
11103,1484161,40664
11126,139285,22623
11145,878392,13933
11167,1159755,12613
11193,459190,5074
11212,646342,4201
11350,1854487,10496
11396,882233,40583
11428,,19866
11449,692011,45842
11481,46646,32264
11499,1317428,1248
11546,1155152,6144
11551,838759,20082
11602,719139,38536
11605,1858242,3544
11611,1793151,15983
11615,198833,49350
11618,836006,41823
11625,584107,24627
11636,1724052,11516
11647,1900510,12028
11664,6074,15358
11719,769725,43637
11728,657282,42913
11732,1386214,3318
11742,978729,3318
11750,259477,45414
11767,1155242,27004
11820,1544325,27416
11827,1627536,32683
11839,112912,22319
11865,1698528,21125
11867,1745276,664
11922,1920447,36670
11924,728142,4221
11927,744486,35204
11935,996433,12227
11958,549243,22066
11995,470800,34262
12001,290588,49001
12016,204525,7209
12017,1448395,16979
12022,551386,41911
12081,,3040
12090,1878784,29566
12099,621760,18282
12109,422662,28548
12151,1531105,18255
12193,1409816,9821
12200,115759,43289
12228,956303,28204
12239,608766,33274
12287,1651712,39219
12321,1648433,6862
12336,1645209,9637
12356,1838835,8475
12359,288362,42269
12373,1094571,36643
12384,1833762,17460
12432,718796,34093
12474,1555585,3255
12505,616767,32553
12508,1086849,19799
12512,309023,2223
12533,139320,3778
12535,1124519,12511
12542,1602837,23175
12566,301999,47292
12568,422082,586
12574,1178898,26674
12592,171593,23080
12602,1267086,44006
12603,1836485,17641
12605,1567564,26678
12617,,46387
12620,1236579,18370
12645,420599,48172
12666,795458,2176
12674,42078,4865
12751,174541,20715
12759,1332144,2542
12763,589049,77
12767,555905,22922
12779,13710,38129
12781,844002,30231
12782,834504,21666
12787,1272941,35403
12796,1421113,15348
12809,1286136,2375
12838,1114781,34799
12867,622949,34487
12868,1870243,18295
12869,798126,15005
12877,766403,20808
12908,158367,23158
12936,1255772,44555
12947,1440364,16728
12951,70194,31397
12960,1299392,39180
12961,791312,28046
12984,1541864,35400
13030,1028366,39751
13072,1076106,13251
13074,1275216,49911
13105,1805551,23243
13116,415490,3251
13160,1920561,39846
13219,263913,1767
13220,30890,17296
13231,871022,30333
13237,662471,47801
13246,841271,5310
13264,1901791,18041
13281,1046946,15875
13292,1118123,6348
13306,349099,3014
13417,1085664,40608
13428,142914,39180
13429,266373,28604
13431,561244,49422
13446,1557097,37628
13448,492583,6847
13455,381173,39713
13464,1036288,22488
13501,566766,18946
13536,193685,2843
13553,231357,37544
13612,1427930,36082
13642,851411,19509
13653,1899840,30230
13654,1527393,13570
13682,1188943,40085
13705,1194671,35261
13709,44674,49620
13719,1488853,40031
13721,862955,166
13732,401234,25708
13750,543759,11276
13761,952852,43289
13762,926767,35867
13786,1445283,11700
13849,714346,31345
13884,410809,18946
13895,1193292,38757
13948,208527,49620
13951,1193352,10259
13966,1122482,14447
13981,107643,23327
13998,1183838,9830
14016,610207,46844
14020,1303289,36515
14050,555634,4707
14073,1155956,19645
14104,1900931,765
14132,820401,31762
14134,1026059,43221
14135,153015,41492
14158,1114080,22666
14173,732238,5245
14189,392723,37206
14199,1291348,42176
14215,663670,40248
14223,169113,30253
14228,302916,8439
14240,1264206,28191
14257,1417619,49932
14270,1616334,24510
14320,740499,21366
14402,671576,13567
14425,469359,37291
14437,1271636,6907
14465,692126,15170
14500,719735,9252
14505,1097411,11349
14513,241453,22416
14515,1034804,44862
14556,964607,47088
14564,1168944,35061
14613,599210,28640
14617,1908468,23077
14623,979237,2843
14659,1066643,21724
14664,42839,2441
14689,472133,22677
14711,808449,18545
14712,1546499,24110
14714,218882,9840
14729,1809480,439
14735,1287517,12613
14740,164868,24754
14788,1896956,35470
14794,1545381,35867
14864,648347,18894
14912,513061,31254
14923,982140,42835
14964,,42725
14965,1290949,48937
14966,1608240,15542
14969,318744,18381
15017,886989,30069
15032,393124,4742
15036,1106390,24368
15039,1803518,41394
15074,1908074,3095
15128,1365730,48131
15141,1689630,38355
15167,1919898,26774
15218,1879621,1404
15231,636894,29619
15240,1566236,41965
15245,224618,38856
15265,1585535,8815
15276,182059,42819
15322,1491923,12496
15324,1100238,10496
15325,512893,22374
15346,,44323
15377,189152,7637
15381,223795,43344
15398,1471830,38129
15407,769950,31455
15416,1076121,2744
15417,1500552,772
15511,1666597,14304
15517,79152,389
15526,285102,43226
15574,665598,26880
15584,1863611,36322
15605,585693,10166
15609,1745711,14935
15621,1307359,48114
15623,720894,35061
15656,1610069,28190
15674,1771696,44188
15696,1588166,13750
15716,1856787,640
15742,514222,31923
15781,414822,18274
15817,754451,27103
15825,1321273,17641
15856,,22056
15963,,5182
15974,1556999,40257
15978,1384306,24839
15995,110625,47812
16008,706688,10234
16019,1325470,21513
16021,808557,8587
16035,1842030,45803
16060,362181,36670
16067,301299,34509
16075,849534,39411
16091,8451,24882
16114,1763659,23523
16149,1562870,43668
16152,692730,40322
16154,253120,31053
16160,1118488,1232
16196,641113,47189
16238,1528141,47067
16263,512864,25436
16313,799284,24819
16314,1557040,24559
16338,693314,48329
16342,1315710,8912
16343,1900789,36515
16344,929100,9003
16347,1493110,43546
16417,800008,27149
16419,823402,30399
16422,1384570,24436
16431,1169235,31397
16437,1259090,4138
16445,194517,25974
16490,776119,23994
16491,523755,49424
16504,258841,33205
16579,412599,10502
16582,996900,1437
16630,870503,18545
16656,554844,6910
16672,1878068,25230
16682,65011,35473
16686,1837800,14307
16705,1350421,21709
16710,85904,13202
16728,875120,2325
16733,1831724,596
16758,421484,30253
16763,1686516,45463
16790,1074840,22917
16839,1717788,29731
16849,777735,20738
16923,875793,8022
16927,,7600
16935,1511351,39877
16940,835846,43412
16943,1726071,26774
16948,718420,11653
16952,1486157,47460
16961,1610039,4580
16999,1307646,10081
17024,1091686,5427
17048,1704113,10243
17067,1468295,11046
17070,41502,19572
17114,966958,25855
17140,1551147,8045
17143,130668,17427
17151,464237,22366
17168,,7471
17170,1395245,48012
17192,1578402,34482
17221,717192,49008
17222,918106,20358
17229,1833027,7123
17238,1718920,2922
17266,1352093,26555
17272,953946,38637
17319,598964,42500
17369,828223,11980
17385,1142169,38813
17395,793127,47788
17399,1869243,49508
17402,511398,26979
17437,945880,1614
17452,1052331,41296
17478,1456252,39180
17526,827896,23080
17560,779083,14269
17576,1371435,27395
17598,1280184,37015
17632,1793536,2042
17649,54066,5245
17654,59131,42963
17681,,33404
17691,506018,15509
17720,1165888,9413
17722,908360,2197
17754,1891667,34413
17776,671439,25189
17798,852456,24502
17803,315751,37777
17907,,32373
17926,212087,35583
17938,502161,27045
18098,894512,48952
18128,686628,17442
18187,1459016,36471
18194,768729,6096
18202,851750,31037
18221,1521251,24523
18225,1769765,13286
18231,1210779,38065
18243,432646,4832
18294,918368,7108
18296,1340666,27186
18313,1047499,16450
18338,165740,36471
18359,750349,9335
18365,903941,35087
18377,137438,11235
18438,1520229,32097
18450,831625,20808
18544,1918679,12236
18564,1691733,41873
18571,650538,8877
18627,179032,28220
18657,20534,26921
18662,1626633,26274
18700,1258382,43826
18730,158720,13100
18744,,47447
18750,1248410,31652
18759,484536,12795
18773,1544461,5521
18776,1409585,7471
18812,1796177,32738
18813,1162896,15982
18820,398676,47971
18832,978873,17034
18840,,6606
18849,878122,27837
18874,521920,39973
18883,1279305,3443
18893,1374940,41493
18895,659055,2984
18911,1355573,36987
18919,1584221,44176
18927,1563549,13743
18969,499600,640
18972,1593291,23127
19030,232782,18455
19031,1084917,19145
19054,479302,9407
19072,1846677,12336
19078,1898891,41496
19091,1747861,18753
19120,313007,39877
19150,577686,6120
19184,500780,20355
19189,213956,39746
19192,1739113,30830
19202,412449,20290
19220,1398098,4221
19274,1536424,13570
19284,1580258,30602
19308,684944,2397
19324,1306977,38399
19329,1055226,25965
19345,1468797,15902
19368,1546131,26348
19372,1623542,29834
19373,1090331,23193
19397,1881080,17646
19398,102693,41140
19402,684449,18620
19416,98803,33795
19422,387788,1608
19432,950242,27108
19435,1647356,12453
19443,1628296,46261
19490,1726519,43344
19494,53670,37663
19505,1904324,42269
19524,1113227,44555
19539,181897,41921
19568,385512,6120
19583,1210713,15190
19590,1550078,14854
19601,1043662,31390
19626,1181848,28816
19668,1472819,27762
19709,739090,17694
19736,325147,7054
19748,958447,42145
19753,1012790,18055
19799,1442911,26274
19828,1049624,38972
19880,1409215,34630
19895,1300068,42482
19917,1038804,29578
19924,796658,46624
19962,214763,49005
19995,433111,40825
20011,1236979,16530
20021,145519,6186
20027,544376,28491
20032,999926,21118
20035,649030,8208
20058,778151,47138
20068,1784735,1248
20078,917448,42723
20080,1267635,37663
20093,35978,28190
20172,270021,14940
20174,286019,21159
20181,1202935,7108
20200,1763834,49620
20234,1828978,27371
20239,170578,7033
20251,670144,24558
20253,1361934,34414
20261,1564583,39877
20267,754610,23808
20345,696661,18274
20351,664205,42145
20410,1760221,5778
20422,519520,34638
20453,1914500,30253
20485,1591110,26856
20498,1562397,11295
20517,1347659,18581
20550,670394,42723
20551,,32028
20555,1466355,14702
20559,1895471,8245
20569,206319,4371
20663,756392,23376
20703,184933,15147
20738,366228,18062
20745,1897897,27565
20784,1223664,810
20794,1414929,10243
20796,229891,3709
20797,1611836,21271
20803,144930,1338
20865,166291,39070
20880,985713,27054
20899,1819134,22670
20904,330300,35047
20917,1794798,36142
20930,725463,45993
20987,815280,22066
20993,1745305,17641
21006,1710774,19932
21036,1234394,26274
21067,657352,24150
21069,1623653,4581
21089,1869277,29706
21123,450014,24954
21126,707552,16674
21147,1442769,7516
21200,1109285,34452
21203,616844,15982
21217,1664277,36674
21254,1137498,47287
21268,1150212,25230
21269,1572738,11163
21314,631903,14285
21350,,8567
21417,439685,1668
21425,,37865
21433,673721,45951
21440,1157494,12919
21472,1577947,23425
21473,,41616
21528,576012,872
21581,1229267,33876
21646,752153,16032
21667,446604,27762
21669,1600737,47088
21672,1837719,41089
21675,1489449,28168
21682,733685,276
21699,1399270,31202
21717,443486,25372
21741,237041,21125
21779,459752,35088
21794,1833016,39822
21813,1566736,27689
21845,1422032,35794
21854,1418859,30786
21858,,18868
21859,1907739,8034
21899,1394148,11547
21902,429018,12132
21918,1542855,37196
21931,195253,15403
21943,1887856,13243
21956,,46443
21976,1448984,439
21982,964872,49727
22000,806838,20711
22030,1367901,2199
22044,,49392
22071,379871,3600
22083,416698,34973
22087,377201,33603
22098,1034276,48172
22102,45962,25554
22133,1011196,35896
22152,1720415,25436
22201,293485,13251
22216,1116964,45829
22217,508533,11547
22244,1116908,34509
22261,1316439,23598
22265,82974,23518
22294,537339,16983
22321,771991,27616
22333,341452,34490
22359,429201,27837
22375,62911,41383
22385,14560,12158
22392,1393837,10871
22394,1685097,11820
22407,976442,1338
22416,1770961,28816
22421,574425,6104
22427,1363940,166
22431,780619,9478
22442,934202,36082
22450,1682945,24091
22464,1360271,40169
22482,1199587,31041
22507,401282,1482
22538,1066806,39042
22560,1189306,4187
22603,866750,3083
22631,1712355,11423
22668,695113,11046
22691,751549,42392
22705,1848900,14367
22715,,18703
22738,1656725,28441
22752,712115,18937
22777,685604,29566
22790,,2629
22812,1901449,4608
22814,64283,46261
22827,1358728,13183
22834,1339439,36559
22840,543920,143
22847,651553,19572
22851,443377,34955
22862,1248728,10835
22881,1439208,39846
22882,1771436,10033
22909,1469860,640
22919,721166,23425
22921,445248,6273
22934,967235,38536
22949,91797,11516
22952,1421427,7030
23078,494575,23059
23094,300716,33960
23101,967121,16430
23113,189326,46164
23119,1614703,23894
23152,372658,1497
23183,,32723
23213,1354211,49392
23227,1759165,17615
23242,88154,27484
23248,1393633,14311
23263,1616630,11370
23273,1619546,47582
23350,1643955,47989
23391,1476238,28521
23401,621975,31305
23414,25841,13743
23437,1794748,41285
23447,967772,47287
23472,1507075,29169
23521,210813,25415
23550,847015,48835
23563,180980,15170
23583,1536076,16767
23588,1760645,30732
23596,198332,11163
23604,1909330,6218
23626,268007,14304
23628,1265435,37544
23668,1605881,12860
23688,,25543
23706,637554,9633
23743,91934,16450
23787,1759127,27762
23805,27495,31721
23880,509209,4462
23883,,27444
23894,1247763,16634
23897,580047,27771
23905,657887,44404
23925,1789764,9407
23931,298422,22927
23989,1848294,30276
24050,369457,41140
24063,437384,39539
24072,461011,1328
24075,1780192,15348
24078,76521,24436
24088,1767342,39637
24121,103996,41231
24139,177140,1952
24140,1254167,32333
24147,143,40664
24177,,19391
24210,1703108,37865
24226,1724764,34298
24236,1186661,7162
24252,515631,14885
24297,950677,42155
24307,403805,45468
24311,794571,41493
24334,95462,43226
24342,,2890
24355,318709,2784
24360,538963,27371
24365,102719,27449
24378,222737,25778
24379,876318,40865
24383,988280,23981
24389,613883,39973
24391,8235,47727
24398,1541501,30263
24405,958584,18870
24436,1882476,45897
24439,440194,20569
24485,1023428,2267
24501,1262177,22769
24552,106501,6005
24576,193266,29103
24580,369911,44588
24587,1448770,16979
24590,833495,8769
24619,133629,37154
24627,1497633,42798
24641,,21161
24664,31721,11467
24711,1218045,16155
24745,569857,31301
24746,146948,18189
24769,1479967,37699
24784,1049363,28561
24804,1039719,17783
24806,1175001,960
24816,1190796,1759
24847,133077,4976
24849,1082195,27149
24869,771015,772
24891,126385,37544
24893,928114,48061
24912,,34389
24932,1855937,3040
24989,1341549,1680
25036,,37701
25040,1536982,35671
25047,1484282,8458
25050,1573387,30436
25057,1833204,48731
25063,1014334,38090
25067,658777,33624
25079,1676239,46261
25089,,44243
25102,517757,32947
25144,212429,34899
25209,76884,21468
25230,,12330
25243,1807033,4778
25259,488504,46497
25308,1187481,20962
25318,662783,19264
25344,642947,5778
25346,1905912,2194
25374,237520,41823
25431,1589582,28911
25485,630001,40148
25505,1616124,41140
25519,269418,15403
25543,,39846
25557,1495424,41021
25575,792908,15664
25647,971112,34509
25653,1199719,42522
25692,636414,17427
25701,171649,19264
25723,893850,24294
25786,516413,37015
25822,858126,24385
25853,496140,32738
25854,496491,17129
25855,476956,35324
25858,651040,16767
25865,874747,17879
25891,751897,10259
25912,353791,7998
25922,227596,31254
25924,619157,35387
25929,1722279,15334
25971,16077,25470
25983,233419,39539
26010,1402426,3530
26024,498974,22670
26034,441105,27371
26046,187493,20091
26065,1261576,2881
26125,1149186,12570
26136,1006149,34735
26149,10434,20149
26172,774463,5817
26196,669872,45694
26234,1066333,30705
26247,656461,2657
26251,822544,45414
26256,289066,9463
26337,656571,23059
26339,92674,19655
26340,1656900,37693
26382,78998,44778
26437,1245977,6078
26440,1694130,41109
26445,511088,49119
26479,265770,34857
26485,368790,36413
26490,686030,13708
26501,771203,9062
26509,351575,10536
26524,903777,7253
26525,1606483,5188
26554,960118,18453
26565,1566636,5415
26600,1150818,18886
26611,1485598,49109
26634,1527920,49519
26635,1601866,11843
26642,1675621,26694
26649,601886,15208
26653,1755484,38935
26696,274543,45438
26701,25572,48948
26709,1789910,41384
26727,1326602,11925
26746,818029,30732
26753,889938,5912
26764,1087794,2629
26768,1451385,44142
26779,659109,46154
26783,926861,33973
26800,502558,25391
26814,298566,34093
26830,367341,20541
26856,238182,30727
26892,1407652,30253
26898,1226972,2629
26908,792201,15317
26919,31001,34347
26959,1105014,21161
27032,1436265,47733
27047,1509728,24764
27053,47867,45024
27062,115611,12511
27082,1151649,36098
27088,886373,4243
27138,246836,37808
27178,73380,42301
27205,1705653,15899
27243,463043,39854
27250,1029933,20290
27251,1010159,24351
27299,1602425,7693
27316,1416602,29673
27336,1698799,23939
27349,1104482,49932
27373,399133,45646
27401,123760,44588
27410,1140822,43637
27416,1138414,37336
27457,394216,47760
27458,1376743,1482
27462,1435946,41053
27482,1425468,16748
27492,108741,8245
27500,1837588,2375
27592,1318518,3124
27675,1027682,44799
27688,106399,29051
27700,859153,166
27709,214327,38199
27742,217277,15726
27744,431412,29253
27751,1128210,49352
27752,1330778,12994
27760,,11922
27794,925985,10676
27800,639938,22525
27816,277180,30263
27834,1616904,22525
27931,632141,16634
27937,154009,16189
27941,1723266,35040
27984,446659,42747
28006,1057447,29306
28015,1038942,27296
28019,35585,40608
28056,726188,14370
28072,1466480,8439
28094,1569885,9478
28170,1719114,26274
28197,359688,13990
28205,1566790,46244
28219,1151364,9459
28274,1648003,6453
28319,446330,45438
28401,1451251,17637
28418,1290283,45897
28436,1131420,28588
28486,868585,44642
28506,1055980,13918
28540,266861,23903
28554,508234,23518
28569,529630,20811
28606,1466003,28156
28609,510469,11977
28663,1143169,19564
28664,1619831,6018
28677,1198086,8509
28691,1136499,12187
28723,1225104,38343
28749,340296,27163
28765,1872634,10963
28771,183741,166
28794,860425,29644
28805,1057099,35256
28820,1912386,11516
28870,1099868,31465
28913,961834,49232
28947,404696,3180
28948,920238,11979
28949,1653264,43670
28956,1006551,7641
29000,1092223,4083
29002,967279,35657
29048,83138,40684
29052,,10014
29053,643795,25189
29122,758866,26326
29156,330289,679
29175,420851,12428
29179,1719819,40671
29195,1835717,49519
29261,1385507,7030
29322,761102,29631
29330,571522,13470
29362,1245980,31110
29407,1078726,46355
29419,693829,43696
29469,1347285,38065
29548,784169,40322
29572,1571839,13470
29590,748881,16450
29595,226283,32456
29619,640976,26857
29635,1082950,21578
29643,1821178,4707
29650,1493396,31188
29667,336126,18946
29675,71709,31440
29687,,49607
29688,1459726,1306
29718,1845751,44601
29740,1201071,18189
29799,1177925,2744
29852,1174209,30637
29858,1758492,10517
29866,,38757
29887,1476593,31513
29911,1573400,44142
29921,993040,24628
29934,1380449,20149
29949,1841796,6903
29963,1670111,44885
29981,612895,14940
29997,1011352,40145
30004,1868879,340
30007,282144,39915
30054,919203,40446
30074,533838,5146
30080,494147,6453
30083,279738,43846
30095,543506,40341
30134,1616387,18281
30136,640666,11845
30137,402166,31254
30152,647205,22587
30153,671218,728
30211,1597082,15348
30228,1093117,3999
30231,,20784
30240,1462837,35324
30265,1347281,4580
30268,683746,38020
30323,313535,22472
30342,169823,17504
30364,260344,25599
30388,831192,17521
30412,1602123,36459
30442,1769249,32723
30496,1070413,24415
30506,1260143,9321
30529,136230,31487
30557,233720,33960
30564,1223376,12969
30587,1556727,12613
30595,1644711,46233
30614,1635191,42500
30627,1231667,9250
