i_category|i_class|i_brand|s_store_name|s_company_name|d_moy|sum_sales|avg_monthly_sales
Women|dresses|amalgamalg #2|eing|Unknown|6|1247.86|2569.346666666667
Women|dresses|amalgamalg #2|able|Unknown|4|1020.39|2337.278333333333
Men|shirts|importoimporto #2|able|Unknown|7|780.91|2095.4708333333333
Women|dresses|amalgamalg #2|ese|Unknown|2|904.34|2200.820833333333
Women|dresses|amalgamalg #2|ought|Unknown|7|1061.87|2355.4416666666666
Women|dresses|amalgamalg #2|able|Unknown|3|1054.94|2337.278333333333
Men|shirts|importoimporto #2|ought|Unknown|6|633.96|1908.0566666666666
Men|shirts|importoimporto #2|ese|Unknown|6|853.37|2113.5733333333333
Women|dresses|amalgamalg #2|able|Unknown|5|1084.94|2337.278333333333
Women|dresses|amalgamalg #2|eing|Unknown|4|1317.08|2569.346666666667
