brand_id|brand|t_hour|t_minute|ext_price
5004001|edu packscholar #1|18|27|27.53
2002001|importoimporto #1|19|31|27.47
2001002|amalgimporto #2|17|27|27.37
9012003|importounivamalg #3|8|9|27.14
1002002|importoamalg #2|19|52|27.09
5003002|exportischolar #2|9|20|27.04
2001002|amalgimporto #2|19|19|27.01
3003001|exportiexporti #1|18|15|26.98
6011001|amalgbrand #1|9|18|26.96
5003001|exportischolar #1|19|35|26.92
1002001|importoamalg #1|18|59|26.91
6011008|amalgbrand #8|9|14|26.72
6011005|amalgbrand #5|9|53|26.64
7010004|univnameless #4|18|21|26.57
9013009|exportiunivamalg #9|17|24|26.51
10002012|importounivamalg #12|17|51|26.51
2001002|amalgimporto #2|19|6|26.49
7008009|namelessbrand #9|18|12|26.39
1001002|amalgamalg #2|19|41|26.34
2003002|exportiimporto #2|18|18|26.27
8014005|edu packmaxi #5|9|34|26.08
1003002|exportiamalg #2|7|42|26.06
6016003|corpbrand #3|19|57|26.01
10015013|scholaramalgamalg #13|18|20|25.97
6008005|namelesscorp #5|9|1|25.86
5001001|amalgscholar #1|18|35|25.84
2004001|edu packimporto #1|18|42|25.76
6016003|corpbrand #3|19|50|25.75
10003004|exportiunivamalg #4|7|34|25.69
5002001|importoscholar #1|19|31|25.66
10012011|importoamalgamalg #11|8|53|25.53
1002001|importoamalg #1|9|56|25.52
2002001|importoimporto #1|18|33|25.46
6006007|corpcorp #7|6|1|25.44
1002001|importoamalg #1|6|6|25.37
7008009|namelessbrand #9|19|45|25.24
2001001|amalgimporto #1|17|51|25.20
2003002|exportiimporto #2|9|31|25.19
3004001|edu packexporti #1|9|40|25.13
5004002|edu packscholar #2|18|7|24.91
3003001|exportiexporti #1|19|16|24.80
1003001|exportiamalg #1|17|40|24.74
1004002|edu packamalg #2|8|49|24.74
6009003|maxicorp #3|6|4|24.72
7010003|univnameless #3|7|5|24.39
10002012|importounivamalg #12|18|10|24.33
10012017|importoamalgamalg #17|19|11|24.31
5001001|amalgscholar #1|19|54|24.26
5003001|exportischolar #1|8|59|24.18
5003001|exportischolar #1|19|28|24.15
3002001|importoexporti #1|19|45|23.97
5003001|exportischolar #1|17|59|23.95
2002001|importoimporto #1|17|40|23.89
4004001|edu packedu pack #1|17|30|23.89
2001002|amalgimporto #2|8|51|23.88
6008007|namelesscorp #7|18|0|23.84
2001001|amalgimporto #1|6|40|23.77
6006007|corpcorp #7|7|24|23.73
3002001|importoexporti #1|19|27|23.63
2002001|importoimporto #1|18|1|23.54
7016007|corpnameless #7|19|16|23.45
3004001|edu packexporti #1|19|9|23.27
5003002|exportischolar #2|9|14|23.12
5003002|exportischolar #2|17|26|23.10
4003001|exportiedu pack #1|17|43|23.09
2001002|amalgimporto #2|19|45|23.07
5002001|importoscholar #1|19|33|23.07
6011001|amalgbrand #1|19|3|22.76
5003001|exportischolar #1|17|45|22.72
3003001|exportiexporti #1|7|29|22.65
1004001|edu packamalg #1|17|26|22.53
4003001|exportiedu pack #1|18|35|22.52
4004002|edu packedu pack #2|19|7|22.48
3003002|exportiexporti #2|19|5|22.37
4001001|amalgedu pack #1|7|58|22.32
3002001|importoexporti #1|19|49|22.29
7016007|corpnameless #7|17|56|22.23
5003001|exportischolar #1|17|4|22.19
9015009|scholarunivamalg #9|9|32|22.19
7015007|scholarnameless #7|17|55|22.07
8004003|edu packnameless #3|19|58|22.04
4003001|exportiedu pack #1|8|3|21.96
10004001|edu packunivamalg #1|17|26|21.96
8004003|edu packnameless #3|18|44|21.94
3004001|edu packexporti #1|17|46|21.89
1001001|amalgamalg #1|17|56|21.76
3003001|exportiexporti #1|19|25|21.49
1003001|exportiamalg #1|9|36|21.36
5004001|edu packscholar #1|8|19|21.29
4003001|exportiedu pack #1|9|42|21.13
3002001|importoexporti #1|19|3|21.12
5002001|importoscholar #1|9|22|21.07
1001001|amalgamalg #1|19|13|21.06
8013009|exportimaxi #9|17|24|20.89
5004001|edu packscholar #1|6|36|20.87
10003016|exportiunivamalg #16|17|55|20.87
3004001|edu packexporti #1|18|21|20.86
6005001|scholarcorp #1|19|55|20.76
7010009|univnameless #9|9|22|20.66
9008002|namelessmaxi #2|17|28|20.65
6009003|maxicorp #3|19|38|20.17
5001001|amalgscholar #1|19|12|20.16
1002002|importoamalg #2|9|27|20.00
7012003|importonameless #3|9|22|19.97
10003016|exportiunivamalg #16|19|13|19.90
4004001|edu packedu pack #1|9|32|19.86
10004001|edu packunivamalg #1|9|20|19.76
7004009|edu packbrand #9|6|11|19.74
7014001|edu packnameless #1|17|15|19.68
9008005|namelessmaxi #5|6|9|19.58
6003008|exporticorp #8|9|18|19.57
1001002|amalgamalg #2|19|15|19.54
1002002|importoamalg #2|8|37|19.52
7016001|corpnameless #1|18|53|19.51
4004001|edu packedu pack #1|9|54|19.31
2003001|exportiimporto #1|9|23|19.30
5003001|exportischolar #1|17|11|19.30
7010003|univnameless #3|7|58|19.30
9008002|namelessmaxi #2|19|23|19.30
6011008|amalgbrand #8|8|28|19.19
9013009|exportiunivamalg #9|9|36|19.18
8004009|edu packnameless #9|8|59|19.17
1004002|edu packamalg #2|8|26|19.14
3002002|importoexporti #2|17|45|19.14
7004007|edu packbrand #7|17|8|19.08
5001001|amalgscholar #1|17|54|19.02
2002001|importoimporto #1|8|8|19.01
8002009|importonameless #9|18|12|18.93
3002002|importoexporti #2|9|12|18.88
2002001|importoimporto #1|17|38|18.49
7016007|corpnameless #7|17|28|18.42
3002001|importoexporti #1|18|37|18.39
6011005|amalgbrand #5|19|3|18.33
10003004|exportiunivamalg #4|19|43|18.30
10013013|exportiamalgamalg #13|19|39|18.08
3003002|exportiexporti #2|19|24|18.01
7008009|namelessbrand #9|19|19|17.90
1001002|amalgamalg #2|19|54|17.87
2001002|amalgimporto #2|8|54|17.87
5001001|amalgscholar #1|17|52|17.83
8002009|importonameless #9|8|46|17.79
1003002|exportiamalg #2|9|38|17.75
5003001|exportischolar #1|8|25|17.65
3004001|edu packexporti #1|17|1|17.50
5004002|edu packscholar #2|18|15|17.48
2002001|importoimporto #1|9|43|17.23
4003001|exportiedu pack #1|18|37|17.23
3002002|importoexporti #2|9|53|17.19
6016003|corpbrand #3|8|6|17.10
1003002|exportiamalg #2|19|10|17.04
5004002|edu packscholar #2|19|20|16.94
1003002|exportiamalg #2|8|25|16.92
9016003|corpunivamalg #3|19|8|16.92
7004007|edu packbrand #7|17|57|16.91
1003002|exportiamalg #2|19|42|16.88
1001001|amalgamalg #1|8|16|16.84
6008005|namelesscorp #5|19|2|16.84
6012008|importobrand #8|8|33|16.79
5002002|importoscholar #2|19|19|16.78
7013007|exportinameless #7|18|20|16.72
8002009|importonameless #9|9|18|16.72
8004009|edu packnameless #9|19|44|16.68
7001005|amalgbrand #5|8|59|16.56
2001002|amalgimporto #2|17|56|16.32
4001002|amalgedu pack #2|17|55|16.30
8004009|edu packnameless #9|17|8|16.26
9015009|scholarunivamalg #9|8|47|16.25
5002002|importoscholar #2|19|31|16.06
2003001|exportiimporto #1|18|28|15.97
5001001|amalgscholar #1|19|21|15.94
1004002|edu packamalg #2|17|2|15.90
2003002|exportiimporto #2|8|25|15.86
10015013|scholaramalgamalg #13|8|18|15.84
9014011|edu packunivamalg #11|18|32|15.81
3002001|importoexporti #1|18|20|15.75
9016003|corpunivamalg #3|17|53|15.68
4004001|edu packedu pack #1|9|11|15.65
6011001|amalgbrand #1|7|21|15.61
7001005|amalgbrand #5|8|12|15.60
5004002|edu packscholar #2|17|22|15.58
1002002|importoamalg #2|9|9|15.40
9015009|scholarunivamalg #9|8|28|15.40
4004002|edu packedu pack #2|9|34|15.36
10012017|importoamalgamalg #17|8|4|15.34
4004002|edu packedu pack #2|17|3|15.31
9012008|importounivamalg #8|18|11|15.29
8011009|amalgmaxi #9|19|5|15.23
4001001|amalgedu pack #1|9|48|15.21
9015009|scholarunivamalg #9|8|38|15.21
7010004|univnameless #4|17|26|15.12
7010003|univnameless #3|18|12|15.07
1003001|exportiamalg #1|6|10|15.04
3003001|exportiexporti #1|9|6|15.03
5001002|amalgscholar #2|9|39|14.92
1001001|amalgamalg #1|18|49|14.85
5002002|importoscholar #2|18|40|14.77
7010009|univnameless #9|9|5|14.76
3002002|importoexporti #2|18|52|14.74
5003002|exportischolar #2|19|10|14.71
8016004|corpmaxi #4|19|8|14.70
7010003|univnameless #3|19|28|14.59
6008005|namelesscorp #5|18|27|14.56
3003002|exportiexporti #2|18|26|14.52
7014001|edu packnameless #1|6|35|14.51
9012003|importounivamalg #3|8|30|14.47
3002001|importoexporti #1|17|5|14.45
7010004|univnameless #4|19|51|14.35
9008002|namelessmaxi #2|17|33|14.26
4004001|edu packedu pack #1|19|48|14.18
1002002|importoamalg #2|9|48|14.16
10009015|maxiunivamalg #15|7|51|14.16
1002002|importoamalg #2|18|27|14.08
2004001|edu packimporto #1|19|50|14.07
2001002|amalgimporto #2|18|48|13.93
1001001|amalgamalg #1|9|41|13.86
5003001|exportischolar #1|17|14|13.77
5002001|importoscholar #1|19|59|13.60
4003001|exportiedu pack #1|8|34|13.59
3002001|importoexporti #1|18|31|13.56
7010003|univnameless #3|19|4|13.56
6010005|univbrand #5|8|8|13.53
7008009|namelessbrand #9|17|52|13.49
5002002|importoscholar #2|18|26|13.30
1001001|amalgamalg #1|17|48|13.25
8014005|edu packmaxi #5|9|22|13.24
1003002|exportiamalg #2|19|33|13.17
4004001|edu packedu pack #1|18|22|13.13
10009015|maxiunivamalg #15|17|29|12.98
8003010|exportinameless #10|17|42|12.92
3003002|exportiexporti #2|17|21|12.90
7004009|edu packbrand #9|9|36|12.88
2004002|edu packimporto #2|19|16|12.83
5001002|amalgscholar #2|9|46|12.81
1004002|edu packamalg #2|18|24|12.79
1003002|exportiamalg #2|18|0|12.63
10015013|scholaramalgamalg #13|19|51|12.63
6016003|corpbrand #3|7|0|12.61
1002001|importoamalg #1|19|40|12.55
5003001|exportischolar #1|18|17|12.55
6015006|scholarbrand #6|6|14|12.50
8002009|importonameless #9|18|28|12.43
6016003|corpbrand #3|17|8|12.39
5003002|exportischolar #2|17|2|12.36
8003010|exportinameless #10|17|7|12.36
4003001|exportiedu pack #1|9|12|12.32
2003002|exportiimporto #2|18|9|12.24
10003004|exportiunivamalg #4|9|23|12.22
1002001|importoamalg #1|17|22|12.21
2002001|importoimporto #1|17|24|12.19
5003001|exportischolar #1|9|53|12.16
1004002|edu packamalg #2|19|5|12.11
3003001|exportiexporti #1|19|20|12.02
7015007|scholarnameless #7|9|48|12.00
1004002|edu packamalg #2|19|9|11.93
8004003|edu packnameless #3|17|23|11.92
6011008|amalgbrand #8|17|4|11.90
6008007|namelesscorp #7|19|15|11.86
9015009|scholarunivamalg #9|17|28|11.85
10013015|exportiamalgamalg #15|17|14|11.65
6010005|univbrand #5|9|27|11.64
1001001|amalgamalg #1|19|3|11.60
1003001|exportiamalg #1|6|53|11.60
4003001|exportiedu pack #1|9|38|11.51
1002002|importoamalg #2|9|56|11.45
5002002|importoscholar #2|9|16|11.44
6007003|brandcorp #3|19|33|11.44
6011005|amalgbrand #5|17|31|11.41
10012011|importoamalgamalg #11|19|25|11.32
9012005|importounivamalg #5|8|3|11.30
1004002|edu packamalg #2|7|0|11.26
8013009|exportimaxi #9|9|53|11.22
5003001|exportischolar #1|17|32|11.18
2001002|amalgimporto #2|18|49|11.17
8002009|importonameless #9|19|8|11.04
2003001|exportiimporto #1|19|11|11.02
5003002|exportischolar #2|17|23|11.00
5003001|exportischolar #1|19|10|10.89
6011001|amalgbrand #1|8|42|10.87
1003002|exportiamalg #2|18|21|10.83
8014005|edu packmaxi #5|17|2|10.81
6009003|maxicorp #3|17|6|10.77
5004001|edu packscholar #1|18|30|10.69
6016003|corpbrand #3|19|31|10.69
10012004|importoamalgamalg #4|9|43|10.64
8005005|scholarnameless #5|19|51|10.57
9015011|scholarunivamalg #11|8|2|10.57
6012008|importobrand #8|19|13|10.49
8011009|amalgmaxi #9|19|35|10.49
10002012|importounivamalg #12|18|3|10.42
4001002|amalgedu pack #2|17|57|10.40
2001001|amalgimporto #1|19|48|10.39
6008002|namelesscorp #2|18|38|10.35
1003002|exportiamalg #2|8|56|10.28
8016004|corpmaxi #4|18|55|10.28
6005001|scholarcorp #1|17|43|10.27
1003001|exportiamalg #1|9|26|10.20
5001001|amalgscholar #1|17|56|10.15
4001001|amalgedu pack #1|17|26|10.03
7010004|univnameless #4|17|51|10.03
1001002|amalgamalg #2|18|44|10.02
5001001|amalgscholar #1|8|41|10.02
10004004|edu packunivamalg #4|19|3|10.00
2004002|edu packimporto #2|8|39|9.98
4001001|amalgedu pack #1|19|59|9.96
6002003|importocorp #3|17|53|9.89
5003001|exportischolar #1|9|29|9.78
9015011|scholarunivamalg #11|17|17|9.69
1004001|edu packamalg #1|17|57|9.61
2004002|edu packimporto #2|19|20|9.60
1003002|exportiamalg #2|8|58|9.56
1002001|importoamalg #1|18|10|9.36
1002001|importoamalg #1|19|14|9.36
5001002|amalgscholar #2|8|59|9.35
6005001|scholarcorp #1|8|14|9.22
7008009|namelessbrand #9|19|27|9.09
10012017|importoamalgamalg #17|18|54|9.09
1003002|exportiamalg #2|18|52|9.03
2003001|exportiimporto #1|9|17|9.03
6008002|namelesscorp #2|17|31|9.02
9014011|edu packunivamalg #11|17|50|9.00
10004004|edu packunivamalg #4|17|8|8.98
5003001|exportischolar #1|9|46|8.91
4003001|exportiedu pack #1|6|50|8.90
10015004|scholaramalgamalg #4|9|2|8.86
8014005|edu packmaxi #5|18|43|8.83
10012004|importoamalgamalg #4|6|49|8.77
9014011|edu packunivamalg #11|17|44|8.68
5002002|importoscholar #2|17|30|8.63
9015009|scholarunivamalg #9|18|30|8.58
10013013|exportiamalgamalg #13|7|42|8.51
3002001|importoexporti #1|17|14|8.41
1001001|amalgamalg #1|9|14|8.31
4004001|edu packedu pack #1|18|50|8.23
7009010|maxibrand #10|9|38|8.21
6006007|corpcorp #7|18|55|8.19
2003002|exportiimporto #2|9|27|8.15
5003001|exportischolar #1|9|28|8.15
5001001|amalgscholar #1|19|27|8.13
9015009|scholarunivamalg #9|17|32|8.06
9012003|importounivamalg #3|9|18|8.05
2001002|amalgimporto #2|18|31|8.04
5002002|importoscholar #2|18|14|8.02
7012003|importonameless #3|9|29|7.99
3002002|importoexporti #2|8|58|7.98
1003001|exportiamalg #1|19|4|7.91
5002001|importoscholar #1|19|9|7.88
9008002|namelessmaxi #2|9|51|7.88
7016001|corpnameless #1|19|5|7.87
2001002|amalgimporto #2|18|20|7.82
7008009|namelessbrand #9|17|29|7.81
1004002|edu packamalg #2|19|25|7.79
7004009|edu packbrand #9|17|25|7.77
4004001|edu packedu pack #1|8|22|7.74
5003001|exportischolar #1|18|43|7.74
1004002|edu packamalg #2|9|53|7.73
1002002|importoamalg #2|18|51|7.68
4002001|importoedu pack #1|18|51|7.68
4004001|edu packedu pack #1|17|37|7.68
8003010|exportinameless #10|19|57|7.64
6002005|importocorp #5|19|0|7.63
4001001|amalgedu pack #1|17|7|7.62
