ss_sold_year|ss_item_sk|ss_customer_sk|ratio|store_qty|store_wholesale_cost|store_sales_price|other_chan_qty|other_chan_wholesale_cost|other_chan_sales_price
2000|5360|82914|0.91|43|96.81|159.35|47|16.90|28.05
2000|5444|79157|0.29|28|99.62|47.37|97|68.67|67.85
2000|5563|80992|1.38|77|51.02|33.49|56|16.34|26.94
2000|5609|99332|0.08|4|53.42|53.33|49|10.39|29.40
2000|5689|19289|1.16|65|85.71|80.45|56|63.02|47.20
2000|5759|71681|0.50|43|82.39|1.61|86|75.25|119.66
2000|5804|86892|2.27|93|26.60|28.86|41|95.86|38.18
2000|5819|22766|0.72|57|16.32|13.42|79|5.76|16.01
2000|5927|82803|0.70|39|71.23|3.50|56|94.93|131.03
2000|6083|23261|1.54|60|75.34|18.08|39|45.35|44.96
2000|6115|4429|0.94|59|89.90|41.71|63|81.64|81.71
2000|6125|3774|0.83|34|22.08|9.03|41|33.43|64.82
2000|6133|24941|1.00|36|47.12|47.32|36|29.13|28.32
2000|6253|9533|1.95|82|2.37|2.07|42|50.42|4.34
2000|6428|42901|1.19|64|56.89|28.26|54|62.51|32.14
2000|6439|90056|1.07|95|13.83|17.03|89|28.53|10.95
2000|6487|79301|2.53|38|95.15|157.92|15|52.02|26.23
2000|6517|44203|0.49|30|74.88|95.47|61|71.00|118.88
2000|6563|7266|5.00|80|79.26|52.52|16|40.64|58.94
2000|6872|98362|0.23|15|50.16|31.42|65|3.37|2.10
2000|6967|13236|1.58|82|46.86|61.50|52|97.99|100.02
2000|7153|86796|0.36|14|66.01|108.84|39|41.37|15.48
2000|7261|99191|1.64|18|75.46|44.91|11|68.27|30.85
2000|7280|79031|1.43|43|52.23|65.70|30|7.69|1.87
2000|7307|9649|0.98|96|83.06|87.98|98|8.48|10.39
2000|7481|12311|1.01|100|15.78|25.29|99|23.93|21.10
2000|7505|20341|1.22|39|26.65|38.48|32|77.54|134.60
2000|7541|10837|0.25|23|41.61|8.98|93|18.30|8.32
2000|7736|82521|7.50|45|4.22|1.97|6|67.66|15.34
2000|7747|35220|0.92|73|37.13|45.42|79|65.57|5.79
2000|7751|77977|1.91|42|23.87|27.37|22|27.24|5.94
2000|7778|20066|0.16|15|98.60|96.89|96|7.55|9.82
2000|7885|71335|0.62|51|79.55|47.51|82|46.09|35.22
2000|7967|10630|1.13|44|70.88|52.05|39|83.97|54.68
2000|7976|67178|0.79|26|46.20|11.15|33|53.97|28.87
2000|8066|54957|0.49|36|34.81|40.72|73|45.95|69.83
2000|8120|94691|0.80|53|42.59|53.66|66|53.03|73.71
2000|8125|83258|0.82|51|92.83|49.38|62|97.59|30.73
2000|8360|78219|0.08|4|47.44|12.82|52|1.43|1.59
2000|8534|49546|0.61|38|54.23|101.43|62|80.66|35.00
2000|8705|11453|0.84|21|44.67|23.58|25|36.00|18.90
2000|8792|59269|1.11|71|58.94|5.44|64|73.49|91.73
2000|8861|40885|1.09|24|30.56|12.20|22|81.13|42.54
