channel|id|sales|returns_|profit
catalog channel|catalog_pageAAAAAAAACMPAAAAA|32588.56|245.28|7675.79
catalog channel|catalog_pageAAAAAAAACNCBAAAA|5160.78|2002.65|-1910.33
catalog channel|catalog_pageAAAAAAAACNPAAAAA|24789.58|0|-416.68
catalog channel|catalog_pageAAAAAAAACOCBAAAA|4539.48|534.08|-3265.61
catalog channel|catalog_pageAAAAAAAACOPAAAAA|22936.44|4.80|-7543.09
catalog channel|catalog_pageAAAAAAAACPPAAAAA|23153.25|1223.40|11528.38
catalog channel|catalog_pageAAAAAAAADAABAAAA|3326.67|0|-5599.49
catalog channel|catalog_pageAAAAAAAADBABAAAA|15699.82|29.25|-2800.32
catalog channel|catalog_pageAAAAAAAADCABAAAA|9652.02|0|-2691.04
catalog channel|catalog_pageAAAAAAAADDABAAAA|6915.48|0|939.10
catalog channel|catalog_pageAAAAAAAADFABAAAA|16672.92|242.24|1954.73
catalog channel|catalog_pageAAAAAAAADGABAAAA|10158.52|0|342.25
catalog channel|catalog_pageAAAAAAAADGCBAAAA|24855.73|11124.12|4409.18
catalog channel|catalog_pageAAAAAAAADHABAAAA|13225.53|12.22|3380.24
catalog channel|catalog_pageAAAAAAAADHCBAAAA|20008.20|0|7693.79
catalog channel|catalog_pageAAAAAAAADICBAAAA|9036.01|0|609.55
catalog channel|catalog_pageAAAAAAAADJCBAAAA|22583.77|0|12785.98
catalog channel|catalog_pageAAAAAAAADKCBAAAA|4984.65|0|2003.40
catalog channel|catalog_pageAAAAAAAADKPAAAAA|22232.07|0|1846.30
catalog channel|catalog_pageAAAAAAAADLCBAAAA|1557.87|0|-1003.90
catalog channel|catalog_pageAAAAAAAADLPAAAAA|4801.59|51.96|-8540.08
catalog channel|catalog_pageAAAAAAAADMCBAAAA|2890.98|0|-304.65
catalog channel|catalog_pageAAAAAAAADMPAAAAA|3185.94|0|-1552.93
catalog channel|catalog_pageAAAAAAAADNCBAAAA|5003.21|0|-928.09
catalog channel|catalog_pageAAAAAAAADNPAAAAA|21344.84|0|1019.50
catalog channel|catalog_pageAAAAAAAADOCBAAAA|24237.05|0|4158.83
catalog channel|catalog_pageAAAAAAAADOPAAAAA|21524.21|223.30|-2250.92
catalog channel|catalog_pageAAAAAAAADPCBAAAA|2294.77|0|706.96
catalog channel|catalog_pageAAAAAAAADPPAAAAA|6305.45|0|-1966.92
