d_week_seq1|r1|r2|r3|r4|r5|r6|round
5272|1.00|0.98|0.98|1.12|1.04|1.05|1.20
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5273|1.27|0.91|1.13|1.03|0.89|0.95|0.82
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5274|1.03|0.79|1.07|0.93|1.00|0.93|0.99
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5275|1.04|0.90|0.86|0.78|0.94|1.28|0.83
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5276|1.18|1.10|1.13|0.96|1.06|0.99|0.89
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5277|0.84|1.01|0.95|0.97|0.97|1.35|1.19
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5278|1.37|1.07|1.03|1.17|1.11|5.71|1.69
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5279|1.34|0.90|1.01|1.04|0.61|0.71|1.18
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
