i_item_id|ca_country|ca_state|ca_county|agg1|agg2|agg3|agg4|agg5|agg6|agg7
AAAAAAAAABPBAAAA|United States|ND|NULL|59.0|73.07|0.0|53.34|778.21|1940.0|2.0
AAAAAAAAABPBAAAA|United States|NULL|NULL|59.0|73.07|0.0|53.34|778.21|1940.0|2.0
AAAAAAAAABPBAAAA|NULL|NULL|NULL|59.0|73.07|0.0|53.34|778.21|1940.0|2.0
AAAAAAAAACAAAAAA|United States|VA|Caroline County|30.0|91.01|1908.81|69.16|-876.21|1961.0|5.0
AAAAAAAAACAAAAAA|United States|VA|NULL|30.0|91.01|1908.81|69.16|-876.21|1961.0|5.0
AAAAAAAAACAAAAAA|United States|NULL|NULL|30.0|91.01|1908.81|69.16|-876.21|1961.0|5.0
AAAAAAAAACAAAAAA|NULL|NULL|NULL|30.0|91.01|1908.81|69.16|-876.21|1961.0|5.0
AAAAAAAAACBCAAAA|United States|IN|Dearborn County|66.0|12.38|0.0|9.03|78.54|1982.0|0.0
AAAAAAAAACBCAAAA|United States|IN|NULL|66.0|12.38|0.0|9.03|78.54|1982.0|0.0
AAAAAAAAACBCAAAA|United States|NULL|NULL|66.0|12.38|0.0|9.03|78.54|1982.0|0.0
AAAAAAAAACBCAAAA|NULL|NULL|NULL|66.0|12.38|0.0|9.03|78.54|1982.0|0.0
AAAAAAAAACCAAAAA|United States|MS|Adams County|70.0|67.97|266.67|7.47|-2510.17|1960.0|3.0
AAAAAAAAACCAAAAA|United States|MS|NULL|70.0|67.97|266.67|7.47|-2510.17|1960.0|3.0
AAAAAAAAACCAAAAA|United States|NULL|NULL|70.0|67.97|266.67|7.47|-2510.17|1960.0|3.0
AAAAAAAAACCAAAAA|NULL|NULL|NULL|70.0|67.97|266.67|7.47|-2510.17|1960.0|3.0
AAAAAAAAACLAAAAA|United States|VA|Warren County|99.0|13.37|462.68|5.08|-516.14|1968.0|3.0
AAAAAAAAACLAAAAA|United States|VA|NULL|99.0|13.37|462.68|5.08|-516.14|1968.0|3.0
AAAAAAAAACLAAAAA|United States|NULL|NULL|99.0|13.37|462.68|5.08|-516.14|1968.0|3.0
AAAAAAAAACLAAAAA|NULL|NULL|NULL|99.0|13.37|462.68|5.08|-516.14|1968.0|3.0
AAAAAAAAACLDAAAA|United States|MS|Calhoun County|62.0|3.04|0.0|0.3|-138.88|1936.0|1.0
AAAAAAAAACLDAAAA|United States|MS|NULL|62.0|3.04|0.0|0.3|-138.88|1936.0|1.0
AAAAAAAAACLDAAAA|United States|NULL|NULL|62.0|3.04|0.0|0.3|-138.88|1936.0|1.0
AAAAAAAAACLDAAAA|NULL|NULL|NULL|62.0|3.04|0.0|0.3|-138.88|1936.0|1.0
AAAAAAAAACMDAAAA|United States|VA|Wise County|93.0|122.45|1052.05|34.28|-4808.32|1986.0|2.0
AAAAAAAAACMDAAAA|United States|VA|NULL|93.0|122.45|1052.05|34.28|-4808.32|1986.0|2.0
AAAAAAAAACMDAAAA|United States|NULL|NULL|93.0|122.45|1052.05|34.28|-4808.32|1986.0|2.0
AAAAAAAAACMDAAAA|NULL|NULL|NULL|93.0|122.45|1052.05|34.28|-4808.32|1986.0|2.0
AAAAAAAAADBAAAAA|United States|MS|Lamar County|49.0|132.21|0.0|116.34|2198.63|1949.0|6.0
AAAAAAAAADBAAAAA|United States|MS|NULL|49.0|132.21|0.0|116.34|2198.63|1949.0|6.0
AAAAAAAAADBAAAAA|United States|NULL|NULL|49.0|132.21|0.0|116.34|2198.63|1949.0|6.0
AAAAAAAAADBAAAAA|NULL|NULL|NULL|49.0|132.21|0.0|116.34|2198.63|1949.0|6.0
AAAAAAAAADBDAAAA|United States|IN|Wabash County|3.0|21.33|0.0|0.42|-28.23|1986.0|1.0
AAAAAAAAADBDAAAA|United States|IN|NULL|3.0|21.33|0.0|0.42|-28.23|1986.0|1.0
AAAAAAAAADBDAAAA|United States|OK|Okfuskee County|40.0|95.62|0.0|88.92|15.2|1949.0|5.0
AAAAAAAAADBDAAAA|United States|OK|NULL|40.0|95.62|0.0|88.92|15.2|1949.0|5.0
