ps_partkey|value
7163469|16107035.48
13157624|16103509.06
15830703|16101223.79
4212380|16101155.21
8681831|16100685.46
4681735|16094892.33
11621669|16094528.10
4887977|16093123.39
12120476|16090947.09
12439402|16084453.88
17245308|16084434.73
733583|16083681.79
5021048|16081233.78
1760052|16078347.90
1517460|16076844.56
917200|16074438.87
15398518|16057658.93
12529894|16055349.66
17245800|16053703.56
6217832|16052952.13
18024727|16049042.33
11465712|16043100.97
16557282|16042856.49
15343317|16039618.50
9900691|16038934.99
9423077|16037801.15
482646|16031486.72
13941643|16029767.10
18644577|16024983.88
8056390|16022173.75
19137646|16003802.84
16208412|15999639.92
15722641|15994598.64
14593597|15992584.28
1477793|15985521.04
2748544|15983836.94
12190237|15982290.23
5417950|15971400.35
7055124|15961056.19
16928390|15960066.20
12267848|15954982.04
10206278|15949467.94
12184992|15948242.21
12441681|15943301.94
6663145|15938413.65
2453418|15925309.36
16131074|15924909.83
9853296|15921103.00
8261781|15920147.96
4054020|15918252.45
1836027|15913461.92
8327667|15908503.33
16767777|15898760.54
14642721|15898600.81
16935982|15895750.66
867443|15887331.22
218950|15886901.00
15649566|15882793.75
8944557|15880062.14
7281953|15877976.53
14586|15876217.86
668562|15873968.05
8814638|15873788.81
4611463|15869034.91
14590304|15868860.54
19396796|15867756.22
13923436|15862436.85
456703|15862385.85
1350700|15857387.84
16012220|15854916.62
6189303|15851733.42
13756758|15847801.32
3420005|15846272.12
13014580|15845801.76
15974186|15841641.71
16209270|15838985.92
17534569|15838766.52
5723830|15836560.60
2448426|15834062.96
19916092|15831431.94
13919138|15826188.97
1952294|15823529.92
16086886|15823517.99
12614879|15821668.08
17225704|15820740.74
10171762|15820585.72
9918082|15820222.26
17904010|15819644.82
990380|15815835.78
12088680|15805777.67
5033585|15805458.73
18958831|15804994.20
5417843|15800589.69
10035170|15797262.73
10474163|15792180.05
7921433|15785720.20
11124517|15776752.07
12579710|15776562.21
15124028|15773305.82
10989839|15767960.74
5858472|15767196.57
385622|15766233.96
18638750|15765283.38
13259583|15763887.03
7127963|15759605.12
14666112|15757491.76
17666119|15757460.74
3340326|15754575.56
18351274|15752492.94
206950|15750456.36
5406346|15748975.48
16263198|15744614.49
9563700|15741580.88
16851642|15740335.92
10225471|15731369.27
16513629|15727024.50
13115715|15724790.33
6022301|15723711.61
4133745|15721982.92
16789574|15719860.72
15577815|15719313.48
7187143|15717292.65
17752143|15716589.13
10098631|15702323.04
18494010|15700201.78
12540238|15694592.93
10278037|15693956.23
7187663|15688457.52
16306410|15686522.46
14908355|15685845.52
14337776|15679358.17
17537394|15679112.91
6502278|15675224.17
15187226|15673471.82
13534584|15668818.12
16198412|15666618.57
1922472|15666453.84
19814474|15661563.54
17428528|15659873.91
6061559|15653569.20
2763297|15642630.23
10494357|15641309.50
8513289|15635491.52
13082821|15634847.25
5638712|15634488.00
6678824|15633821.16
18604855|15631502.08
12106384|15626006.05
9503520|15623727.36
1057369|15621920.94
3024919|15619410.86
18382355|15617428.75
4092429|15617264.13
14976674|15608739.96
10128787|15607984.89
14376362|15604398.84
14823306|15604182.52
17287040|15603875.75
15549568|15603663.95
11888081|15600344.76
8984016|15599190.98
9229761|15592471.75
16368408|15591981.82
518688|15587640.41
17345230|15585812.82
15667138|15584853.01
1149203|15583777.36
18110498|15582708.43
19678468|15581665.70
14838524|15581264.44
734552|15577783.46
8273207|15570160.27
13212050|15565779.76
18322826|15556083.60
17413033|15555204.87
1610104|15554712.44
12195196|15553433.52
867048|15552763.56
3497350|15551536.28
15960956|15551114.86
11781111|15549696.41
7485997|15548694.32
12524206|15547720.99
1425841|15544260.18
1354621|15543561.41
19998895|15538159.60
13123403|15535215.07
12534044|15534322.06
15204126|15533819.06
15259013|15531083.63
12623530|15527959.20
4116042|15525632.60
1056093|15525613.42
3375164|15524430.19
228727|15522484.25
1354872|15518411.70
829781|15515680.56
6492651|15512802.20
3463352|15510115.94
4180233|15509546.22
17833772|15506871.52
5396487|15506139.97
2304164|15501860.01
3790766|15501345.13
16951174|15498150.03
10268258|15495774.00
18293062|15493591.70
3734082|15492335.60
17041746|15486189.40
5831887|15483698.12
4133759|15483499.09
15939546|15483437.26
15888796|15481538.20
12506348|15480122.89
5958649|15477250.49
15789194|15476379.46
359600|15473681.23
11675891|15472930.61
4255512|15469217.87
14135594|15466481.10
10478197|15466243.79
11683488|15464974.44
13728451|15463655.81
1857037|15463286.44
2647312|15462122.72
9003288|15460778.80
17792649|15455668.82
3832912|15455432.16
2122801|15455021.71
4931793|15454075.48
5301596|15452434.74
11807976|15451305.41
10622985|15450911.56
1926718|15446925.86
4602164|15445925.54
9353117|15441496.35
4774280|15439707.70
10132527|15433935.43
13614527|15433043.37
13025270|15432040.95
19699911|15428232.45
149720|15424807.34
10878863|15418566.98
1610513|15415415.91
18770066|15415135.23
17730877|15411381.97
15931154|15409643.63
18409723|15406585.25
13565232|15401515.53
16818234|15400529.33
16086889|15399135.58
1744912|15398711.51
15121216|15396664.36
9730459|15384143.11
12880250|15382651.35
1551886|15377285.55
757132|15375618.46
8451442|15373744.44
13589363|15373585.06
7774096|15373017.21
19559204|15372269.21
7964602|15370143.42
18723063|15368335.25
10824156|15361020.54
6392600|15358575.42
111449|15358366.65
8689531|15351009.19
15624667|15346837.85
12346273|15346762.86
10596247|15346184.50
13348361|15341846.54
5186502|15337400.02
9245811|15336931.18
17454516|15336478.07
730270|15336440.51
6739891|15332778.28
15902433|15332088.25
3884142|15323516.21
14221459|15321749.52
13357183|15321491.68
8172794|15319020.48
18508517|15318401.70
14581902|15316030.37
19779389|15315488.10
14763605|15313735.30
11455412|15313146.14
8985019|15313044.69
5801186|15310921.43
8814447|15310092.72
1706947|15305955.30
3700068|15304621.84
3030083|15304188.20
18622496|15303650.84
11325069|15302972.14
3331602|15301089.91
16784028|15297951.24
2078955|15297853.10
13894656|15296342.66
9996799|15290974.40
12410753|15290673.47
9715017|15289936.36
9206172|15288905.28
1156159|15287650.74
7030623|15287314.01
2402459|15285987.66
5876810|15284807.14
16020858|15284038.35
2478253|15283317.59
9184998|15282068.90
10216894|15281575.00
9828396|15280880.03
14703050|15278740.35
2740378|15277574.62
17453282|15276419.84
19055430|15268393.31
1346348|15265380.51
19005198|15263547.96
11949067|15261645.66
17119747|15260960.40
7124190|15260172.52
9758541|15258407.04
18419092|15253994.58
9402929|15253324.93
2437692|15252045.86
16988594|15251540.99
2644738|15250978.28
10693039|15248605.24
6422649|15246248.62
12495545|15241855.79
5724643|15241791.19
15243323|15241298.08
15700380|15240309.61
13816615|15236450.50
17206547|15233947.03
4507125|15230296.01
9220526|15227591.44
4550275|15227250.74
317678|15227243.82
3933775|15227146.18
691036|15226318.68
10841691|15218812.54
15582939|15216071.23
1991418|15215502.28
5901498|15213968.47
14625231|15211313.46
17127874|15206830.00
19764886|15204468.99
12182536|15203902.54
271838|15203264.38
7534385|15200265.60
10015655|15198233.49
16065775|15197462.82
14919189|15194239.94
18075792|15191393.40
15260589|15191280.01
10897650|15190828.35
7901685|15190267.81
15852065|15190053.26
17001303|15189066.76
11013183|15188759.00
9343524|15187190.39
19083781|15183373.18
693075|15183140.86
12097785|15182767.98
4196143|15181190.28
1714601|15180259.60
13189790|15178718.85
14088192|15177830.65
1861103|15176551.72
16238631|15175541.12
16237431|15175341.79
13276372|15174109.89
5328386|15173926.99
3317396|15171195.08
8982122|15168214.71
15646915|15168170.17
1411419|15167888.71
15208415|15163670.25
12508432|15159352.12
14901484|15157262.68
6446029|15152041.56
17030233|15149943.16
11957684|15146326.37
11111094|15143293.60
3274260|15143225.23
14907683|15139249.52
13497519|15136774.28
18316297|15134522.60
8428842|15134333.01
11490764|15132010.10
2345730|15130621.86
15908204|15126798.76
10544813|15126587.52
18771762|15121295.66
5563776|15121079.89
8826219|15117717.20
18326593|15110829.40
1534562|15108980.42
14622089|15108587.76
10605580|15108389.12
18878847|15108194.36
5278206|15104534.66
18999881|15104363.12
2387548|15103421.40
14223743|15102823.87
4411816|15102192.57
12472775|15098428.05
711069|15096999.81
17181709|15095994.64
9679573|15094766.25
19999535|15093852.67
405718|15088603.67
4713550|15087589.42
14790146|15082927.10
16246549|15081811.69
10069050|15080584.74
2055961|15079195.97
5415710|15078538.28
1696595|15078073.14
1224222|15077042.59
4389364|15076494.75
24770|15075564.87
132893|15075342.70
5012538|15075115.11
3380475|15073696.58
5822958|15071111.15
16643250|15070162.41
4343063|15066349.78
8801382|15066261.26
5256773|15065147.22
4960038|15064982.61
4404249|15063535.81
8794957|15059628.35
1072992|15058486.56
6590541|15057944.60
12371694|15056212.42
15459514|15054674.48
987083|15051943.82
3016863|15051589.02
14895333|15047558.94
337984|15047163.91
17636912|15046036.25
12396601|15045489.06
3451471|15044984.86
11102223|15043814.65
12237126|15043317.75
7560717|15043273.68
5635555|15040576.24
11181938|15040366.77
14347499|15038972.39
16352229|15038594.38
13362262|15036993.70
13177211|15034481.69
17177701|15032930.40
5357639|15032002.60
3867818|15031472.00
2322404|15030935.95
2670923|15030588.29
1566633|15029774.09
380018|15022105.19
8355837|15020456.46
9106516|15020368.14
19250291|15019439.43
13959565|15016990.20
6054790|15015047.65
7970806|15014084.30
19452905|15013806.56
10524798|15013773.52
15823966|15010969.00
12601463|15009683.90
11304583|15008202.73
3354619|15003210.72
14027737|15001649.37
17479648|14999955.56
17802967|14999545.80
10171486|14998729.67
14649149|14995260.42
16498138|14991282.46
3128978|14989937.79
16134285|14989577.90
7175573|14988171.18
13860929|14987797.28
4732152|14985899.53
5287659|14982140.88
2209650|14980589.88
19871782|14978151.28
13039881|14976923.35
10601745|14976859.68
5770321|14975435.37
10518785|14975133.62
5229938|14972627.16
366254|14972240.80
3567276|14969784.36
8863858|14969353.64
17833115|14967948.69
306821|14966134.89
8946222|14964975.55
8950742|14958895.78
2189171|14958140.90
2720958|14954941.86
2708385|14954202.65
9600624|14952246.20
2885040|14951745.01
1393214|14949512.38
14100202|14946169.05
3122499|14946147.54
15832510|14945962.20
10179963|14945567.49
14768494|14945556.05
7354952|14945555.45
2672605|14944787.39
1022432|14942798.08
13265375|14941901.48
3080908|14939537.13
6518237|14936983.84
18883595|14933422.70
12619467|14928312.45
14998973|14928063.21
10484698|14927664.30
11731650|14925942.96
11751092|14920300.32
8543038|14916460.50
5546592|14913513.67
5717127|14911241.98
7709153|14910906.00
15097674|14908869.39
2340952|14907745.17
18138775|14903327.57
15724006|14902505.40
5973347|14901517.56
17598423|14898073.81
16952450|14895506.31
2393616|14894830.68
4097709|14893183.46
2115949|14892157.17
18506841|14891568.57
13870919|14891150.16
10524552|14889139.20
6573105|14888510.84
19484851|14885810.42
7050390|14884235.88
13324805|14878620.75
16008496|14878247.73
19452930|14876936.92
4743469|14876614.65
13530424|14868925.35
7089729|14868487.51
6960082|14863968.10
11846510|14863144.63
6426658|14862438.26
2029894|14859646.41
17692640|14859266.56
5781736|14854420.41
19959526|14853833.43
8041741|14852769.98
18722064|14851328.39
1334104|14846913.24
18547732|14846713.28
14259503|14845900.24
10014826|14843907.53
4937791|14843602.42
2907058|14842605.10
12086904|14841530.49
14466360|14841125.85
4533143|14840989.47
14148024|14840572.44
15720387|14838800.13
6430334|14837736.77
15888591|14836791.00
8065269|14832648.39
8320027|14832024.04
18832393|14831238.94
18370560|14830751.31
19213605|14830691.68
13979433|14828734.55
3514899|14828219.84
10182662|14825489.37
18020980|14824943.68
9659192|14824554.21
13461179|14819592.26
5295687|14810995.79
8788071|14810608.33
14536521|14808554.96
8989625|14807400.70
13378998|14807162.05
5527508|14804626.77
5415252|14804173.07
1653566|14803633.93
15594412|14802537.10
2377233|14800313.50
12888258|14797892.76
8078185|14796749.34
3145561|14795061.52
7747701|14791599.42
2596723|14791158.22
1873497|14789476.74
7668650|14786893.76
5442863|14786152.61
17580448|14785252.68
5074943|14782822.94
4800595|14780679.97
3999532|14780474.92
11256677|14779999.68
6127716|14778014.18
4450205|14776172.00
1472196|14774187.48
11284152|14772945.50
11355336|14772785.43
2991971|14772233.97
1470744|14771943.52
12367408|14771774.72
6822116|14770746.75
14240614|14765641.99
2803773|14765479.87
13028509|14762182.32
13929758|14761599.34
10001435|14755331.87
12836341|14755068.75
6802765|14753654.51
17533693|14751715.56
19994569|14749386.78
15192741|14747571.02
6725669|14746635.95
8530441|14744194.11
16633374|14739818.42
2689744|14739534.11
8518500|14739275.35
1532857|14737210.90
2121665|14736409.12
12521433|14734730.93
9461060|14732696.04
611291|14730999.04
6079483|14730689.24
8843307|14729420.94
15656005|14728869.73
2981313|14726926.38
12810858|14726684.76
12714974|14725578.02
745820|14723033.92
2330699|14719890.06
14478167|14719033.98
10647679|14717285.01
9548683|14717215.60
17271768|14713789.41
6743743|14712865.81
15502376|14711440.66
18432923|14711343.76
8425194|14710012.53
2801186|14709710.44
9906078|14708515.28
17710617|14708348.85
3111911|14706086.84
18856113|14703619.92
8526465|14700523.78
1191031|14699616.21
17260442|14699337.00
296734|14694649.92
8053977|14694493.95
13158349|14692300.32
6876082|14691236.03
10461867|14690976.02
7368965|14690701.18
11144633|14690420.19
9843215|14689050.41
13276221|14687644.46
15249909|14687198.57
10821396|14686842.84
10369757|14686315.30
3050835|14684755.53
14624622|14684135.72
17737977|14683868.50
9198156|14683775.81
6527586|14683335.28
17803996|14683145.20
7564367|14683018.56
1783582|14681832.39
17260700|14679916.20
16678661|14677805.82
5602269|14676392.92
2348787|14675203.17
7448662|14674705.16
14019850|14673551.18
2672932|14670677.17
15857461|14670665.65
10332256|14670220.62
11497284|14669675.72
17870441|14669520.21
7386748|14668400.86
19268271|14667026.11
19851572|14666253.68
5099243|14663356.88
12855445|14662959.50
6180234|14662083.20
15278186|14661610.38
19652482|14661190.06
9891043|14659527.14
4279487|14655586.60
6784247|14655333.98
15631345|14650526.10
17815750|14649113.90
11966694|14648878.43
13609874|14646893.16
19639035|14646583.35
8838992|14644570.52
16011205|14638383.12
3127525|14636633.87
1222435|14636380.50
8951726|14633121.44
8073909|14631085.02
15179482|14630490.28
17601114|14630444.52
1475622|14630420.71
15953289|14625336.54
14452644|14624663.72
3940152|14624043.14
15397871|14623465.20
9874246|14619836.67
6436918|14619529.82
4178537|14619369.03
3919495|14618298.53
10876800|14618081.62
12064451|14612202.66
18526572|14611071.54
19331139|14607518.76
11820295|14607271.85
2601308|14606433.60
10568319|14605951.86
6835620|14605465.14
15427840|14604434.86
6265740|14603907.22
2543948|14603069.79
13004674|14599460.67
6186168|14598221.67
1361900|14597874.67
2964226|14597075.60
19421339|14596856.82
5934592|14596685.38
3030090|14592883.50
2978607|14591700.21
5226845|14591578.99
1103330|14591374.56
10569962|14589795.26
13495554|14588126.07
8615737|14586535.39
3327167|14586345.87
8838048|14586217.03
12491098|14585621.16
6556073|14584994.81
9776025|14584777.37
9808569|14583666.70
13036478|14580279.63
15699701|14579844.16
12026673|14579769.85
12571781|14577240.33
7414805|14576677.96
14000232|14575066.41
10586761|14574814.30
6858061|14573909.78
17119288|14573566.62
17369828|14573469.01
17678630|14573006.49
9128079|14572954.38
3909538|14572529.62
9014627|14570917.24
10137554|14569343.90
18614288|14567957.44
11813216|14566759.52
5666857|14562853.24
10930240|14562141.66
9734242|14560699.41
14092022|14558724.00
14308867|14558386.30
4842636|14558331.30
9155757|14554684.28
2489649|14553581.20
13196585|14552524.84
10430185|14551489.05
19547186|14550445.61
1977491|14549281.32
15151788|14544390.08
11868841|14540167.82
6122625|14540061.98
6886546|14539690.97
580452|14539608.78
18110357|14536657.73
7918498|14535781.94
19704346|14534612.61
17831886|14534395.72
7082318|14533938.54
8350616|14532350.69
7674957|14532327.78
8809047|14530407.69
12152914|14530316.21
2416359|14528463.54
908121|14527972.92
3521100|14526571.38
13523043|14525713.27
15983603|14524249.28
6967132|14522218.33
16807143|14519070.53
17488081|14518646.46
11699404|14518487.97
15961262|14516456.24
14278570|14515704.96
12026028|14515124.58
13075238|14510465.86
13924140|14508156.21
12451556|14507727.16
10333458|14504414.09
19852657|14503089.02
19681671|14501414.41
8318942|14499648.84
15872648|14498332.52
18482305|14494952.22
12636058|14493314.76
13539990|14492145.60
13867916|14491920.11
6292626|14491776.80
6268231|14491316.38
5947636|14490628.88
11207572|14490257.72
10747947|14490037.28
14284569|14489735.57
16605238|14488572.88
13836771|14487265.48
13876968|14487248.28
13694434|14486328.02
11102091|14485955.98
12723498|14483787.06
736044|14483014.07
18040105|14482503.99
12547966|14480112.45
8115379|14477841.32
6712563|14475200.79
3569866|14472860.78
1831707|14471845.28
16019741|14470865.55
15082817|14467555.14
10478009|14467389.92
12484191|14465719.48
6892634|14464250.24
14878772|14460944.10
9683929|14458295.24
17458099|14456002.23
16306588|14453229.60
13269569|14450883.91
5097304|14450777.30
9636280|14450748.93
7386019|14447716.52
5700950|14447087.57
4829117|14446652.48
15332229|14446498.36
19708110|14445724.44
13337058|14445474.84
3628272|14442925.59
6378847|14442337.79
6020970|14442218.56
7767877|14440994.88
1582821|14439228.16
17351097|14438955.08
16225129|14438143.74
5625895|14436855.72
10073688|14436498.42
13771617|14436074.58
9483556|14435779.14
16289322|14433616.23
11850406|14432091.52
13570096|14431942.98
5809457|14431775.12
8775179|14430432.07
7779787|14429456.40
13991752|14428891.32
11948253|14428423.62
1954017|14425379.97
18309868|14424993.05
6906834|14423901.84
10693455|14422832.73
14900696|14422728.27
17937106|14420233.83
17954790|14415290.04
17104882|14414916.96
4830236|14414171.72
8604561|14410410.83
3297020|14409445.40
11246591|14408264.20
15649285|14407850.08
6283878|14407451.89
6685529|14405170.55
14431760|14404810.88
19563174|14404489.72
19312208|14403245.80
1616181|14401553.63
4394047|14401363.09
5007937|14401202.70
11934099|14398213.30
5636410|14398126.36
7140226|14397708.60
17461051|14397660.80
13191229|14394848.61
15642137|14394333.80
9224124|14393286.59
1610780|14392851.72
396227|14389341.68
7269616|14385616.57
16565981|14382676.36
14334371|14378684.30
10136262|14377259.35
11210697|14372669.20
19844325|14370376.51
15972082|14369279.40
16759405|14368072.90
6840168|14366868.08
2701724|14366657.32
16273941|14365004.24
2955725|14362713.56
10091631|14362489.68
19176443|14362157.04
6258251|14361999.84
13288047|14360218.94
9400911|14359513.19
13602887|14355504.32
1433759|14355243.43
6761677|14353828.35
17112011|14351913.92
1704785|14350982.23
5975612|14350326.87
18114133|14350087.60
8496842|14349634.09
18093315|14349563.24
1863689|14344822.54
8147857|14344747.72
12246278|14344003.41
11173186|14343922.31
11317313|14342106.78
2569070|14339522.62
13480118|14338984.28
1460331|14338896.95
15428984|14336653.06
19715712|14335811.08
3269282|14334582.18
15318337|14333559.37
17099885|14333412.45
3141871|14331604.02
7342186|14328948.91
15907748|14327454.17
11668842|14324560.10
2974225|14324111.68
1179995|14323218.96
16351355|14322019.33
4136923|14321065.04
9047887|14320963.07
13093760|14319404.92
7649275|14317747.84
13873812|14315764.86
7747998|14315610.07
11338491|14312210.80
10797924|14311868.86
11159542|14310738.61
3798952|14308244.65
18671342|14305245.66
5595963|14302772.39
6179967|14301643.56
6665672|14300924.42
15107476|14300830.53
1048121|14299852.32
17323016|14299475.16
16383358|14297632.42
3463956|14296526.63
16602332|14295147.18
16159160|14294880.88
12341692|14291563.80
11109837|14290510.58
413131|14285125.75
6631357|14285059.39
2068870|14283182.61
16097453|14279545.80
13857355|14277156.48
19831028|14276530.08
14993890|14275428.44
7674102|14274530.08
3402780|14274395.61
10146098|14271791.16
19497820|14268956.62
7139598|14266871.34
2756923|14264974.56
10617000|14262374.18
17985590|14262011.50
969827|14261753.42
13925347|14261236.94
10283150|14261053.88
16819843|14261031.01
6231227|14260745.52
14462905|14260468.80
13097421|14258821.09
19091474|14258363.64
5216373|14257068.66
16893201|14255536.56
15839486|14255393.59
19432426|14255253.92
1513857|14254878.00
16159666|14253944.31
10845278|14253794.50
4403016|14252876.76
19002227|14252082.31
1639581|14249349.87
8753131|14248724.82
11796701|14248318.00
11729827|14247860.29
5255842|14247766.36
1665554|14247762.35
11797650|14246927.64
848627|14245966.11
7146734|14245276.44
15433420|14244767.82
195731|14244094.54
16602586|14242227.00
7097675|14240897.39
1727082|14240811.68
996951|14240174.56
1642788|14236514.18
15655530|14232950.41
3050624|14231962.51
16068437|14229803.47
75980|14227872.57
7242059|14226873.94
3554805|14226816.10
17665364|14226182.25
8023243|14225741.20
1784125|14225561.63
10459570|14225238.25
1355237|14223857.36
15266935|14223508.93
7187097|14223206.99
4059816|14221852.15
1215139|14221361.82
14009489|14220691.68
321415|14220674.14
10538107|14220328.58
17790738|14219612.53
258822|14218046.04
6954504|14217981.22
6025875|14217700.46
19327338|14217618.28
6031820|14217328.92
1828082|14215530.32
14318306|14213904.38
8950363|14213001.07
19270042|14211258.29
17386996|14210178.14
12334756|14206533.05
15298709|14206401.12
19392633|14204867.90
7761273|14204643.12
8079638|14204034.44
5119484|14200175.24
15414275|14199313.08
19171640|14199194.56
16189920|14197238.44
10397881|14195355.44
14921126|14189605.58
6194563|14187936.30
8285237|14187269.74
1616166|14185833.88
5859113|14184999.25
14433905|14184222.53
13815574|14182813.36
4380713|14182460.52
5675513|14181091.31
5986441|14180448.56
9111022|14180094.04
