channel|id|sales|returns_|profit
catalog channel|catalog_pageAAAAAAAABMLBAAAA|1262819.99|42618.57|-178104.11
catalog channel|catalog_pageAAAAAAAABMPBAAAA|243814.81|14046.70|-58797.19
catalog channel|catalog_pageAAAAAAAABNACAAAA|295039.69|6783.62|-35230.95
catalog channel|catalog_pageAAAAAAAABNLBAAAA|1139004.50|77919.28|-172432.97
catalog channel|catalog_pageAAAAAAAABNPBAAAA|255273.40|23754.47|2777.68
catalog channel|catalog_pageAAAAAAAABOACAAAA|309287.91|38427.05|-53358.22
catalog channel|catalog_pageAAAAAAAABOLBAAAA|1150770.55|60711.99|-181225.55
catalog channel|catalog_pageAAAAAAAABOPBAAAA|330626.97|4303.11|-9767.64
catalog channel|catalog_pageAAAAAAAABPACAAAA|314812.70|21724.76|-66519.61
catalog channel|catalog_pageAAAAAAAABPLBAAAA|561518.66|13022.86|-93975.13
catalog channel|catalog_pageAAAAAAAABPPBAAAA|240719.88|5904.98|-30381.90
catalog channel|catalog_pageAAAAAAAACAACAAAA|216985.46|24305.45|-36841.59
catalog channel|catalog_pageAAAAAAAACABCAAAA|339853.00|14489.02|-31027.78
catalog channel|catalog_pageAAAAAAAACAMBAAAA|667313.41|19365.02|-31121.78
catalog channel|catalog_pageAAAAAAAACBACAAAA|253571.03|3905.27|-30655.52
