channel|id|sales|returns_|profit
catalog channel|catalog_pageAAAAAAAAADOAAAAA|0.00|16276.44|-10222.26
catalog channel|catalog_pageAAAAAAAAADOBAAAA|0.00|19542.68|-14697.36
catalog channel|catalog_pageAAAAAAAAADPBAAAA|0.00|8197.75|-4407.67
catalog channel|catalog_pageAAAAAAAAAEACAAAA|4699069.90|238.92|-479664.41
catalog channel|catalog_pageAAAAAAAAAELBAAAA|10467773.78|70193.08|-1155783.06
catalog channel|catalog_pageAAAAAAAAAEMBAAAA|5222899.03|34292.73|-512844.47
catalog channel|catalog_pageAAAAAAAAAENBAAAA|0.00|14280.28|-7013.93
catalog channel|catalog_pageAAAAAAAAAEOAAAAA|0.00|15505.51|-8764.61
catalog channel|catalog_pageAAAAAAAAAEOBAAAA|0.00|22978.80|-9703.24
catalog channel|catalog_pageAAAAAAAAAEPBAAAA|0.00|9988.75|-6302.44
catalog channel|catalog_pageAAAAAAAAAFACAAAA|4993230.61|172.53|-660473.16
catalog channel|catalog_pageAAAAAAAAAFFBAAAA|0.00|15524.89|-7781.73
catalog channel|catalog_pageAAAAAAAAAFLBAAAA|10505803.58|92440.01|-1137376.04
catalog channel|catalog_pageAAAAAAAAAFMBAAAA|5213275.93|45576.62|-482899.96
catalog channel|catalog_pageAAAAAAAAAFNBAAAA|0.00|22531.49|-12429.80
catalog channel|catalog_pageAAAAAAAAAFOAAAAA|0.00|21541.81|-11959.87
catalog channel|catalog_pageAAAAAAAAAFOBAAAA|0.00|17843.97|-11827.10
catalog channel|catalog_pageAAAAAAAAAFPBAAAA|0.00|9207.78|-4999.26
catalog channel|catalog_pageAAAAAAAAAGACAAAA|402821.58|0.00|-17316.53
catalog channel|catalog_pageAAAAAAAAAGFBAAAA|0.00|5219.70|-1558.32
catalog channel|catalog_pageAAAAAAAAAGLBAAAA|10279534.40|81080.73|-1086626.97
catalog channel|catalog_pageAAAAAAAAAGMBAAAA|5207863.13|29747.98|-484925.56
catalog channel|catalog_pageAAAAAAAAAGNBAAAA|0.00|18715.37|-12663.27
catalog channel|catalog_pageAAAAAAAAAGOAAAAA|0.00|19899.18|-11303.11
catalog channel|catalog_pageAAAAAAAAAGOBAAAA|0.00|9935.03|-7188.26
catalog channel|catalog_pageAAAAAAAAAGPBAAAA|0.00|10987.73|-4946.35
catalog channel|catalog_pageAAAAAAAAAHABAAAA|0.00|460.04|-439.65
catalog channel|catalog_pageAAAAAAAAAHACAAAA|418484.55|0.00|266.60
catalog channel|catalog_pageAAAAAAAAAHFBAAAA|0.00|12785.57|-9046.97
catalog channel|catalog_pageAAAAAAAAAHLBAAAA|10167592.26|121884.64|-1001148.02
catalog channel|catalog_pageAAAAAAAAAHMBAAAA|5291261.67|34784.72|-569629.46
catalog channel|catalog_pageAAAAAAAAAHNBAAAA|0.00|25191.44|-8717.68
catalog channel|catalog_pageAAAAAAAAAHOAAAAA|0.00|19353.27|-15615.44
catalog channel|catalog_pageAAAAAAAAAHOBAAAA|0.00|12803.81|-6220.92
catalog channel|catalog_pageAAAAAAAAAHPAAAAA|0.00|4124.04|-3930.77
catalog channel|catalog_pageAAAAAAAAAHPBAAAA|0.00|7932.32|-5129.90
catalog channel|catalog_pageAAAAAAAAAIACAAAA|420555.11|0.00|-45080.03
catalog channel|catalog_pageAAAAAAAAAIFBAAAA|0.00|3746.01|-1948.89
catalog channel|catalog_pageAAAAAAAAAIKBAAAA|0.00|273444.14|-153475.87
catalog channel|catalog_pageAAAAAAAAAILBAAAA|10859711.58|95499.30|-1033031.73
catalog channel|catalog_pageAAAAAAAAAIMBAAAA|5163386.53|33534.73|-622955.59
catalog channel|catalog_pageAAAAAAAAAINBAAAA|0.00|16856.96|-15808.46
catalog channel|catalog_pageAAAAAAAAAIOAAAAA|0.00|8072.69|-7300.08
catalog channel|catalog_pageAAAAAAAAAIOBAAAA|0.00|14804.16|-15676.01
catalog channel|catalog_pageAAAAAAAAAIPAAAAA|0.00|6559.28|-5682.09
catalog channel|catalog_pageAAAAAAAAAIPBAAAA|0.00|13704.31|-5146.09
catalog channel|catalog_pageAAAAAAAAAJACAAAA|421426.26|0.00|16555.60
catalog channel|catalog_pageAAAAAAAAAJFBAAAA|0.00|3766.94|-3360.19
catalog channel|catalog_pageAAAAAAAAAJKBAAAA|0.00|274066.50|-148277.80
catalog channel|catalog_pageAAAAAAAAAJLBAAAA|10273132.17|94457.97|-1390442.06
catalog channel|catalog_pageAAAAAAAAAJMBAAAA|5307941.10|42401.01|-438378.20
catalog channel|catalog_pageAAAAAAAAAJNBAAAA|0.00|30920.72|-13823.86
catalog channel|catalog_pageAAAAAAAAAJOAAAAA|0.00|12922.80|-13284.48
catalog channel|catalog_pageAAAAAAAAAJOBAAAA|0.00|30870.24|-13604.86
catalog channel|catalog_pageAAAAAAAAAJPAAAAA|0.00|11230.91|-11559.95
catalog channel|catalog_pageAAAAAAAAAJPBAAAA|0.00|7295.56|-5615.57
catalog channel|catalog_pageAAAAAAAAAKABAAAA|0.00|1593.00|-268.99
catalog channel|catalog_pageAAAAAAAAAKACAAAA|346356.12|0.00|-27805.52
catalog channel|catalog_pageAAAAAAAAAKFBAAAA|0.00|596.26|-1822.45
catalog channel|catalog_pageAAAAAAAAAKKBAAAA|0.00|340646.59|-190780.37
catalog channel|catalog_pageAAAAAAAAAKLBAAAA|10430929.46|91694.54|-776991.16
catalog channel|catalog_pageAAAAAAAAAKMBAAAA|5373781.32|40962.40|-335171.59
catalog channel|catalog_pageAAAAAAAAAKNBAAAA|0.00|16178.83|-12529.44
catalog channel|catalog_pageAAAAAAAAAKOAAAAA|0.00|17000.70|-10551.48
catalog channel|catalog_pageAAAAAAAAAKOBAAAA|0.00|14408.56|-6234.15
catalog channel|catalog_pageAAAAAAAAAKPAAAAA|0.00|4122.30|-5617.47
