ss_sold_year|ss_item_sk|ss_customer_sk|ratio|store_qty|store_wholesale_cost|store_sales_price|other_chan_qty|other_chan_wholesale_cost|other_chan_sales_price
2000|917|1600829|0.21|9|50.76|17.25|42|32.48|87.59
2000|941|865956|1.55|73|89.55|22.65|47|32.59|37.41
2000|977|500176|4.17|100|46.18|27.94|24|63.92|100.40
2000|998|346218|1.22|71|11.03|4.40|58|44.89|19.61
2000|1045|749210|12.33|74|36.38|29.44|6|83.18|203.34
2000|1055|1673588|0.03|2|43.51|59.92|76|97.10|20.79
2000|1075|157856|0.87|65|98.71|122.41|75|49.24|14.32
2000|1081|952298|0.28|14|79.20|88.31|50|86.46|57.82
2000|1112|1633032|0.77|75|26.84|18.81|98|10.75|12.95
2000|1129|1107836|1.17|63|97.52|42.75|54|75.90|19.73
2000|1153|784975|1.11|84|36.41|0.69|76|77.28|66.21
2000|1153|1526801|0.76|31|30.53|29.86|41|72.32|44.28
2000|1163|1170545|0.94|32|31.79|58.23|34|29.83|0.59
2000|1165|599357|0.86|42|26.64|21.24|49|24.09|8.96
2000|1199|1977522|1.09|61|19.71|7.62|56|75.81|149.11
2000|1225|1986562|1.4|56|95.56|113.11|40|33.71|27.09
2000|1229|786399|0.52|44|84.51|55.65|85|83.59|79.57
2000|1237|1616338|6.57|92|48.99|38.96|14|25.80|37.73
2000|1238|662513|1.2|61|52.93|40.51|51|84.84|12.82
2000|1256|551912|0.33|32|99.47|4.61|97|46.58|77.17
2000|1265|32952|0.37|20|70.71|17.64|54|94.18|20.07
2000|1267|1366364|0.81|26|27.47|28.84|32|37.25|24.40
2000|1267|1750404|2.06|72|64.82|18.66|35|30.12|48.73
2000|1274|1322014|0.54|48|98.63|71.06|89|7.04|2.10
2000|1303|248922|2.5|50|22.92|1.22|20|86.33|84.44
2000|1334|507995|1.02|65|78.97|78.89|64|80.53|97.51
2000|1340|1179501|0.7|16|81.23|98.43|23|76.43|80.45
2000|1345|1060930|0.63|27|76.25|50.57|43|14.67|7.47
2000|1358|291353|7.3|73|7.62|8.67|10|58.47|60.50
2000|1399|1863142|0.97|60|60.61|34.31|62|5.74|5.88
2000|1448|1721676|1.21|80|85.78|142.83|66|98.80|11.11
2000|1459|684538|50.0|100|55.76|2.82|2|75.91|129.11
2000|1466|1477586|1.06|100|99.18|59.14|94|77.23|40.24
2000|1475|1718255|3.67|44|5.90|0.41|12|38.42|38.20
2000|1495|159948|0.16|4|90.21|47.22|25|40.23|26.15
2000|1507|860602|0.06|3|6.05|0.31|54|95.11|145.68
2000|1525|467234|1.17|81|52.35|3.45|69|96.60|102.41
2000|1532|681611|0.98|98|35.03|4.46|100|61.60|57.65
2000|1537|60519|0.95|61|3.51|0.03|64|88.79|20.90
2000|1556|731248|1.17|84|54.70|5.30|72|52.47|128.43
2000|1607|1563392|4.64|65|54.99|62.41|14|81.83|19.73
2000|1619|1826369|1.16|89|73.88|74.88|77|18.99|6.56
2000|1645|1166553|0.19|13|46.67|28.58|69|43.43|87.70
2000|1736|1479877|0.77|48|71.04|72.07|62|44.66|27.75
2000|1760|165373|1.42|74|50.19|65.04|52|38.56|18.28
2000|1775|1151633|0.54|14|84.07|29.28|26|21.64|32.36
2000|1801|1198591|0.94|60|80.76|64.60|64|45.85|76.83
2000|1813|1312040|0.33|27|15.80|12.56|82|97.62|38.21
2000|1814|1896469|4.0|48|8.08|6.07|12|57.15|37.57
2000|1867|442431|0.91|83|57.40|83.16|91|38.64|11.47
2000|1909|425500|2.85|97|93.08|35.47|34|79.43|67.95
2000|1964|808442|1.21|51|60.14|28.14|42|92.32|62.64
2000|1988|495299|1.96|55|23.09|42.08|28|31.89|8.51
2000|1988|635468|1.07|92|61.78|34.23|86|29.36|22.93
2000|2027|1297171|0.86|83|31.34|20.58|96|56.82|44.90
2000|2065|797897|0.14|11|11.46|10.28|81|63.50|65.83
2000|2150|347516|1.9|91|83.91|154.63|48|10.56|1.31
2000|2173|1669133|6.0|30|84.80|69.31|5|59.07|32.69
