i_item_id|ca_country|ca_state|ca_county|agg1|agg2|agg3|agg4|agg5|agg6|agg7
AAAAAAAAAAAHBAAA|United States|IN|Perry County|4.0|141.36|0.0|59.37|9.48|1977.0|6.0
AAAAAAAAAAAHBAAA|United States|IN|Vigo County|16.0|117.48|0.0|93.98|544.64|1933.0|0.0
AAAAAAAAAAAHBAAA|United States|IN|NULL|10.0|129.42|0.0|76.675|277.06|1955.0|3.0
AAAAAAAAAAAHBAAA|United States|OK|Pawnee County|86.0|66.81|0.0|14.69|-1421.58|1991.0|2.0
AAAAAAAAAAAHBAAA|United States|OK|NULL|86.0|66.81|0.0|14.69|-1421.58|1991.0|2.0
AAAAAAAAAAAHBAAA|United States|NULL|NULL|35.333333333333336|108.55|0.0|56.013333333333335|-289.1533333333333|1967.0|2.6666666666666665
AAAAAAAAAAAHBAAA|NULL|NULL|NULL|35.333333333333336|108.55|0.0|56.013333333333335|-289.1533333333333|1967.0|2.6666666666666665
AAAAAAAAAAAIAAAA|United States|VA|Franklin County|73.0|91.59|336.85|16.48|-4014.59|1992.0|2.0
AAAAAAAAAAAIAAAA|United States|VA|NULL|73.0|91.59|336.85|16.48|-4014.59|1992.0|2.0
AAAAAAAAAAAIAAAA|United States|NULL|NULL|73.0|91.59|336.85|16.48|-4014.59|1992.0|2.0
AAAAAAAAAAAIAAAA|NULL|NULL|NULL|73.0|91.59|336.85|16.48|-4014.59|1992.0|2.0
AAAAAAAAAAAICAAA|United States|IN|Franklin County|68.0|66.03|0.0|41.59|626.96|1981.0|1.0
AAAAAAAAAAAICAAA|United States|IN|Scott County|93.0|131.62|0.0|32.9|-2309.19|1968.0|5.0
AAAAAAAAAAAICAAA|United States|IN|NULL|80.5|98.825|0.0|37.245|-841.115|1974.5|3.0
AAAAAAAAAAAICAAA|United States|NULL|NULL|80.5|98.825|0.0|37.245|-841.115|1974.5|3.0
AAAAAAAAAAAICAAA|NULL|NULL|NULL|80.5|98.825|0.0|37.245|-841.115|1974.5|3.0
AAAAAAAAAAAJBAAA|United States|IN|Delaware County|60.0|231.48|0.0|18.51|-3745.8|1979.0|6.0
AAAAAAAAAAAJBAAA|United States|IN|Ohio County|82.0|189.63|0.0|73.95|-1412.04|1926.0|3.0
AAAAAAAAAAAJBAAA|United States|IN|NULL|71.0|210.555|0.0|46.23|-2578.92|1952.5|4.5
AAAAAAAAAAAJBAAA|United States|NULL|NULL|71.0|210.555|0.0|46.23|-2578.92|1952.5|4.5
AAAAAAAAAAAJBAAA|NULL|NULL|NULL|71.0|210.555|0.0|46.23|-2578.92|1952.5|4.5
AAAAAAAAAAAJCAAA|United States|IN|Elkhart County|60.0|103.34|0.0|25.83|-1783.8|1930.0|6.0
AAAAAAAAAAAJCAAA|United States|IN|NULL|60.0|103.34|0.0|25.83|-1783.8|1930.0|6.0
AAAAAAAAAAAJCAAA|United States|NULL|NULL|60.0|103.34|0.0|25.83|-1783.8|1930.0|6.0
AAAAAAAAAAAJCAAA|NULL|NULL|NULL|60.0|103.34|0.0|25.83|-1783.8|1930.0|6.0
AAAAAAAAAAAKAAAA|United States|IN|Blackford County|11.0|30.57|0.0|10.08|-184.14|1973.0|1.0
AAAAAAAAAAAKAAAA|United States|IN|NULL|11.0|30.57|0.0|10.08|-184.14|1973.0|1.0
AAAAAAAAAAAKAAAA|United States|NULL|NULL|11.0|30.57|0.0|10.08|-184.14|1973.0|1.0
AAAAAAAAAAAKAAAA|NULL|NULL|NULL|11.0|30.57|0.0|10.08|-184.14|1973.0|1.0
AAAAAAAAAAAMBAAA|United States|IN|De Kalb County|67.0|56.87|0.0|0.56|-2271.97|1979.0|3.0
AAAAAAAAAAAMBAAA|United States|IN|Hendricks County|33.0|6.98|0.0|2.09|-85.8|1954.0|4.0
AAAAAAAAAAAMBAAA|United States|IN|NULL|50.0|31.925|0.0|1.325|-1178.885|1966.5|3.5
AAAAAAAAAAAMBAAA|United States|MS|Bolivar County|29.0|181.15|947.68|148.54|1560.82|1930.0|4.0
