product_name|store_name|store_zip|b_street_number|b_street_name|b_city|b_zip|c_street_number|c_street_name|c_city|c_zip|cs1syear|cs1cnt|s11|s21|s31|s12|s22|s32|syear|cnt
ableeseablebarpri|ought|34136|653|Smith Elm|Mount Vernon|68482|24|Mill |Ashland|54244|1999|1|96.00|173.76|0.00|12.39|24.40|0.00|2000|1
ableeseablebarpri|pri|34136|920|15th Green|Golden|40411|975|Jackson Davis|Glendale|63951|1999|1|73.09|131.56|0.00|28.59|46.02|0.00|2000|1
ablen stn stbarpri|anti|73604|190|Williams |Greenwood|38828|571|Main |Cedar Grove|50411|1999|1|77.72|86.26|0.00|95.36|156.39|0.00|2000|1
ablen stn stbarpri|ation|31904|544|7th 2nd|Belmont|30191|NULL|2nd |Pleasant Valley|52477|1999|1|13.63|24.12|0.00|79.29|154.61|0.00|2000|1
ablen stn stbarpri|ation|51904|450|Walnut |Kingston|44975|389|Chestnut |Five Points|66098|1999|1|67.84|86.15|0.00|67.63|106.17|0.00|2000|1
ablen stn stbarpri|bar|38828|330|Tenth 3rd|Bethel|85281|888|Hill Oak|Lewis|77066|1999|1|97.97|121.48|0.00|32.66|63.03|0.00|2000|1
ablen stn stbarpri|cally|73604|504|Maple |Green Acres|57683|596|Oak |Union|88721|1999|1|90.53|123.12|0.00|46.21|79.94|0.00|2000|1
ablen stn stbarpri|n st|49231|805|Dogwood |Summit|60499|185|Hill |Oakwood|60169|1999|1|15.28|28.87|0.00|35.76|69.37|888.37|2000|1
ableoughtcallyationcallyought|able|55281|52|Dogwood Forest|NULL|59454|NULL|Elevnth |Sunnyside|91952|1999|1|54.05|83.23|2630.37|28.49|41.88|0.00|2000|1
ableoughtcallyationcallyought|able|39843|250|Mill Mill|Greenville|91387|974|Second |Summit|50499|1999|1|68.35|100.47|0.00|36.69|37.79|2040.35|2000|1
ableoughtcallyationcallyought|able|45709|542|Elm |Hopewell|50587|218|Church |Union|48721|1999|1|75.04|97.55|0.00|91.50|129.93|0.00|2000|1
ableoughtcallyationcallyought|anti|35281|124|Center |Price|53824|28|2nd |Oak Grove|28370|1999|1|12.78|13.80|10.26|66.65|97.30|0.00|2000|1
ableoughtcallyationcallyought|bar|69231|897|Maple 5th|Union Hill|37746|566|1st |Oak Grove|58370|1999|1|20.44|29.43|0.00|68.23|129.63|881.45|2000|1
ableoughtcallyationcallyought|bar|69231|897|Maple 5th|Union Hill|37746|566|1st |Oak Grove|58370|1999|1|20.44|29.43|0.00|98.35|110.15|0.00|2000|1
ableoughtcallyationcallyought|cally|29843|266|South Sunset|Summit|70499|113|8th Mill|Mount Pleasant|02533|1999|1|71.06|108.01|654.54|58.30|97.36|2909.11|2000|1
ableoughtprieseation|able|45709|244|West 4th|Harmony|75804|394|Oak |Belmont|80191|1999|1|50.76|72.58|2621.58|63.60|111.30|483.82|2000|1
ableoughtprieseation|able|45709|948|Johnson Jefferson|Lewis|47066|440|Pine |Belmont|40191|1999|1|61.06|117.84|0.00|63.60|111.30|483.82|2000|1
ableoughtprieseation|bar|33604|102|3rd Central|Crossroads|60534|207|West |Rockwood|31545|1999|1|32.44|58.71|481.80|94.11|143.04|0.00|2000|1
ableoughtprieseation|bar|33604|909|Third |Oak Hill|27838|803|7th 5th|Maple Grove|38252|1999|1|70.91|74.45|0.00|94.11|143.04|0.00|2000|1
ableoughtprieseation|bar|33604|440|2nd |Mount Zion|68054|367|Chestnut Jefferson|Lakeside|29532|1999|1|92.56|147.17|809.25|94.11|143.04|0.00|2000|1
ableoughtprieseation|bar|59431|NULL|Oak |Newport|41521|892|Johnson Church|Woodville|54289|1999|1|96.40|116.64|0.00|8.07|12.58|0.00|2000|1
ableoughtprieseation|cally|34136|987|Jefferson West|Lakewood|58877|234|Wilson Johnson|Walnut Grove|77752|1999|1|93.38|151.27|0.00|1.53|1.94|0.00|2000|1
ableoughtprieseation|eing|39231|546|Jackson |Forest Hills|79237|165|Broadway |Red Hill|74338|1999|1|16.06|31.47|0.00|13.03|23.71|0.00|2000|1
ableoughtprieseation|eing|39231|546|Jackson |Forest Hills|79237|165|Broadway |Red Hill|74338|1999|1|16.06|31.47|0.00|57.70|60.58|0.00|2000|1
ableoughtprieseation|eing|39231|546|Jackson |Forest Hills|79237|165|Broadway |Red Hill|74338|1999|1|16.06|31.47|0.00|59.26|105.48|4823.62|2000|1
ableoughtprieseation|eing|39231|546|Jackson |Forest Hills|79237|165|Broadway |Red Hill|74338|1999|1|16.06|31.47|0.00|63.56|79.45|0.00|2000|1
ableoughtprieseation|eing|39231|546|Jackson |Forest Hills|79237|165|Broadway |Red Hill|74338|1999|1|16.06|31.47|0.00|91.68|98.09|0.00|2000|1
ableoughtprieseation|eing|21933|849|Jackson Lakeview|Pleasant Grove|84136|495|Wilson 3rd|Glendale|73951|1999|1|97.70|177.81|0.00|22.38|42.29|0.00|2000|1
ableoughtprieseation|ese|58721|125|Meadow Walnut|Woodville|44289|359|Railroad |Clifton|38014|1999|1|30.22|46.84|0.00|78.06|125.67|0.00|2000|1
ableoughtprieseation|ese|38828|56|1st View|Union Hill|77746|167|6th Green|Woodlawn|64098|1999|1|36.78|57.37|0.00|31.96|46.02|0.00|2000|1
ableoughtprieseation|ese|35281|705|North Ridge|White Oak|66668|820|View 6th|Riverdale|49391|1999|1|85.51|119.71|0.00|98.97|176.16|0.00|2000|1
ableoughtprieseation|ese|58721|973|15th |Lebanon|52898|946|Smith |Five Forks|32293|1999|1|91.37|176.34|12.06|78.06|125.67|0.00|2000|1
ableoughtprieseation|n st|73604|910|Hickory 2nd|Lebanon|42898|202|Johnson |Bethel|45281|1999|1|50.57|95.57|0.00|99.93|171.87|0.00|2000|1
ableoughtprieseation|ought|30059|847|River |Greenfield|55038|727|11th Oak|Pittsburg|94004|1999|1|41.45|72.95|0.00|47.23|87.84|0.00|2000|1
antiantiantioughtpri|able|45709|306|Maple |Clifford|58164|434|Church |Greenwood|38828|1999|1|27.10|49.32|0.00|65.33|88.84|0.00|2000|1
antiantiantioughtpri|able|45709|306|Maple |Clifford|58164|434|Church |Greenwood|38828|1999|1|27.10|49.32|0.00|85.54|159.95|250.79|2000|1
antiantiantioughtpri|able|38721|462|Green Oak|Walnut Grove|67752|917|9th Ash|Georgetown|87057|1999|1|40.78|80.74|0.00|11.75|11.98|0.00|2000|1
antiantiantioughtpri|able|38721|462|Green Oak|Walnut Grove|67752|917|9th Ash|Georgetown|87057|1999|1|40.78|80.74|0.00|55.64|65.09|0.00|2000|1
antiantiantioughtpri|anti|35281|686|Elm Chestnut|Mount Pleasant|21933|620|Railroad Cedar|Pleasant Valley|12477|1999|1|16.42|32.18|0.00|76.54|131.64|0.00|2000|1
antiantiantioughtpri|anti|35281|686|Elm Chestnut|Mount Pleasant|21933|620|Railroad Cedar|Pleasant Valley|12477|1999|1|16.42|32.18|0.00|90.36|122.88|0.00|2000|1
antiantiantioughtpri|bar|75709|351|Railroad Pine|Jenkins|57292|514|Main Second|Union Hill|77746|1999|1|26.08|45.11|2363.44|21.35|31.17|0.00|2000|1
antiantiantioughtpri|bar|75709|351|Railroad Pine|Jenkins|57292|514|Main Second|Union Hill|77746|1999|1|26.08|45.11|2363.44|22.04|39.45|0.00|2000|1
antiantiantioughtpri|bar|75709|351|Railroad Pine|Jenkins|57292|514|Main Second|Union Hill|77746|1999|1|26.08|45.11|2363.44|84.47|106.43|0.00|2000|1
antiantiantioughtpri|bar|35709|122|Franklin |Yorktown|70732|112|Seventh East|Pleasant Hill|13604|1999|1|58.36|107.38|0.00|42.29|82.04|0.00|2000|1
antiantiantioughtpri|cally|20059|149|Highland Chestnut|Mount Zion|28054|607|Eigth |Forest Hills|59237|1999|1|43.90|63.21|0.00|69.06|113.94|0.00|2000|1
antiantiantioughtpri|eing|68828|576|Third |Farmington|29145|121|Mill Chestnut|Red Hill|34338|1999|1|94.54|165.44|0.00|21.05|24.20|0.00|2000|1
antiantiantioughtpri|ese|35709|651|Smith |Brownsville|59310|573|6th |Riverview|79003|1999|1|24.94|48.63|0.00|9.65|12.06|28.62|2000|1
antiantiantioughtpri|n st|58048|508|Forest |Salem|38048|400|8th 6th|Mount Vernon|48482|1999|1|93.06|127.49|0.00|78.01|147.43|970.90|2000|1
antibarationoughtn st|able|28370|159|Cherry Second|Bethel|75281|266|Maple South|Florence|53394|1999|1|69.72|131.07|0.00|38.19|43.91|0.00|2000|1
antibarationoughtn st|able|29431|366|Williams |Midway|51904|661|Forest West|The Meadows|50026|1999|1|99.29|173.75|0.00|18.23|33.90|0.00|2000|1
antibarationoughtn st|anti|32812|326|5th |Marion|30399|257|Wilson |Woodville|64289|1999|1|75.03|80.28|0.00|54.38|98.42|0.00|2000|1
antibarationoughtn st|bar|33604|975|Oak |Sulphur Springs|38354|187|Elm Jackson|Newport|71521|1999|1|65.64|125.37|0.00|70.69|108.86|0.00|2000|1
antibarationoughtn st|ese|49843|553|Jackson |Oak Ridge|78371|730|Meadow |Howell|24854|1999|1|39.42|76.86|0.00|75.63|124.03|0.00|2000|1
antibarationoughtn st|ese|32477|876|River |Pleasant Valley|52477|652|South Valley|Georgetown|57057|1999|1|45.72|69.49|0.00|53.33|53.33|0.00|2000|1
antibarationoughtn st|ese|32477|876|River |Pleasant Valley|52477|652|South Valley|Georgetown|57057|1999|1|45.72|69.49|0.00|61.71|101.82|0.00|2000|1
antibarationoughtn st|ese|43604|935|Washington Chestnut|Summit|70499|929|Mill |Wilson|36971|1999|1|62.24|78.42|0.00|98.15|185.50|0.00|2000|1
antibarprin steseought|bar|65281|987|11th |Saint Johns|35717|949|Park |White Oak|36668|1999|1|37.42|37.79|0.00|62.10|65.82|0.00|2000|1
antibarprin steseought|bar|38828|215|Jefferson 1st|Sunnyside|81952|852|Hill |Georgetown|27057|1999|1|77.13|126.49|0.00|25.66|46.18|0.00|2000|1
antibarprin steseought|cally|48048|25|2nd |Springdale|38883|177|Williams North|Midway|61904|1999|1|87.06|126.23|0.00|36.86|67.82|0.00|2000|1
antibarprin steseought|eing|68828|772|Miller Johnson|Clinton|38222|932|Maple |Glendale|33951|1999|1|40.57|49.08|214.97|57.96|96.21|0.00|2000|1
antibarprin steseought|ese|26098|759|Pine |Jackson|39583|665|Ridge |Bethel|35281|1999|1|69.07|95.31|1768.69|82.77|108.42|0.00|2000|1
antibarprin steseought|n st|34136|987|Park South|Cedar|51229|688|13th |Fairfield|66192|1999|1|22.09|22.53|0.00|57.30|60.16|0.00|2000|1
antibarprin steseought|n st|34136|982|Oak |Oak Ridge|58371|590|13th |Jackson|69583|1999|1|74.18|107.56|0.00|57.30|60.16|0.00|2000|1
antioughtn stableeing|able|38721|102|Cedar 5th|Maple Grove|78252|358|Maple |Hamilton|52808|1999|1|5.84|11.15|0.00|42.20|55.70|0.00|2000|1
antioughtn stableeing|able|44136|483|Sycamore |Providence|96614|408|Davis Park|Lebanon|72898|1999|1|7.74|12.46|0.00|29.66|32.62|0.00|2000|1
antioughtn stableeing|able|44136|483|Sycamore |Providence|96614|408|Davis Park|Lebanon|72898|1999|1|7.74|12.46|0.00|57.06|108.98|0.00|2000|1
antioughtn stableeing|able|44136|333|Smith 8th|Mount Pleasant|71933|275|Lincoln |Summit|60499|1999|1|48.19|95.41|0.00|29.66|32.62|0.00|2000|1
antioughtn stableeing|able|44136|333|Smith 8th|Mount Pleasant|71933|275|Lincoln |Summit|60499|1999|1|48.19|95.41|0.00|57.06|108.98|0.00|2000|1
antioughtn stableeing|bar|39843|400|Wilson Maple|Nelson|33883|253|Second Main|Clifton|68014|1999|1|14.08|21.96|0.00|3.73|6.93|0.00|2000|1
antioughtn stableeing|bar|75709|269|Main |Bridgeport|25817|591|First |Riverdale|59391|1999|1|29.94|54.49|0.00|37.46|70.79|109.39|2000|1
antioughtn stableeing|cally|78370|319|Spring |Arlington|56557|820|Maple Thirteenth|Shady Grove|03412|1999|1|86.40|107.13|0.00|12.50|15.62|0.00|2000|1
antioughtn stableeing|eing|29431|316|Park Woodland|Wildwood|76871|186|Franklin Dogwood|Jamestown|56867|1999|1|65.22|97.83|0.00|93.41|138.24|0.00|2000|1
antioughtn stableeing|eing|68828|816|Pine |Lakeview|78579|511|Locust |Nottingham|74074|1999|1|95.17|188.43|0.00|14.68|23.34|0.00|2000|1
antioughtn stableeing|ese|45281|895|NULL|NULL|39532|57|Sunset |Oak Grove|88370|1999|1|35.15|61.16|0.00|87.39|96.12|0.00|2000|1
antioughtn stableeing|ese|49431|137|2nd West|Pleasant Grove|84136|505|Wilson Central|NULL|47057|1999|1|78.25|79.81|2830.90|91.13|102.06|0.00|2000|1
antioughtn stableeing|ese|35709|783|7th First|Huntsville|47570|304|6th Green|Prosperity|29089|1999|1|81.72|128.30|0.00|54.13|63.33|0.00|2000|1
antioughtn stableeing|n st|68048|999|Lakeview Church|Lebanon|42898|389|Davis Locust|Hardy|35354|1999|1|15.18|25.19|0.00|74.81|95.75|143.70|2000|1
antioughtn stableeing|n st|68048|158|West East|Clifton|48014|566|Elm 5th|Tabor|09129|1999|1|24.92|41.36|0.00|74.81|95.75|143.70|2000|1
ationationeingeseationought|able|45709|314|Second |Georgetown|47057|NULL|NULL|NULL|20534|1999|1|80.54|126.44|0.00|29.25|43.58|0.00|2000|1
ationationeingeseationought|able|45709|314|Second |Georgetown|47057|NULL|NULL|NULL|20534|1999|1|80.54|126.44|0.00|67.56|110.79|3545.31|2000|1
ationationeingeseationought|anti|35709|563|Ridge |Lakeview|78579|322|Sunset Wilson|Stringtown|60162|1999|1|38.75|51.15|0.00|12.73|20.62|0.00|2000|1
ationationeingeseationought|anti|35709|651|Highland |Gum Springs|42106|137|10th |Pleasant Hill|53604|1999|1|47.51|50.36|0.00|12.73|20.62|0.00|2000|1
ationationeingeseationought|anti|35709|328|Pine |Greenville|81387|445|Central Maple|Oak Grove|58370|1999|1|79.91|140.64|0.00|12.73|20.62|0.00|2000|1
ationationeingeseationought|bar|34136|925|Maple Park|Sulphur Springs|28354|72|Maple 2nd|Pine Grove|24593|1999|1|9.70|19.01|0.00|56.03|96.37|0.00|2000|1
ationationeingeseationought|bar|36098|964|10th |Flint|38909|268|Washington Cedar|Clearwater|49534|1999|1|74.18|80.11|0.00|9.57|17.70|59.25|2000|1
ationationeingeseationought|bar|34136|673|Maple 1st|Oakwood|70169|605|Oak Washington|Bennett|71715|1999|1|81.89|85.16|0.00|56.03|96.37|0.00|2000|1
ationationeingeseationought|eing|39231|891|5th |Stringtown|20162|370|Davis West|Bunker Hill|20150|1999|1|21.28|25.32|0.00|86.72|94.52|0.00|2000|1
ationationeingeseationought|ese|49431|743|Highland |Concord|04707|629|Oak |Greenfield|35038|1999|1|1.25|1.86|0.00|86.67|156.00|0.00|2000|1
ationationeingeseationought|ese|35281|994|5th Walnut|Mount Zion|48054|634|Spring |Stringtown|50162|1999|1|82.99|136.93|0.00|56.52|94.38|0.00|2000|1
ationationeingeseationought|ese|35281|994|5th Walnut|Mount Zion|48054|634|Spring |Stringtown|50162|1999|1|82.99|136.93|0.00|98.74|156.99|0.00|2000|1
ationationeingeseationought|n st|50059|344|Dogwood Woodland|Lebanon|22898|501|Washington Elm|Spring Hill|76787|1999|1|76.23|84.61|0.00|55.61|68.95|84.28|2000|1
ationationeingeseationought|n st|50059|344|Dogwood Woodland|Lebanon|22898|501|Washington Elm|Spring Hill|76787|1999|1|76.23|84.61|0.00|82.40|141.72|0.00|2000|1
ationationeingeseationought|n st|51933|494|Lincoln |Lakeview|88579|765|Highland |Mount Pleasant|71933|1999|1|90.22|105.55|1221.90|35.46|50.70|0.00|2000|1
ationbarcallybarpri|able|44136|537|Lincoln Chestnut|Lincoln|21289|436|3rd Hill|Highland|39454|1999|1|6.53|11.49|0.00|22.46|34.81|0.00|2000|1
ationbarcallybarpri|able|49431|980|Church |Arthur|65965|640|Spruce 8th|Riverside|39231|1999|1|15.16|24.10|0.00|97.55|97.55|148.71|2000|1
ationbarcallybarpri|able|28370|457|Forest |Bridgeport|85817|991|Lee |Pine Grove|64593|1999|1|15.32|15.93|0.00|54.36|71.21|0.00|2000|1
ationbarcallybarpri|able|28370|457|Forest |Bridgeport|85817|991|Lee |Pine Grove|64593|1999|1|15.32|15.93|0.00|83.11|130.48|0.00|2000|1
ationbarcallybarpri|able|28370|904|Lake Park|Hillcrest|53003|929|Valley |Spring Hill|46787|1999|1|16.62|17.11|51.06|54.36|71.21|0.00|2000|1
ationbarcallybarpri|able|28370|904|Lake Park|Hillcrest|53003|929|Valley |Spring Hill|46787|1999|1|16.62|17.11|51.06|83.11|130.48|0.00|2000|1
ationbarcallybarpri|able|49431|537|First |Enterprise|21757|687|Highland |Friendship|74536|1999|1|18.40|25.39|0.00|97.55|97.55|148.71|2000|1
ationbarcallybarpri|able|49431|346|Lee Mill|Centerville|30059|733|Mill |Greenwood|88828|1999|1|25.75|40.68|0.00|97.55|97.55|148.71|2000|1
ationbarcallybarpri|able|44136|954|Adams 8th|Five Forks|92293|NULL|NULL|NULL|60150|1999|1|95.68|172.22|0.00|22.46|34.81|0.00|2000|1
ationbarcallybarpri|bar|43451|820|Railroad |Belmont|50191|462|Lincoln |Maple Grove|78252|1999|1|73.44|142.47|0.00|84.95|158.00|0.00|2000|1
ationbarcallybarpri|eing|76098|164|Jackson 8th|Edgewood|30069|314|Poplar Fourth|Shiloh|59275|1999|1|26.51|52.75|0.00|51.84|76.20|0.00|2000|1
ationbarcallybarpri|ought|33451|816|First 11th|Riverside|39231|212|Elm |Lakewood|18877|1999|1|17.56|26.69|0.00|9.19|14.70|0.00|2000|1
ationbarcallybarpri|ought|52477|596|Ninth |Stringtown|70162|75|Church Forest|Concord|34107|1999|1|40.05|45.65|0.00|34.79|38.26|0.00|2000|1
ationbarcallybarpri|ought|52477|563|Sixth |Walnut Grove|67752|691|Maple Center|Oakdale|19584|1999|1|94.32|154.68|0.00|34.79|38.26|0.00|2000|1
ationcallyoughtablepri|anti|35709|42|Lee 6th|Providence|86614|932|Main 13th|Lebanon|62898|1999|1|51.63|86.73|0.00|69.17|135.57|0.00|2000|1
ationcallyoughtablepri|ation|51904|749|Franklin |Liberty|33451|546|Franklin Fifth|Highland Park|56534|1999|1|48.46|62.51|0.00|18.24|21.52|0.00|2000|1
ationcallyoughtablepri|bar|69231|NULL|NULL|NULL|60150|648|West |Waterloo|51675|1999|1|35.74|53.25|0.00|51.63|68.66|0.00|2000|1
ationcallyoughtablepri|bar|41904|114|Willow |Rolling Hills|37272|666|Park |Wilson|76971|1999|1|36.10|55.95|0.00|47.44|74.95|0.00|2000|1
ationcallyoughtablepri|bar|34136|391|4th Wilson|Glendale|63951|900|Hill |Oakland|69843|1999|1|85.39|94.78|0.00|49.92|68.39|0.00|2000|1
ationn stesebaranti|able|44136|767|Laurel |Wildwood|07471|216|Third First|Summit|40499|1999|1|77.47|82.11|0.00|41.45|50.15|0.00|2000|1
ationn stesebaranti|cally|78370|184|North East|Greenwood|58828|904|Valley Main|Bunker Hill|50150|1999|1|21.01|38.23|0.00|28.93|51.20|0.00|2000|1
ationn stesebaranti|ese|43604|886|Cedar Broadway|Enterprise|91757|577|8th Ridge|Stringtown|20162|1999|1|26.95|46.89|218.58|40.28|45.51|0.00|2000|1
ationn stesebaranti|ese|43604|886|Cedar Broadway|Enterprise|91757|577|8th Ridge|Stringtown|20162|1999|1|26.95|46.89|218.58|43.26|51.91|224.74|2000|1
ationn stesebaranti|ese|49843|134|Meadow |Macedonia|11087|528|11th Birch|Hopewell|60587|1999|1|51.58|100.58|0.00|9.02|14.25|0.00|2000|1
ationn stesebaranti|ese|49843|134|Meadow |Macedonia|11087|528|11th Birch|Hopewell|60587|1999|1|51.58|100.58|0.00|15.99|20.94|0.00|2000|1
ationn stesebaranti|n st|58048|931|Washington |Lincoln|71289|368|Cherry Walnut|Centerville|90059|1999|1|20.94|32.24|264.82|87.95|166.22|0.00|2000|1
ationn stesebaranti|n st|73604|963|Jefferson Pine|Fairview|55709|298|Wilson |Lakeview|18579|1999|1|24.36|39.21|0.00|66.41|111.56|0.00|2000|1
ationn stesebaranti|ought|31933|374|2nd Lee|Frenchtown|NULL|78|View |White Oak|36668|1999|1|34.57|48.05|0.00|83.81|90.51|0.00|2000|1
ationn stesebaranti|pri|41904|269|Wilson |Woodland|94854|124|Oak |Maple Grove|78252|1999|1|15.17|20.63|0.00|19.39|24.04|0.00|2000|1
barableesecallyable|able|45709|533|Lake Adams|Woodland|74854|489|Third |Bridgeport|75817|1999|1|20.11|40.01|0.00|50.83|85.39|0.00|2000|1
barableesecallyable|able|45709|533|Lake Adams|Woodland|74854|489|Third |Bridgeport|75817|1999|1|20.11|40.01|0.00|72.07|114.59|0.00|2000|1
barableesecallyable|able|41904|407|South View|Enterprise|81757|881|Church |Lone Pine|57441|1999|1|30.43|38.03|0.00|47.63|73.35|77.08|2000|1
barableesecallyable|bar|29843|NULL|Cherry |Oakdale|NULL|389|Elevnth |Providence|66614|1999|1|66.80|127.58|0.00|33.68|45.80|34.06|2000|1
barableesecallyable|eing|52812|2|Jackson 6th|Highland|49454|883|NULL|NULL|NULL|1999|1|4.60|4.83|0.00|14.91|25.34|0.00|2000|1
barableesecallyable|ese|56098|227|Miller River|Wilson|86971|128|NULL|Red Hill|NULL|1999|1|20.95|41.69|0.00|52.76|85.47|0.00|2000|1
barableesecallyable|ese|49431|208|Lee |Springdale|58883|581|Davis Lee|Woodlawn|34098|1999|1|37.24|62.56|0.00|29.51|42.49|0.00|2000|1
barableesecallyable|ese|56098|331|Oak |Mount Olive|28059|500|College Main|Springdale|58883|1999|1|85.16|152.43|0.00|52.76|85.47|0.00|2000|1
barableesecallyable|ese|78048|170|2nd |Mount Pleasant|11933|909|First Valley|Spring Valley|66060|1999|1|86.57|126.39|0.00|76.41|145.17|2276.16|2000|1
barableeseoughtbarought|bar|29843|747|12th 9th|Bridgeport|85817|485|Green |Westminster|56549|1999|1|24.18|31.91|0.00|9.32|15.28|0.00|2000|1
barableeseoughtbarought|bar|44136|941|11th |Union|58721|144|Sunset |Springfield|29303|1999|1|59.49|108.86|0.00|34.51|38.65|0.00|2000|1
barableeseoughtbarought|bar|75709|891|River Park|White Oak|26668|475|Miller |Union Hill|77746|1999|1|97.01|178.49|2796.13|60.29|88.02|0.00|2000|1
barableeseoughtbarought|cally|45709|646|Church 9th|Spring Valley|46060|999|7th |Oakland|19843|1999|1|7.82|8.13|0.00|81.66|141.27|0.00|2000|1
barableeseoughtbarought|cally|48828|387|Birch |Springfield|39303|754|Sunset |Woodlawn|34098|1999|1|76.87|150.66|0.00|89.02|132.63|2841.07|2000|1
barableeseoughtbarought|n st|38370|261|Center Main|Antioch|58605|689|Washington |Valley View|75124|1999|1|25.35|26.61|0.00|8.60|15.48|0.00|2000|1
