i_category|i_class|i_brand|i_product_name|d_year|d_qoy|d_moy|s_store_id|sumsales|rk
NULL|classical|NULL|NULL|NULL|NULL|NULL|NULL|2943857.47|33
NULL|classical|edu packscholar #2|NULL|NULL|NULL|NULL|NULL|2002163.33|66
NULL|country|NULL|NULL|NULL|NULL|NULL|NULL|3123994.67|26
NULL|country|importoscholar #2|NULL|NULL|NULL|NULL|NULL|2130737.37|43
NULL|country|importoscholar #2|NULL|NULL|NULL|NULL|NULL|2130737.37|43
NULL|country|importoscholar #2|NULL|2000|NULL|NULL|NULL|2130737.37|43
NULL|custom|NULL|NULL|NULL|NULL|NULL|NULL|2048480.57|58
NULL|diamonds|NULL|NULL|NULL|NULL|NULL|NULL|1945072.30|84
NULL|dresses|NULL|NULL|NULL|NULL|NULL|NULL|1992932.61|67
NULL|dresses|NULL|NULL|NULL|NULL|NULL|NULL|2880721.61|34
NULL|dresses|NULL|NULL|NULL|NULL|NULL|NULL|5865446.65|10
NULL|dresses|NULL|NULL|2000|NULL|NULL|NULL|1992932.61|67
NULL|dresses|amalgamalg #2|NULL|NULL|NULL|NULL|NULL|2978775.56|31
NULL|earings|NULL|NULL|NULL|NULL|NULL|NULL|2148600.29|40
NULL|earings|NULL|NULL|NULL|NULL|NULL|NULL|2148600.29|40
NULL|earings|NULL|NULL|NULL|NULL|NULL|NULL|2164881.97|39
NULL|earings|NULL|NULL|2000|NULL|NULL|NULL|2148600.29|40
NULL|fragrances|NULL|NULL|NULL|NULL|NULL|NULL|2127654.79|46
NULL|fragrances|NULL|NULL|NULL|NULL|NULL|NULL|5180860.63|13
NULL|fragrances|importoamalg #1|NULL|NULL|NULL|NULL|NULL|2050750.46|57
NULL|history|NULL|NULL|NULL|NULL|NULL|NULL|1858316.37|89
NULL|history|NULL|NULL|NULL|NULL|NULL|NULL|1858316.37|89
NULL|history|NULL|NULL|NULL|NULL|NULL|NULL|2772808.09|37
NULL|history|NULL|NULL|2000|NULL|NULL|NULL|1858316.37|89
NULL|infants|NULL|NULL|NULL|NULL|NULL|NULL|2070168.91|54
NULL|loose stones|NULL|NULL|NULL|NULL|NULL|NULL|1880346.52|87
NULL|memory|NULL|NULL|NULL|NULL|NULL|NULL|2028271.00|61
NULL|mens|NULL|NULL|NULL|NULL|NULL|NULL|2072527.59|52
NULL|mens|NULL|NULL|NULL|NULL|NULL|NULL|2970882.00|32
NULL|newborn|NULL|NULL|NULL|NULL|NULL|NULL|2863709.37|35
NULL|newborn|NULL|NULL|NULL|NULL|NULL|NULL|3814192.36|21
NULL|pants|NULL|NULL|NULL|NULL|NULL|NULL|3868457.71|20
NULL|pants|exportiimporto #2|NULL|NULL|NULL|NULL|NULL|1954736.48|77
NULL|pants|exportiimporto #2|NULL|NULL|NULL|NULL|NULL|2854946.56|36
NULL|pants|exportiimporto #2|NULL|2000|NULL|NULL|NULL|1954736.48|77
NULL|pendants|NULL|NULL|NULL|NULL|NULL|NULL|2019891.42|62
NULL|pop|NULL|NULL|NULL|NULL|NULL|NULL|2015286.55|63
NULL|reference|NULL|NULL|NULL|NULL|NULL|NULL|1945688.00|83
NULL|rock|NULL|NULL|NULL|NULL|NULL|NULL|1939805.86|85
NULL|rock|NULL|NULL|NULL|NULL|NULL|NULL|1957010.42|76
NULL|shirts|NULL|NULL|NULL|NULL|NULL|NULL|2085398.35|50
NULL|shirts|NULL|NULL|NULL|NULL|NULL|NULL|2092419.69|49
NULL|shirts|NULL|NULL|NULL|NULL|NULL|NULL|4112323.11|18
NULL|shirts|NULL|NULL|2000|NULL|NULL|NULL|2085398.35|50
NULL|sports-apparel|NULL|NULL|NULL|NULL|NULL|NULL|2072348.27|53
NULL|sports-apparel|NULL|NULL|NULL|NULL|NULL|NULL|2983442.28|30
NULL|swimwear|NULL|NULL|NULL|NULL|NULL|NULL|3008279.21|29
NULL|swimwear|NULL|NULL|NULL|NULL|NULL|NULL|5955253.49|9
NULL|swimwear|edu packamalg #1|NULL|NULL|NULL|NULL|NULL|1953821.89|79
NULL|toddlers|NULL|NULL|NULL|NULL|NULL|NULL|2122367.36|47
NULL|toddlers|NULL|NULL|NULL|NULL|NULL|NULL|4091781.52|19
NULL|toddlers|exportiexporti #2|NULL|NULL|NULL|NULL|NULL|1969414.16|69
NULL|womens|NULL|NULL|NULL|NULL|NULL|NULL|1879570.57|88
NULL|womens|NULL|NULL|NULL|NULL|NULL|NULL|4993025.30|15
NULL|womens|amalgedu pack #2|NULL|NULL|NULL|NULL|NULL|2007790.39|64
NULL|womens|amalgedu pack #2|NULL|NULL|NULL|NULL|NULL|3113454.73|27
NULL|womens|amalgedu pack #2|NULL|2000|NULL|NULL|NULL|2007790.39|64
