channel|col_name|d_year|d_qoy|i_category|sales_cnt|sales_amt
catalog|cs_ship_addr_sk|1998|4|Jewelry|3068|3970296.18
catalog|cs_ship_addr_sk|1998|4|Men|3137|4017874.89
catalog|cs_ship_addr_sk|1998|4|Music|3087|4007155.42
catalog|cs_ship_addr_sk|1998|4|Shoes|3105|3922490.51
catalog|cs_ship_addr_sk|1998|4|Sports|3165|3796886.89
catalog|cs_ship_addr_sk|1998|4|Women|3123|3879555.64
catalog|cs_ship_addr_sk|1999|1|NULL|28|7464.71
catalog|cs_ship_addr_sk|1999|1|Books|1022|1344125.58
catalog|cs_ship_addr_sk|1999|1|Children|990|1381143.47
catalog|cs_ship_addr_sk|1999|1|Electronics|981|1310277.35
catalog|cs_ship_addr_sk|1999|1|Home|1030|1349702.93
catalog|cs_ship_addr_sk|1999|1|Jewelry|1016|1245079.56
catalog|cs_ship_addr_sk|1999|1|Men|957|1188993.03
catalog|cs_ship_addr_sk|1999|1|Music|994|1202510.93
catalog|cs_ship_addr_sk|1999|1|Shoes|1034|1306495.36
catalog|cs_ship_addr_sk|1999|1|Sports|1028|1291163.03
catalog|cs_ship_addr_sk|1999|1|Women|1012|1258050.63
catalog|cs_ship_addr_sk|1999|2|NULL|28|22703.13
catalog|cs_ship_addr_sk|1999|2|Books|997|1106926.78
catalog|cs_ship_addr_sk|1999|2|Children|1034|1390049.33
catalog|cs_ship_addr_sk|1999|2|Electronics|1009|1221235.85
catalog|cs_ship_addr_sk|1999|2|Home|1002|1247635.52
catalog|cs_ship_addr_sk|1999|2|Jewelry|1051|1274666.55
catalog|cs_ship_addr_sk|1999|2|Men|950|1312651.52
catalog|cs_ship_addr_sk|1999|2|Music|1090|1262888.06
catalog|cs_ship_addr_sk|1999|2|Shoes|1003|1350907.90
catalog|cs_ship_addr_sk|1999|2|Sports|1062|1404039.61
catalog|cs_ship_addr_sk|1999|2|Women|1038|1309876.18
catalog|cs_ship_addr_sk|1999|3|NULL|49|121649.35
catalog|cs_ship_addr_sk|1999|3|Books|1889|2360911.14
catalog|cs_ship_addr_sk|1999|3|Children|1930|2430001.72
catalog|cs_ship_addr_sk|1999|3|Electronics|1920|2486969.87
catalog|cs_ship_addr_sk|1999|3|Home|1825|2254475.26
catalog|cs_ship_addr_sk|1999|3|Jewelry|1889|2449232.57
catalog|cs_ship_addr_sk|1999|3|Men|1880|2561886.95
catalog|cs_ship_addr_sk|1999|3|Music|2004|2769146.02
catalog|cs_ship_addr_sk|1999|3|Shoes|1958|2378793.70
catalog|cs_ship_addr_sk|1999|3|Sports|2020|2334391.82
catalog|cs_ship_addr_sk|1999|3|Women|1923|2495390.35
catalog|cs_ship_addr_sk|1999|4|NULL|80|105973.85
catalog|cs_ship_addr_sk|1999|4|Books|3133|3955734.46
catalog|cs_ship_addr_sk|1999|4|Children|3156|3956667.90
catalog|cs_ship_addr_sk|1999|4|Electronics|3176|4028333.65
catalog|cs_ship_addr_sk|1999|4|Home|3169|3903603.06
catalog|cs_ship_addr_sk|1999|4|Jewelry|3138|4046392.57
catalog|cs_ship_addr_sk|1999|4|Men|3106|3862940.33
catalog|cs_ship_addr_sk|1999|4|Music|3169|3893999.70
catalog|cs_ship_addr_sk|1999|4|Shoes|3184|4171810.62
catalog|cs_ship_addr_sk|1999|4|Sports|3201|4074714.45
catalog|cs_ship_addr_sk|1999|4|Women|3127|3922473.61
catalog|cs_ship_addr_sk|2000|1|NULL|29|32755.43
catalog|cs_ship_addr_sk|2000|1|Books|1021|1352047.65
catalog|cs_ship_addr_sk|2000|1|Children|1014|1296538.10
catalog|cs_ship_addr_sk|2000|1|Electronics|1081|1208815.98
catalog|cs_ship_addr_sk|2000|1|Home|1003|1289501.96
catalog|cs_ship_addr_sk|2000|1|Jewelry|1086|1352773.11
catalog|cs_ship_addr_sk|2000|1|Men|1065|1378397.61
catalog|cs_ship_addr_sk|2000|1|Music|1036|1414813.93
catalog|cs_ship_addr_sk|2000|1|Shoes|1044|1414103.16
catalog|cs_ship_addr_sk|2000|1|Sports|1009|1217130.12
catalog|cs_ship_addr_sk|2000|1|Women|1050|1248611.81
catalog|cs_ship_addr_sk|2000|2|NULL|17|14053.20
