2011-08-04 11:47:58.173+00,19791209299987,1573,2006,
2011-08-04 11:47:58.173+00,19791209299987,1574,2006,
2011-10-06 08:23:31.981+00,21990232555526,928,2008,
2011-10-06 08:23:31.981+00,21990232555526,938,2008,
2011-10-06 08:23:31.981+00,21990232555526,924,2009,
2011-10-06 08:23:31.981+00,21990232555526,925,2007,
2011-10-06 08:23:31.981+00,21990232555526,909,2008,
2011-10-17 11:08:45.182+00,21990232555527,919,2005,
2011-10-17 11:08:45.182+00,21990232555527,938,2006,
2011-10-17 11:08:45.182+00,21990232555527,908,2006,
2011-11-08 00:24:26.837+00,24189255811109,912,2011,
2011-11-08 00:24:26.837+00,24189255811109,932,2003,
2011-11-08 00:24:26.837+00,24189255811109,919,2012,
2012-01-11 03:44:54.406+00,26388279066632,1,2005,
2012-01-11 03:44:54.406+00,26388279066632,3,2006,
2012-01-13 07:55:02.878+00,26388279066641,811,2002,
2012-02-03 11:26:31.722+00,26388279066655,481,2001,
2012-02-03 11:26:31.722+00,26388279066655,483,2003,
2012-02-03 11:26:31.722+00,26388279066655,457,2003,
2012-02-03 11:26:31.722+00,26388279066655,459,2002,
2012-02-03 11:26:31.722+00,26388279066655,444,2003,
2012-01-16 08:09:40.12+00,26388279066658,22,2010,
2012-01-16 08:09:40.12+00,26388279066658,26,2004,
2012-01-16 08:09:40.12+00,26388279066658,30,2004,
2012-02-27 07:41:53.145+00,26388279066668,1027,2005,
2012-02-27 07:41:53.145+00,26388279066668,1046,2006,
2012-02-27 07:41:53.145+00,26388279066668,815,2007,
2012-03-30 17:11:12.788+00,28587302322180,1564,2006,
2012-03-30 17:11:12.788+00,28587302322180,1566,2007,
2012-03-13 22:16:08.597+00,28587302322196,775,2008,
2012-03-13 22:16:08.597+00,28587302322196,776,2007,
2012-04-08 18:47:54.301+00,28587302322204,1248,2006,
2012-03-17 21:21:07.12+00,28587302322223,1227,2007,
2012-03-17 21:21:07.12+00,28587302322223,1228,2006,
2012-03-17 21:21:07.12+00,28587302322223,1229,2005,
2012-03-17 21:21:07.12+00,28587302322223,1230,2005,
2012-07-03 07:55:16.938+00,30786325577731,1043,2004,
2012-07-03 07:55:16.938+00,30786325577731,999,2004,
2012-07-03 07:55:16.938+00,30786325577731,1033,2005,
2012-06-26 19:37:35.179+00,30786325577740,296,2009,
2012-06-26 19:37:35.179+00,30786325577740,298,2008,
2012-08-06 17:01:33.641+00,32985348833318,800,2011,
2012-08-06 17:01:33.641+00,32985348833318,808,2010,
2012-08-06 17:01:33.641+00,32985348833318,780,2007,
2012-08-06 17:01:33.641+00,32985348833318,798,2008,
2012-08-10 04:35:41.016+00,32985348833329,541,2000,
2012-11-04 11:31:15.404+00,35184372088856,913,2001,
2012-11-04 11:31:15.404+00,35184372088856,933,2002,
2012-09-09 09:13:37.511+00,35184372088871,1056,2005,
2012-09-09 09:13:37.511+00,35184372088871,1136,2005,
2012-11-23 06:15:25.962+00,37383395344394,453,2009,
2012-11-23 06:15:25.962+00,37383395344394,489,2010,
2012-11-25 01:52:01.966+00,37383395344409,657,2007,
2012-11-25 01:52:01.966+00,37383395344409,644,2007,
2012-11-25 01:52:01.966+00,37383395344409,663,2007,
2012-11-25 01:52:01.966+00,37383395344409,637,2008,
2010-01-03 23:10:31.499+00,14,4593,,2004
2010-01-31 21:13:03.929+00,16,5809,,2004
2010-02-13 06:05:24.513+00,32,5047,,2002
2010-03-25 01:14:04.882+00,2199023255557,1953,,2008
2010-04-18 08:27:21.494+00,2199023255573,5263,,2007
2010-03-21 19:25:42.685+00,2199023255594,1597,,2002
2010-06-15 17:00:57.698+00,4398046511139,4929,,2010
2010-08-08 08:41:16.348+00,6597069766702,5038,,2005
2010-09-18 04:25:01.182+00,8796093022234,3008,,2005
2010-09-29 00:46:50.451+00,8796093022244,3008,,2008
2010-09-27 16:37:30.742+00,8796093022249,3010,,2006
2010-11-13 23:50:09.443+00,10995116277761,2945,,2004
2010-12-24 13:25:34.086+00,10995116277782,4742,,2007
2010-11-22 00:16:26.476+00,10995116277783,6797,,2008
2010-11-26 04:18:45.744+00,10995116277808,5189,,2004
2011-02-19 18:23:00.379+00,13194139533352,1856,,2009
2011-01-10 03:16:37.913+00,13194139533355,3014,,2006
2011-03-12 23:40:42.861+00,15393162788877,6612,,2008
2011-06-25 00:11:54.199+00,17592186044443,5804,,2003
2011-05-12 02:46:47.595+00,17592186044461,5236,,2007
2011-07-27 04:41:34.142+00,19791209299968,3011,,2005
2011-08-04 11:47:58.173+00,19791209299987,7953,,2005
2011-10-06 08:23:31.981+00,21990232555526,2209,,2007
2011-10-17 11:08:45.182+00,21990232555527,2208,,2005
2012-01-11 03:44:54.406+00,26388279066632,1580,,2005
2012-01-13 07:55:02.878+00,26388279066641,5142,,2001
2012-02-03 11:26:31.722+00,26388279066655,2832,,2001
2012-03-30 17:11:12.788+00,28587302322180,7936,,2005
2012-03-20 04:30:34.35+00,28587302322191,2208,,1999
2012-03-13 22:16:08.597+00,28587302322196,5036,,2007
2012-04-25 09:31:06.437+00,28587302322209,1596,,2002
2012-03-17 21:21:07.12+00,28587302322223,6346,,2005
2012-07-03 07:55:16.938+00,30786325577731,5986,,2003
2012-06-26 19:37:35.179+00,30786325577740,2435,,2008
2012-09-05 08:03:26.184+00,32985348833291,2211,,2001
2012-08-10 04:35:41.016+00,32985348833329,3008,,1999
2012-10-02 05:01:51.812+00,35184372088834,4519,,2008
2012-11-03 17:03:45.388+00,35184372088850,6172,,2000
2012-11-04 11:31:15.404+00,35184372088856,2208,,2000
2012-09-09 09:13:37.511+00,35184372088871,5985,,2003
2012-11-23 06:15:25.962+00,37383395344394,2905,,2008
2012-11-25 01:52:01.966+00,37383395344409,4673,,2006
