s_acctbal|s_name|n_name|p_partkey|p_mfgr|s_address|s_phone|s_comment
9624.78|Supplier#000009658|ROMANIA|189657|Manufacturer#1|DmRxpLmL88XCBiONB3tq3e0u|29-748-876-2014|ronic asymptotes wake bravely final
9612.94|Supplier#000003228|ROMANIA|120715|Manufacturer#2|hnNBdhdXO4yT18 QNABTrL8fuv0A4p|29-325-784-8187|warhorses. quickly even deposits sublate daringly ironic instructions. slyly blithe t
9612.94|Supplier#000003228|ROMANIA|198189|Manufacturer#4|hnNBdhdXO4yT18 QNABTrL8fuv0A4p|29-325-784-8187|warhorses. quickly even deposits sublate daringly ironic instructions. slyly blithe t
9571.83|Supplier#000004305|ROMANIA|179270|Manufacturer#2|Bdj1T5EostLveb9ocRbz|29-973-481-1831|kly carefully express asymptotes. furiou
9558.1|Supplier#000003532|UNITED KINGDOM|88515|Manufacturer#4|ncMxIJcDYZd5B7FlKxxLmnlzPeZB,FKBujB|33-152-301-2164| foxes. quickly even excuses use. slyly special foxes nag bl
9492.79|Supplier#000005975|GERMANY|25974|Manufacturer#5|9UEiIp7uSYtTF5|17-992-579-4839|arefully pending accounts. blithely regular excuses boost carefully carefully ironic p
9461.05|Supplier#000002536|UNITED KINGDOM|20033|Manufacturer#1|TEEkPusQ6rU18YvixE7IQtBDOyRBdGoOWl2r|33-556-973-5522|. slyly regular deposits wake slyly. furiously regular warthogs are.
9453.01|Supplier#000000802|ROMANIA|175767|Manufacturer#1|1Uj23QWxQjj7EyeqHWqGWTbN|29-342-882-6463|gular frets. permanently special multipliers believe blithely alongs
9408.65|Supplier#000007772|UNITED KINGDOM|117771|Manufacturer#4|rIoV2rj0KNy,IT|33-152-491-1126|nag against the final requests. furiously unusual packages cajole blit
9359.61|Supplier#000004856|ROMANIA|62349|Manufacturer#5|k2CKOmXhPruJZ|29-334-870-9731|y ironic theodolites. blithely sile
9357.45|Supplier#000006188|UNITED KINGDOM|138648|Manufacturer#1|LS,Z0 zbSvC7GWjF|33-583-607-1633|ously always regular packages. fluffily even accounts beneath the furiously final pack
9352.04|Supplier#000003439|GERMANY|170921|Manufacturer#4|B2bnKDIpkJp2uHKp|17-128-996-4650| according to the carefully bold ideas
9312.97|Supplier#000007807|RUSSIA|90279|Manufacturer#5|Dk2ebpGR3jlpYbpMg9Djr|32-673-872-5854|ecial packages among the pending, even requests use regula
9312.97|Supplier#000007807|RUSSIA|100276|Manufacturer#5|Dk2ebpGR3jlpYbpMg9Djr|32-673-872-5854|ecial packages among the pending, even requests use regula
9280.27|Supplier#000007194|ROMANIA|47193|Manufacturer#3|tJ96aHp8 l3uiq38LiDHswtk9bHMg|29-318-454-2133|o beans haggle after the furiously unusual deposits. carefully silent dolphins cajole carefully
9274.8|Supplier#000008854|RUSSIA|76346|Manufacturer#3|,uJfCd6eTiYE1ZEhDM vsc8ANQPWaPlQ|32-524-148-5221|y. courts do wake slyly. carefully ironic platelets haggle above the slyly regular the
9249.35|Supplier#000003973|FRANCE|26466|Manufacturer#1|OZSkIozfU4FYizk4e091MZHozL1qcHe257J89bW|16-722-866-1658|uests are furiously. regular tithes through the regular, final accounts cajole furiously above the q
9249.35|Supplier#000003973|FRANCE|33972|Manufacturer#1|OZSkIozfU4FYizk4e091MZHozL1qcHe257J89bW|16-722-866-1658|uests are furiously. regular tithes through the regular, final accounts cajole furiously above the q
9208.7|Supplier#000007769|ROMANIA|40256|Manufacturer#5|AzIENtMrVCSbrjyUu8|29-964-424-9649|lites was quickly above the furiously ironic requests. slyly even foxes against the blithely bold 
9201.47|Supplier#000009690|UNITED KINGDOM|67183|Manufacturer#5|pprpD77FEIWsNMmGT9T|33-121-267-9529|e even, even foxes. blithely ironic packages cajole regular packages. slyly final ide
9192.1|Supplier#000000115|UNITED KINGDOM|85098|Manufacturer#3|EhrYy0MT5M1vfZ0V4skpifdp6pgFz5|33-597-248-1220|es across the carefully express accounts boost caref
9189.98|Supplier#000001226|GERMANY|21225|Manufacturer#4|BzfoA9wft1Mx3iBIs|17-725-903-1381| deposits. blithely bold excuses about the slyly bold forges wake 
9128.97|Supplier#000004311|RUSSIA|146768|Manufacturer#5|jSiHD4NTd8i9zVRX9uz9a,|32-155-440-7120|refully. blithely unusual asymptotes haggle 
9104.83|Supplier#000008520|GERMANY|150974|Manufacturer#4|aA95nLn,m9shRrPXZw9Y1X|17-728-804-1793|ly about the blithely ironic depths. slyly final theodolites among the fluffily bold ideas print
9101|Supplier#000005791|ROMANIA|128254|Manufacturer#5|txPYsp50HJkbbaAJ0bYieqHmZtirDUVOcmC4lk|29-549-251-5384|ts. notornis detect blithely above the carefully bold requests. blithely even package
9094.57|Supplier#000004582|RUSSIA|39575|Manufacturer#1|5p,3Gp8kX 1EDarE0JR5juHH Sq9jlxgKenM|32-587-577-1351|jole. regular accounts sleep blithely frets. final pinto beans play furiously past the 
8996.87|Supplier#000004702|FRANCE|102191|Manufacturer#5|T35OahYXQGC|16-811-269-8946|ickly final packages along the express plat
8996.14|Supplier#000009814|ROMANIA|139813|Manufacturer#2|RL,cVCKSXFc6Win6EmtF415A22as8nG2fqEa|29-995-571-8781| dependencies boost quickly across the furiously pending requests! unusual dolphins play sl
8968.42|Supplier#000010000|ROMANIA|119999|Manufacturer#5|R7kfmyzoIfXlrbnqNwUUW3phJctocp0J|29-578-432-2146|ly regular foxes boost slyly. quickly special waters boost carefully ironi
8936.82|Supplier#000007043|UNITED KINGDOM|109512|Manufacturer#1|m5QHON1iD1OPhmU2R3z97u 6mCIvjnAc3I0,9s|33-784-177-8208|efully regular courts. furiousl
8929.42|Supplier#000008770|FRANCE|173735|Manufacturer#4|aTOkYV7y3 kqbRrkOGJLaI|16-242-746-9248|cajole furiously unusual requests. quickly stealthy requests are. 
8920.59|Supplier#000003967|ROMANIA|26460|Manufacturer#1|NjCq3NUY82S|29-194-731-3944|aters. express, pending instructions sleep. brave, r
8920.59|Supplier#000003967|ROMANIA|173966|Manufacturer#2|NjCq3NUY82S|29-194-731-3944|aters. express, pending instructions sleep. brave, r
8913.96|Supplier#000004603|UNITED KINGDOM|137063|Manufacturer#2|d6sFwf6 TD1xyfuFbdM2h8LX7ZWc3zHupV|33-789-255-7342| haggle slyly above the furiously regular pinto beans. even 
8877.82|Supplier#000007967|FRANCE|167966|Manufacturer#5|rXBIZqq9eWEuU90B vlCab6|16-442-147-9345|ously foxes. express, ironic requests im
8862.24|Supplier#000003323|ROMANIA|73322|Manufacturer#3|5RrF2PzoRlwpAGXjyf|29-736-951-3710|ly pending ideas sleep about the furiously unu
8841.59|Supplier#000005750|ROMANIA|100729|Manufacturer#5|n uXFrKx,KVYIQjmRuV,yejWmLMdRJnk|29-344-502-5481|gainst the pinto beans. fluffily unusual dependencies affix slyly even deposits.
8781.71|Supplier#000003121|ROMANIA|13120|Manufacturer#5|wdA7CLuYXS22oQEmP0V,x0PHrXiPdl5Rpwv,ub|29-707-291-5144|s wake quickly ironic ideas
8754.24|Supplier#000009407|UNITED KINGDOM|179406|Manufacturer#4|pj9oPHQ4OLWp|33-903-970-9604|e ironic requests. carefully even foxes above the furious
8691.06|Supplier#000004429|UNITED KINGDOM|126892|Manufacturer#2|H0paE V6JCrlZpYrzI0LgIP|33-964-337-5038|efully express deposits kindle after the deposits. final 
8655.99|Supplier#000006330|RUSSIA|193810|Manufacturer#2|7CsFQnd ,tzgMYvVoMim5l4DrJcX8SaQMTcy|32-561-198-3705|symptotes use about the express dolphins. requests use after the express platelets. final, ex
8638.36|Supplier#000002920|RUSSIA|75398|Manufacturer#1|iMYQSQzsLXg|32-122-621-7549|ly quickly ironic requests. even requests whithout t
8638.36|Supplier#000002920|RUSSIA|170402|Manufacturer#3|iMYQSQzsLXg|32-122-621-7549|ly quickly ironic requests. even requests whithout t
8607.69|Supplier#000006003|UNITED KINGDOM|76002|Manufacturer#2|njRvqoOmIxNDe,da,SsnweINv1VY2YatifmJq|33-416-807-5206|ar, pending accounts. pending depende
8569.52|Supplier#000005936|RUSSIA|5935|Manufacturer#5|I3Qd1VwvDm5hYGzg1hBHzKy,P3YQXq7|32-644-251-7916|. regular foxes nag carefully atop the regular, silent deposits. quickly regular packages 
8564.12|Supplier#000000033|GERMANY|110032|Manufacturer#1|LLMgB3vXW,0g,8nuv3qU3QZaEBZvU2qRLX9|17-138-897-9374|n sauternes along the regular asymptotes are regularly along the 
8553.82|Supplier#000003979|ROMANIA|143978|Manufacturer#4|qLE5JpqDoe3XHsBI6etWpd4zRsjsBNb9Tidi6|29-124-646-4897|ic requests wake against the blithely unusual accounts. fluffily r
8517.23|Supplier#000009529|RUSSIA|37025|Manufacturer#5|NWW9SDThqi9RIeOA|32-565-297-8775|ove the even courts. furiously special platelets 
8517.23|Supplier#000009529|RUSSIA|59528|Manufacturer#2|NWW9SDThqi9RIeOA|32-565-297-8775|ove the even courts. furiously special platelets 
8503.7|Supplier#000006830|RUSSIA|44325|Manufacturer#4|qoW4lp2961uQiKOK6rW8|32-147-878-5069|pades cajole. furious packages among the carefully express excuses boost furiously across th
8457.09|Supplier#000009456|UNITED KINGDOM|19455|Manufacturer#1|U8pJ1 SKbZPhH7,bLWXX3pG|33-858-440-4349|cing requests along the furiously unusual deposits promise among the furiously unus
8441.4|Supplier#000003817|FRANCE|141302|Manufacturer#2|K6XLsYufTS|16-339-356-5115|ely even ideas. ideas wake slyly furiously unusual instructions. pinto beans sleep ag
8432.89|Supplier#000003990|RUSSIA|191470|Manufacturer#1|wMJppCZ9aPMuq2nr88TVfztvE gj95OG wdNUE|32-839-509-9301|ep furiously. packages should have to haggle slyly across the deposits. furiously regu
8431.4|Supplier#000002675|ROMANIA|5174|Manufacturer#1|khl8ydxR9VekbcMLgJKPtpNtwAkYtJTv|29-474-643-1443|ithely express pinto beans. blithely even foxes haggle. furiously regular theodol
8407.04|Supplier#000005406|RUSSIA|162889|Manufacturer#4|ITrK2mV94SooV6 Igo|32-626-152-4621|r the blithely regular packages. slyly ironic theodoli
8386.08|Supplier#000008518|FRANCE|36014|Manufacturer#3|ZHAsABq5MRP e5kc0DRD8za3xGdf763ChHmoOA45|16-618-780-7481|blithely bold pains are carefully platelets. finally regular pinto beans sleep carefully special
8376.52|Supplier#000005306|UNITED KINGDOM|190267|Manufacturer#5|SyS2SsaA8i CqnbzUdfNH07bVtt9uW,Cp6FLCkOR|33-632-514-7931|ly final accounts sleep special, regular requests. furiously regular
8348.74|Supplier#000008851|FRANCE|66344|Manufacturer#4|E4uITlvmPHKvZ|16-796-240-2472| boldly final deposits. regular, even instructions detect slyly. fluffily unusual pinto bea
8338.58|Supplier#000007269|FRANCE|17268|Manufacturer#4|2vJh8wqp6CJp,W0Y|16-267-277-4365|iously final accounts. even pinto beans cajole slyly regular
8328.46|Supplier#000001744|ROMANIA|69237|Manufacturer#5|DfCXL6UWAY1lgjQYB0AjE8T2sx0BzS|29-330-728-5873|ep carefully-- even, careful packages are slyly along t
8307.93|Supplier#000003142|GERMANY|18139|Manufacturer#1|OAPFw6SNodrC kFi|17-595-447-6026|olites wake furiously regular decoys. final requests nod 
8231.61|Supplier#000009558|RUSSIA|192000|Manufacturer#2|FONKME0t7ZJhnjn9VL5|32-762-137-5858| foxes according to the furi
8152.61|Supplier#000002731|ROMANIA|15227|Manufacturer#4|sDFx3iox2Zzx|29-805-463-2030| special requests. even, regular warhorses affix among the final gr
8109.09|Supplier#000009186|FRANCE|99185|Manufacturer#1|wKLCzA5bMuGRBm35tvQAGpen23L|16-668-570-1402|tions haggle slyly about the sil
8102.62|Supplier#000003347|UNITED KINGDOM|18344|Manufacturer#5|Froy39Y8ZUJ|33-454-274-8532|egrate with the slyly bold instructions. special foxes haggle silently among the
8046.07|Supplier#000008780|FRANCE|191222|Manufacturer#3|rOssxn,6gRDzHr0gu,hEK|16-473-215-6395|onic platelets cajole after the regular instructions. permanently bold excuses
8042.09|Supplier#000003245|RUSSIA|135705|Manufacturer#4|oJSiGLXRCDAPcfWot7LkwSQRCh63XNS2|32-836-132-8872|osits. packages cajole slyly. furiously regular deposits cajole slyly. q
8042.09|Supplier#000003245|RUSSIA|150729|Manufacturer#1|oJSiGLXRCDAPcfWot7LkwSQRCh63XNS2|32-836-132-8872|osits. packages cajole slyly. furiously regular deposits cajole slyly. q
7992.4|Supplier#000006108|FRANCE|118574|Manufacturer#1|TyptNE7nv6BLpLl6WFX|16-974-998-8937| ironic ideas? fluffily even instructions wake. blithel
7980.65|Supplier#000001288|FRANCE|13784|Manufacturer#4|tm0TjL5b oE|16-646-464-8247|ully bold courts. escapades nag slyly. furiously fluffy theodo
7950.37|Supplier#000008101|GERMANY|33094|Manufacturer#5|HG2wfVixwCIhK7dlrigGR3an2LuSifDJH|17-627-663-8014|arefully unusual requests x-ray above the quickly final deposits. 
7937.93|Supplier#000009012|ROMANIA|83995|Manufacturer#2|J6I7sJj0mGYIWFv9KxD3fK O7tvNP|29-250-925-9690|to the blithely ironic deposits nag sly
7914.45|Supplier#000001013|RUSSIA|125988|Manufacturer#2|AI9ODzBzWgnny28PHBei5M2lUFdD9|32-194-698-3365| busily bold packages are dolphi
7912.91|Supplier#000004211|GERMANY|159180|Manufacturer#5|Zva95Dwj EY0w,XjgsL7O0Zb2 l3almck|17-266-947-7315|ay furiously regular platelets. cou
7912.91|Supplier#000004211|GERMANY|184210|Manufacturer#4|Zva95Dwj EY0w,XjgsL7O0Zb2 l3almck|17-266-947-7315|ay furiously regular platelets. cou
7894.56|Supplier#000007981|GERMANY|85472|Manufacturer#4|e8hRUxe9cqQM3b|17-963-404-3760|ic platelets affix after the furiously
7887.08|Supplier#000009792|GERMANY|164759|Manufacturer#3|3YSi76M2 I8XGikO5YgSM81r5Z6A7VkZcys|17-988-938-4296|ckly around the carefully fluffy theodolites. slyly ironic pack
7871.5|Supplier#000007206|RUSSIA|104695|Manufacturer#1|YvrLdpD 5ExhHmRWzK41tw4|32-432-452-7731|ironic requests. furiously final theodolites cajole. final, express packages sleep. quickly reg
7852.45|Supplier#000005864|RUSSIA|8363|Manufacturer#4|5odLpc1M83KXJ0O|32-454-883-3821|usly unusual pinto beans. brave ideas sleep carefully quickly ironi
7850.66|Supplier#000001518|UNITED KINGDOM|86501|Manufacturer#1|ddNQX3hIjgico|33-730-383-3892|ifts haggle fluffily pending pai
7843.52|Supplier#000006683|FRANCE|11680|Manufacturer#4|Z1,hkHIw,Z3,,Comv6kLxIiPJtoNt|16-464-517-8943| express, final pinto beans x-ray slyly asymptotes. unusual, unusual
