channel|id|sales|returns_|profit
catalog channel|catalog_pageAAAAAAAABMCBAAAA|19250.61|8167.42|-402.29
catalog channel|catalog_pageAAAAAAAABMPAAAAA|39991.39|2182.14|-13065.37
catalog channel|catalog_pageAAAAAAAABNCBAAAA|3439.22|158.70|-155.77
catalog channel|catalog_pageAAAAAAAABNPAAAAA|69675.66|8835.59|2357.38
catalog channel|catalog_pageAAAAAAAABOCBAAAA|16080.46|0.00|-3124.43
catalog channel|catalog_pageAAAAAAAABOPAAAAA|63772.13|238.80|5988.01
catalog channel|catalog_pageAAAAAAAABPCBAAAA|3413.28|0.00|-3448.92
catalog channel|catalog_pageAAAAAAAABPPAAAAA|52066.97|157.26|-12868.13
catalog channel|catalog_pageAAAAAAAACAABAAAA|51287.37|0.00|-4037.98
catalog channel|catalog_pageAAAAAAAACBABAAAA|55861.18|239.13|7798.09
catalog channel|catalog_pageAAAAAAAACCABAAAA|21431.00|7160.60|-12067.97
catalog channel|catalog_pageAAAAAAAACDABAAAA|15003.34|0.00|-3169.08
catalog channel|catalog_pageAAAAAAAACDCBAAAA|17423.86|0.00|6207.33
catalog channel|catalog_pageAAAAAAAACEABAAAA|12621.46|0.00|857.03
catalog channel|catalog_pageAAAAAAAACECBAAAA|25373.48|0.00|4657.75
catalog channel|catalog_pageAAAAAAAACFABAAAA|55016.19|933.24|1558.73
catalog channel|catalog_pageAAAAAAAACFCBAAAA|43001.35|0.00|8896.24
catalog channel|catalog_pageAAAAAAAACGABAAAA|58834.29|1185.12|12541.49
catalog channel|catalog_pageAAAAAAAACGCBAAAA|28805.26|8.88|4041.76
catalog channel|catalog_pageAAAAAAAACHABAAAA|31682.12|0.00|-5559.75
catalog channel|catalog_pageAAAAAAAACHCBAAAA|13785.58|0.00|-12985.71
catalog channel|catalog_pageAAAAAAAACICBAAAA|18652.37|0.00|-2896.34
catalog channel|catalog_pageAAAAAAAACJCBAAAA|726.00|0.00|140.50
catalog channel|catalog_pageAAAAAAAACKCBAAAA|35979.89|228.12|8849.39
catalog channel|catalog_pageAAAAAAAACKPAAAAA|69826.43|1754.47|12330.73
catalog channel|catalog_pageAAAAAAAACLCBAAAA|28629.02|0.00|3877.73
catalog channel|catalog_pageAAAAAAAACLPAAAAA|49029.40|227.40|-3082.20
catalog channel|catalog_pageAAAAAAAACMCBAAAA|6033.29|0.00|-7332.95
catalog channel|catalog_pageAAAAAAAACMPAAAAA|63514.16|605.00|4074.52
catalog channel|catalog_pageAAAAAAAACNCBAAAA|7841.82|0.00|-3969.01
catalog channel|catalog_pageAAAAAAAACNPAAAAA|56600.74|1241.46|2818.70
catalog channel|catalog_pageAAAAAAAACOCBAAAA|28534.26|500.94|375.14
catalog channel|catalog_pageAAAAAAAACOPAAAAA|43988.91|146.40|315.05
catalog channel|catalog_pageAAAAAAAACPCBAAAA|23064.56|0.00|-3209.69
catalog channel|catalog_pageAAAAAAAACPPAAAAA|111069.54|160.47|15932.86
catalog channel|catalog_pageAAAAAAAADAABAAAA|78223.73|4736.59|-818.44
catalog channel|catalog_pageAAAAAAAADBABAAAA|15895.26|5172.58|-10029.58
catalog channel|catalog_pageAAAAAAAADCABAAAA|53192.78|1837.00|2777.18
catalog channel|catalog_pageAAAAAAAADDABAAAA|33138.91|0.00|-4298.70
catalog channel|catalog_pageAAAAAAAADDCBAAAA|14935.11|2897.59|-2749.75
catalog channel|catalog_pageAAAAAAAADEABAAAA|31112.72|0.00|-7628.53
catalog channel|catalog_pageAAAAAAAADECBAAAA|6366.24|0.00|935.48
catalog channel|catalog_pageAAAAAAAADFABAAAA|18093.98|888.32|-5144.53
catalog channel|catalog_pageAAAAAAAADFCBAAAA|7729.21|1899.24|-5562.57
catalog channel|catalog_pageAAAAAAAADGABAAAA|88126.77|1612.03|11478.38
catalog channel|catalog_pageAAAAAAAADGCBAAAA|20978.65|0.00|4573.94
catalog channel|catalog_pageAAAAAAAADHABAAAA|23569.69|135.61|-7966.79
catalog channel|catalog_pageAAAAAAAADHCBAAAA|2864.90|0.00|-3528.34
catalog channel|catalog_pageAAAAAAAADICBAAAA|11121.19|0.00|5379.29
catalog channel|catalog_pageAAAAAAAADJCBAAAA|55334.08|2213.96|17272.62
catalog channel|catalog_pageAAAAAAAADKCBAAAA|14487.47|0.00|3470.29
catalog channel|catalog_pageAAAAAAAADKPAAAAA|33045.88|1161.68|-9146.43
