wsk1|isk1|dmoy1|mean1|cov1|w_warehouse_sk|i_item_sk|d_moy|mean|cov
1|28183|1|267.75|1.13932995714591|1|28183|2|398.5|1.0410081226873515
1|29251|1|345.0|1.2912612429572634|1|29251|2|393.6666666666667|1.1949902272789896
1|29361|1|395.5|1.0074227336848665|1|29361|2|303.25|1.0120325487966961
1|29391|1|347.3333333333333|1.1896739639165592|1|29391|2|507.0|1.0057611615383286
1|29453|1|344.25|1.1663927871177882|1|29453|2|327.0|1.0254882529411657
1|29483|1|314.75|1.0163468311969541|1|29483|2|400.5|1.0564178275293155
1|30241|1|315.75|1.308011850197876|1|30241|2|342.75|1.2499508274090922
1|30405|1|398.0|1.2706390609220346|1|30405|2|216.25|1.5725234950385443
1|31251|1|358.5|1.0228456088231583|1|31251|2|334.25|1.1901750693766764
1|31321|1|258.5|1.331325878501189|1|31321|2|269.0|1.0183204997795305
1|31397|1|405.5|1.0422622796521277|1|31397|2|350.0|1.0099451052637756
1|32949|1|343.75|1.049297369527328|1|32949|2|335.75|1.1030252315665232
1|33169|1|361.5|1.1758674180449915|1|33169|2|349.25|1.052600186477954
1|33425|1|346.5|1.274843660325097|1|33425|2|317.0|1.242265525730275
1|33569|1|360.0|1.3183562764309724|1|33569|2|342.0|1.1433957449931271
1|33675|1|322.5|1.1899585884479429|1|33675|2|197.5|1.349768387378878
1|33827|1|274.0|1.007224335165403|1|33827|2|360.0|1.0406773079390457
1|34183|1|217.33333333333334|1.001317632806383|1|34183|2|398.75|1.071908664361619
1|34353|1|311.5|1.2161992132470245|1|34353|2|243.5|1.0927446418232203
1|34743|1|460.25|1.1378803813713736|1|34743|2|244.66666666666666|1.186626602687911
1|35341|1|194.25|1.2426675565861403|1|35341|2|270.0|1.4478734228376702
2|101|1|347.3333333333333|1.1032896025376506|2|101|2|407.0|1.0007211448733448
2|119|1|243.66666666666666|1.306076402087465|2|119|2|264.0|1.2476140375350155
2|443|1|512.75|1.0158911411593423|2|443|2|384.5|1.0976453222168008
2|1179|1|414.75|1.0031652700210243|2|1179|2|390.5|1.0540885786805132
2|1461|1|337.5|1.1409895511885082|2|1461|2|334.25|1.0250256472762824
2|1679|1|370.6666666666667|1.0859351946049227|2|1679|2|310.25|1.142117633578082
2|1737|1|388.5|1.0927067897524307|2|1737|2|367.5|1.1354266599634693
2|1743|1|185.0|1.1796257551985432|2|1743|2|262.0|1.1078305915365922
2|1983|1|443.5|1.0060527146081433|2|1983|2|341.5|1.0234906431076412
2|2319|1|411.25|1.1030018366890795|2|2319|2|394.3333333333333|1.0100542160358021
2|2417|1|273.0|1.0371282407315403|2|2417|2|413.0|1.125339403585791
2|2549|1|464.0|1.0522701498625324|2|2549|2|117.66666666666667|1.2111699158514129
2|2745|1|338.6666666666667|1.4023083074656508|2|2745|2|454.0|1.0745354907997136
2|3027|1|248.25|1.2232213492730772|2|3027|2|263.0|1.1399448384040929
2|3245|1|351.0|1.132176669592136|2|3245|2|316.25|1.1068590162223302
2|3285|1|319.25|1.0929683652411601|2|3285|2|372.3333333333333|1.1838783801360009
2|3609|1|248.25|1.389883280641023|2|3609|2|251.0|1.2958929057602067
2|3971|1|419.5|1.2793660236486044|2|3971|2|201.0|1.1647742663738083
2|5719|1|406.0|1.1481003388724786|2|5719|2|332.3333333333333|1.031277180950924
2|5789|1|271.75|1.0793511795913124|2|5789|2|269.75|1.289182499800882
2|6515|1|387.75|1.0681453862552621|2|6515|2|268.0|1.4657388956208701
2|7393|1|208.25|1.2841068493281738|2|7393|2|481.0|1.3554105036465631
2|7923|1|434.5|1.0117119057088426|2|7923|2|240.25|1.297794818825871
2|8039|1|315.0|1.3837555931038572|2|8039|2|244.25|1.2655868295491761
2|8195|1|358.5|1.157406177399239|2|8195|2|300.75|1.1192943035028968
2|8921|1|265.0|1.263315221736814|2|8921|2|388.5|1.0090188584605817
2|9069|1|346.75|1.0412446693917343|2|9069|2|215.0|1.3097297827567003
2|9397|1|248.75|1.0051825672325294|2|9397|2|222.5|1.0943458760921063
2|9773|1|221.5|1.4631556638889316|2|9773|2|156.0|1.0423978367469824
2|10979|1|294.6666666666667|1.136985879919599|2|10979|2|334.6666666666667|1.4965745160130353
2|11043|1|324.0|1.0475656017578483|2|11043|2|346.75|1.1376756033992035
2|11143|1|353.25|1.121067658321361|2|11143|2|375.75|1.0555114679998414
2|11291|1|414.75|1.013301698600234|2|11291|2|303.5|1.0862241381999935
2|11603|1|369.0|1.0824401448037857|2|11603|2|307.5|1.1895669435961806
2|12447|1|375.0|1.003033029994157|2|12447|2|285.3333333333333|1.265882481540244
2|12691|1|312.5|1.1819181697562653|2|12691|2|242.5|1.6509083202246397
2|12817|1|480.25|1.0265456808251892|2|12817|2|289.0|1.1605476495400295
2|13059|1|236.5|1.1955261387042033|2|13059|2|281.3333333333333|1.0742264453641415
2|13179|1|313.5|1.3729022270364148|2|13179|2|313.25|1.0639330787317995
2|13309|1|199.25|1.0621368694331583|2|13309|2|452.0|1.0050166865353938
2|13693|1|386.25|1.0065979796691105|2|13693|2|286.5|1.2118304696774689
2|15637|1|491.0|1.2212353369576217|2|15637|2|336.75|1.017814574206415
2|17429|1|364.5|1.0300081384619602|2|17429|2|223.0|1.3462552601502114
2|17615|1|352.0|1.0914564204623998|2|17615|2|259.5|1.018554287168427
2|17709|1|439.0|1.0824049133425055|2|17709|2|433.75|1.0122085552046647
2|17727|1|305.6666666666667|1.0679069214408925|2|17727|2|322.75|1.2270272417007186
2|19529|1|306.5|1.1242901510083554|2|19529|2|186.5|1.2636914384176678
2|19731|1|319.25|1.1844155012064759|2|19731|2|487.0|1.1002060286368445
2|20057|1|334.5|1.0534189884946432|2|20057|2|308.25|1.4425464680366384
2|20157|1|454.5|1.0163246329246414|2|20157|2|237.0|1.4042753626740365
2|21873|1|285.25|1.069876678544768|2|21873|2|259.75|1.286145192914158
2|22437|1|469.5|1.2937267838961541|2|22437|2|370.3333333333333|1.339661446265882
2|22613|1|304.25|1.3520428203804693|2|22613|2|238.0|1.2577046408754282
2|22679|1|369.5|1.142689781504124|2|22679|2|399.5|1.037464650232019
2|23089|1|245.25|1.114974874247306|2|23089|2|273.5|1.048578484030541
2|24073|1|323.5|1.0705385375837142|2|24073|2|375.0|1.0755673093939946
2|24767|1|266.3333333333333|1.362029358642206|2|24767|2|388.0|1.1460661420447789
2|25759|1|189.0|1.2645613335505452|2|25759|2|224.0|1.2561789247839772
2|26315|1|296.5|1.03723887061188|2|26315|2|342.5|1.0423057783278122
2|26423|1|327.0|1.1268245201341092|2|26423|2|382.75|1.044481383040984
2|26667|1|332.0|1.3562447300342522|2|26667|2|338.0|1.233912264672441
2|27749|1|272.25|1.0612653431343513|2|27749|2|444.0|1.0065039554688977
2|28593|1|453.0|1.0842133635057682|2|28593|2|279.75|1.3914087626642326
2|29395|1|228.5|1.4108950370178048|2|29395|2|370.75|1.1007835093906073
2|29747|1|366.5|1.2389942714628501|2|29747|2|258.5|1.133721911190437
2|29773|1|240.0|1.239378484474286|2|29773|2|251.66666666666666|1.3710528707162875
2|30073|1|254.25|1.2287485552676687|2|30073|2|254.5|1.115408447071314
2|30377|1|282.6666666666667|1.1393175636963366|2|30377|2|319.25|1.1731036833104689
2|30389|1|221.5|1.0771602839903096|2|30389|2|248.0|1.233251478473522
2|30763|1|225.0|1.069588590574161|2|30763|2|355.75|1.0569079782566517
2|31235|1|402.25|1.1472156523226933|2|31235|2|213.5|1.4514491196417436
2|31373|1|482.5|1.2852490095349267|2|31373|2|308.6666666666667|1.0837421336098698
2|31459|1|272.25|1.1721311373345564|2|31459|2|407.0|1.0525151564092563
2|31881|1|443.25|1.011951637763243|2|31881|2|362.75|1.0712645924533262
2|31949|1|308.5|1.0912180164635148|2|31949|2|363.75|1.0817520091121275
2|32027|1|375.0|1.0233157436056142|2|32027|2|342.0|1.5173241229548646
2|34185|1|242.25|1.03699030246429|2|34185|2|192.5|1.730197699183363
2|34983|1|352.0|1.2330745472952265|2|34983|2|304.3333333333333|1.4278775219476072
2|35541|1|187.25|1.0200907763843485|2|35541|2|164.0|1.0794749698760666
2|35773|1|356.0|1.0987826717987215|2|35773|2|332.0|1.148287163677961
3|145|1|443.3333333333333|1.0219422636154052|3|145|2|293.0|1.460633893226224
3|2075|1|372.5|1.167438041422085|3|2075|2|329.0|1.1657449678717404
3|2187|1|389.0|1.3638640564167837|3|2187|2|385.6666666666667|1.1076695264054044
3|3467|1|395.75|1.117379916370915|3|3467|2|340.5|1.0048588797533307
3|3889|1|321.25|1.354290426836298|3|3889|2|456.25|1.0045808882281742
3|5307|1|361.0|1.2237247734648178|3|5307|2|464.0|1.1277134010302698
3|6663|1|317.5|1.084826404098825|3|6663|2|363.5|1.103550089488621
3|7807|1|229.5|1.0581837875353552|3|7807|2|258.25|1.0667723149150141
3|7875|1|396.6666666666667|1.140472363567524|3|7875|2|354.3333333333333|1.2872528090271704
3|8015|1|244.75|1.2294592325420857|3|8015|2|418.75|1.0434816714554211
3|9005|1|436.5|1.0938348195982743|3|9005|2|227.5|1.138891400594608
3|9377|1|292.25|1.091419930986822|3|9377|2|442.0|1.0528524704321733
3|9445|1|356.0|1.2327236869725424|3|9445|2|288.5|1.2578120195306473
3|9823|1|261.75|1.1087235993493332|3|9823|2|209.75|1.0664213576201127
3|10291|1|338.25|1.0533016047408612|3|10291|2|105.0|1.0120662802933051
3|10297|1|299.0|1.2696144379964494|3|10297|2|308.0|1.0241606803767533
3|11025|1|391.0|1.085951092084582|3|11025|2|326.25|1.0102624179923612
3|11107|1|373.0|1.0962579806044763|3|11107|2|478.0|1.3609586583506772
3|11561|1|382.0|1.073266504441561|3|11561|2|343.0|1.2243474858300483
3|12321|1|262.0|1.6428316261856553|3|12321|2|375.25|1.077548281910132
3|12853|1|197.66666666666666|1.159082904377994|3|12853|2|509.75|1.0088123194287715
3|13045|1|391.3333333333333|1.2568774493632806|3|13045|2|383.0|1.0808958001100537
3|13063|1|314.5|1.059498075156173|3|13063|2|337.25|1.2285958765613398
3|13197|1|377.0|1.142262248304404|3|13197|2|202.33333333333334|1.0178619651839922
3|13441|1|314.0|1.2856029559878286|3|13441|2|289.5|1.3915151714139409
3|13887|1|374.25|1.0575973910633651|3|13887|2|338.0|1.0224850929578428
3|15305|1|313.3333333333333|1.529284088536046|3|15305|2|304.0|1.3517695773706067
3|15445|1|311.25|1.2383180574142079|3|15445|2|224.0|1.520435048257369
3|15503|1|337.5|1.2232659965096453|3|15503|2|455.5|1.0837615525187305
3|16067|1|256.75|1.020345699037212|3|16067|2|204.0|1.3002984209772972
3|16697|1|351.5|1.00839607118829|3|16697|2|202.0|1.201329198819736
3|17425|1|316.5|1.3928083726050564|3|17425|2|340.3333333333333|1.1100939559720748
3|17999|1|281.75|1.3354863630135363|3|17999|2|390.0|1.0942681335906566
3|18053|1|173.5|1.0555657425205522|3|18053|2|327.5|1.2424679742573426
3|18459|1|384.75|1.0196748959709983|3|18459|2|233.75|1.1003464428181253
3|18551|1|473.0|1.0883261509928701|3|18551|2|368.3333333333333|1.2971192604979038
3|18845|1|375.5|1.09384707552878|3|18845|2|277.75|1.0995092232524464
3|20251|1|267.75|1.043447619723088|3|20251|2|345.5|1.1939268224837716
3|20395|1|336.25|1.0392945785165668|3|20395|2|302.3333333333333|1.0673600365326608
3|21755|1|372.5|1.1066232906583855|3|21755|2|355.25|1.2788975381424583
3|22189|1|400.6666666666667|1.2657880554760863|3|22189|2|228.25|1.0146550400861933
3|22445|1|295.5|1.366355235389234|3|22445|2|344.0|1.2413369356372093
3|22739|1|372.75|1.0815903643314178|3|22739|2|324.5|1.1530325333950346
3|22853|1|215.0|1.3858357885704349|3|22853|2|383.5|1.105455575080157
3|23465|1|398.6666666666667|1.2854007189718077|3|23465|2|296.0|1.0594794250279063
3|23747|1|347.75|1.0834505656982876|3|23747|2|357.75|1.009845348660462
3|24221|1|419.3333333333333|1.051186129262252|3|24221|2|337.5|1.1515968913172046
3|24259|1|393.6666666666667|1.0747513062664824|3|24259|2|158.5|1.3315192972461654
3|24509|1|306.0|1.0971083563412067|3|24509|2|376.25|1.0673170314890665
3|24599|1|211.0|1.5353987409112293|3|24599|2|382.5|1.112383738701053
3|25393|1|254.5|1.1942857321732205|3|25393|2|508.0|1.1525283756347664
3|25427|1|388.5|1.037635958179788|3|25427|2|422.3333333333333|1.146831718693015
3|25721|1|343.75|1.0944817458555531|3|25721|2|220.25|1.4256930330638444
3|27325|1|294.5|1.070345862720749|3|27325|2|136.5|1.1713443429879054
3|27471|1|157.0|1.0695833519000744|3|27471|2|158.5|1.3455457458461977
3|27769|1|375.3333333333333|1.2832471854149576|3|27769|2|443.0|1.1115771445560378
3|28435|1|392.25|1.0393119379075604|3|28435|2|357.0|1.217153718108233
3|28443|1|427.0|1.0353592630802875|3|28443|2|127.25|1.2636284032327942
3|28627|1|393.0|1.1716813577429956|3|28627|2|308.0|1.1651909403506029
3|29083|1|227.0|1.2283457223679424|3|29083|2|286.0|1.0465512564286898
3|29137|1|256.75|1.6226680846093082|3|29137|2|268.75|1.1068016277357313
3|29227|1|327.75|1.1736950280852676|3|29227|2|440.5|1.045781035342756
3|29501|1|164.75|1.5939705311290497|3|29501|2|327.3333333333333|1.0867880275106234
3|30287|1|207.25|1.811521618759341|3|30287|2|329.5|1.122187354925633
3|31293|1|258.6666666666667|1.0735201276403399|3|31293|2|430.5|1.0473941178338437
3|31605|1|211.33333333333334|1.4694111619264152|3|31605|2|221.0|1.4733423566446784
3|31617|1|167.25|1.1710070026668427|3|31617|2|354.0|1.020911927532424
3|31735|1|358.3333333333333|1.019740685390545|3|31735|2|243.75|1.1267813860342275
3|32263|1|266.0|1.0366718869547171|3|32263|2|157.66666666666666|1.0541587474696923
3|32531|1|358.5|1.019757589649353|3|32531|2|369.3333333333333|1.394394693457977
3|34647|1|376.0|1.1304693266942938|3|34647|2|315.25|1.0859236510844172
3|34749|1|410.25|1.0739679119583094|3|34749|2|366.75|1.0600787854306448
3|34773|1|248.75|1.0222306150856684|3|34773|2|237.5|1.5990560465705599
3|34983|1|374.0|1.0928711690181385|3|34983|2|336.75|1.1716352169000923
3|35263|1|344.75|1.0186354654630312|3|35263|2|341.3333333333333|1.5223281342415054
3|35633|1|226.0|1.1291338370031498|3|35633|2|304.5|1.1891440747330273
3|35683|1|377.6666666666667|1.1496169697906438|3|35683|2|373.5|1.128497382050827
3|35775|1|412.75|1.0146736244015089|3|35775|2|257.5|1.0580914933596148
4|7|1|172.33333333333334|1.095226855882188|4|7|2|348.75|1.2725915687445621
4|75|1|325.0|1.0458144245758363|4|75|2|322.0|1.1719066622846104
4|757|1|305.5|1.4616585028677989|4|757|2|247.0|1.3990495443288113
4|1599|1|368.5|1.1335501194224467|4|1599|2|420.25|1.0568308017872114
4|2393|1|342.0|1.1638920628615979|4|2393|2|345.0|1.1890866436634322
4|2701|1|401.75|1.0208717907213536|4|2701|2|377.5|1.0223163742786836
4|3103|1|393.3333333333333|1.289773434671254|4|3103|2|336.75|1.080018373612172
4|3353|1|307.75|1.1995823957307006|4|3353|2|406.5|1.0107368651029065
4|3801|1|301.5|1.3599387865652075|4|3801|2|367.75|1.0350370803465454
4|4027|1|337.25|1.2759361946699772|4|4027|2|297.25|1.256157744642089
4|4095|1|381.75|1.010939229272673|4|4095|2|328.75|1.3124934818445528
4|4193|1|456.3333333333333|1.055641344064693|4|4193|2|400.25|1.0373011376294357
4|4233|1|491.5|1.4055815365600344|4|4233|2|262.75|1.018495280129226
4|4415|1|566.5|1.0322635622970429|4|4415|2|296.6666666666667|1.3706686263544203
4|4851|1|363.5|1.1223276296075506|4|4851|2|119.25|1.1897590171811614
4|4915|1|330.0|1.1578401517296995|4|4915|2|412.25|1.0288307902680742
4|5169|1|372.0|1.0103880033016341|4|5169|2|198.25|1.0995628785210803
4|5737|1|302.25|1.0612816382510173|4|5737|2|341.25|1.2513778404514255
4|5871|1|200.0|1.3266122266887186|4|5871|2|360.25|1.0211516499308935
4|5951|1|280.75|1.3190640077348768|4|5951|2|109.0|1.2394944726416603
4|5975|1|275.75|1.193865894998619|4|5975|2|428.0|1.0897255708039604
4|6131|1|479.75|1.0069367217717005|4|6131|2|290.75|1.3432719998788265
4|6211|1|332.25|1.1924241785882195|4|6211|2|335.25|1.0611100535997886
4|6983|1|314.3333333333333|1.139710442163387|4|6983|2|409.0|1.1154156424953618
4|7199|1|406.0|1.0694024214411535|4|7199|2|346.6666666666667|1.07831126188814
4|7439|1|339.0|1.0448059438598725|4|7439|2|215.25|1.1654865634285754
4|7887|1|321.25|1.242623599788208|4|7887|2|291.0|1.4490829394614146
4|7969|1|263.0|1.3433555679817588|4|7969|2|533.0|1.1382694526417594
4|8063|1|254.25|1.065017956424331|4|8063|2|369.5|1.0071598939992816
4|8135|1|353.5|1.156853852714033|4|8135|2|266.5|1.2941783707481145
4|8339|1|259.25|1.3340146307783047|4|8339|2|320.3333333333333|1.0133154837734102
4|9743|1|246.0|1.2906402705361335|4|9743|2|377.6666666666667|1.1169994264789525
4|9839|1|218.0|1.0092994084267153|4|9839|2|388.75|1.0194057301109123
4|9929|1|310.0|1.0269385786206748|4|9929|2|343.25|1.0469228059263553
4|9977|1|275.5|1.067712236634397|4|9977|2|567.5|1.0478886396086107
4|10445|1|318.75|1.1000373975677709|4|10445|2|259.5|1.2424723186502515
4|10515|1|305.25|1.1837887436372159|4|10515|2|371.75|1.0563606486241326
4|10761|1|334.0|1.2364870736347402|4|10761|2|366.0|1.0470744842484299
4|10797|1|380.75|1.131787187269507|4|10797|2|127.75|1.0933971264614804
4|11061|1|322.75|1.0057181023365585|4|11061|2|283.75|1.0153261558117745
4|11333|1|483.5|1.0150526450156887|4|11333|2|296.5|1.0674966934950414
4|13943|1|406.75|1.1095990784095853|4|13943|2|264.0|1.5162259448058786
4|14417|1|361.3333333333333|1.175210133258744|4|14417|2|365.5|1.0388397564332523
4|14839|1|210.66666666666666|1.0042707932373895|4|14839|2|322.0|1.1229932757388992
4|14849|1|341.0|1.2455808199009502|4|14849|2|288.75|1.0931930556352976
4|14875|1|187.33333333333334|1.262873953512063|4|14875|2|295.0|1.5936121648248713
4|16933|1|192.25|1.0156537986654255|4|16933|2|296.5|1.0702069176600661
4|17255|1|343.25|1.118640684277755|4|17255|2|353.25|1.1054373161903428
4|18809|1|198.75|1.2621637123051597|4|18809|2|371.25|1.031776123175691
4|19965|1|367.0|1.030638117722342|4|19965|2|351.5|1.213138055507148
4|20095|1|296.6666666666667|1.020966294855222|4|20095|2|366.75|1.023819485881011
4|20333|1|265.75|1.1987468432619626|4|20333|2|318.25|1.0996547283875264
4|20587|1|169.25|1.2419714686843444|4|20587|2|179.25|1.1372945152512561
4|20745|1|489.25|1.001750364857232|4|20745|2|190.66666666666666|1.0554388524241543
4|21527|1|366.25|1.0438759461716791|4|21527|2|280.0|1.050558646334299
4|22369|1|455.0|1.0569897766755452|4|22369|2|437.75|1.0377896025089541
4|22455|1|507.5|1.0243785214882566|4|22455|2|284.6666666666667|1.2684190778658464
4|23711|1|228.0|1.0606118066142471|4|23711|2|442.0|1.0407313594072567
4|23733|1|345.25|1.1947114861798285|4|23733|2|341.75|1.010865650949276
4|24221|1|307.75|1.0069874483231276|4|24221|2|363.0|1.0917736878623143
4|24275|1|372.0|1.202465559099038|4|24275|2|344.25|1.0976404927497112
4|25093|1|265.0|1.3624052610760202|4|25093|2|378.25|1.1961487760189229
4|25117|1|277.6666666666667|1.2628908977234317|4|25117|2|210.5|1.330994539095495
4|25523|1|436.25|1.044719730333525|4|25523|2|418.6666666666667|1.0606018996346849
4|25977|1|380.25|1.0896556105443544|4|25977|2|382.0|1.263893756601482
4|26415|1|360.5|1.1006984679916267|4|26415|2|328.0|1.1350475045550599
4|26449|1|147.0|1.3629740207771173|4|26449|2|375.75|1.0096994903907233
4|26513|1|445.6666666666667|1.0366645943291173|4|26513|2|337.3333333333333|1.0612413603960376
4|26775|1|415.75|1.0698463504705866|4|26775|2|295.0|1.21765555564292
4|27215|1|287.75|1.1113644368456832|4|27215|2|423.0|1.0617526346192794
4|28261|1|459.0|1.0234620745413123|4|28261|2|349.75|1.0143551124919508
4|29341|1|374.25|1.1289055426816734|4|29341|2|424.0|1.0734647637565646
4|29853|1|461.0|1.1258489748176266|4|29853|2|203.5|1.1358369189024113
4|29913|1|329.75|1.0384737947418987|4|29913|2|342.75|1.1435006193173665
4|30557|1|305.0|1.2532183776458659|4|30557|2|314.25|1.110628996147401
4|30639|1|291.25|1.0722213184571932|4|30639|2|395.6666666666667|1.188879993867717
4|31475|1|230.75|1.680558719589597|4|31475|2|296.75|1.129851180758248
4|31717|1|407.25|1.0024059344646867|4|31717|2|259.5|1.043120845600245
4|32571|1|251.75|1.0084753429414257|4|32571|2|333.0|1.0405134568276497
4|32599|1|270.25|1.1983620732083464|4|32599|2|297.5|1.0838394718995048
4|32861|1|330.25|1.1664672205480444|4|32861|2|338.75|1.0771183369538453
4|32869|1|177.75|1.4414871916150522|4|32869|2|365.3333333333333|1.0277194218400139
4|32983|1|451.25|1.087497041819995|4|32983|2|252.33333333333334|1.7080826437935168
4|33353|1|205.5|1.2218182549843777|4|33353|2|239.25|1.303447119852041
4|33379|1|361.75|1.0889520352158424|4|33379|2|326.75|1.3655830738041326
4|33415|1|334.0|1.142708905319393|4|33415|2|338.25|1.0915601977700586
4|33521|1|404.25|1.0161936415588388|4|33521|2|380.0|1.0066698158732148
4|33675|1|289.75|1.5562205462639758|4|33675|2|135.66666666666666|1.1397525666944242
4|33827|1|320.0|1.319588990620438|4|33827|2|295.25|1.2029777481221686
4|34311|1|243.25|1.5569605963948172|4|34311|2|422.0|1.0150896506931388
4|34317|1|408.0|1.1556435361177797|4|34317|2|354.0|1.1337084170143936
5|681|1|218.75|1.308847049368052|5|681|2|363.75|1.04887651536011
5|1109|1|316.5|1.2289244289194943|5|1109|2|154.0|1.0377021594036349
5|1115|1|445.0|1.3347633622397752|5|1115|2|398.6666666666667|1.1844786868586432
5|1217|1|193.5|1.2372665788484305|5|1217|2|360.75|1.0287339503593838
