i_category|i_brand|s_store_name|s_company_name|d_year|d_moy|avg_monthly_sales|sum_sales|psum|nsum
Music|"importoscholar #1"|able|Unknown|1999|5|14085.9725|7870.16|7792.81|8578.15
Music|"edu packscholar #1"|eing|Unknown|1999|7|11395.9025|5194.64|6973.93|16041.34
Women|"edu packamalg #1"|able|Unknown|1999|7|13468.4275|7287.52|7339.61|16841.87
Music|"exportischolar #1"|able|Unknown|1999|2|15651.406666666666|9490.65|9751.98|10073.38
Men|"importoimporto #1"|eing|Unknown|1999|2|10092.178333333333|3958.35|8098.58|5873.92
Women|"edu packamalg #1"|able|Unknown|1999|6|13468.4275|7339.61|8944.15|7287.52
Children|"exportiexporti #1"|cally|Unknown|1999|4|10165.5425|4088.67|6778.13|7236.74
Women|"amalgamalg #1"|bar|Unknown|1999|2|10758.396666666667|4693.14|7817.54|7098.08
Shoes|"edu packedu pack #1"|able|Unknown|1999|4|13739.7775|7677.23|8265.88|9511.46
Shoes|"importoedu pack #1"|able|Unknown|1999|4|15304.9375|9249.99|8916.68|10105.26
Shoes|"amalgedu pack #1"|able|Unknown|1999|5|15345.871666666666|9308.43|8027.57|8251.23
Men|"amalgimporto #1"|able|Unknown|1999|5|14975.1775|8960.36|8754.85|9134.24
Women|"importoamalg #1"|able|Unknown|1999|3|14874.034166666666|8886.54|8198.56|10131.54
Children|"exportiexporti #1"|able|Unknown|1999|7|14668.781666666666|8687.65|7829.01|18282.89
Shoes|"importoedu pack #1"|ought|Unknown|1999|3|10704.204166666666|4760.74|5740.25|5525.38
Music|"exportischolar #1"|able|Unknown|1999|1|15651.406666666666|9751.98|32358.72|9490.65
Children|"importoexporti #1"|able|Unknown|1999|7|14628.9875|8771.91|7942.79|18243.68
Music|"edu packscholar #1"|eing|Unknown|1999|2|11395.9025|5553.12|8041.88|5864.63
Men|"amalgimporto #1"|able|Unknown|1999|6|14975.1775|9134.24|8960.36|7833.10
Men|"edu packimporto #1"|cally|Unknown|1999|4|10665.535|4883.73|5814.26|6929.08
Children|"edu packexporti #1"|able|Unknown|1999|7|13561.118333333334|7781.01|7861.70|19376.64
Music|"amalgscholar #1"|able|Unknown|1999|7|14020.745833333332|8261.78|7499.84|18236.30
Music|"exportischolar #1"|ought|Unknown|1999|5|10309.348333333333|4575.30|6696.99|5667.07
Men|"amalgimporto #1"|cally|Unknown|1999|7|10305.914166666667|4575.77|6444.04|12438.76
Women|"exportiamalg #1"|able|Unknown|1999|4|12907.666666666666|7178.35|7476.81|7463.12
Children|"edu packexporti #1"|able|Unknown|1999|6|13561.118333333334|7861.70|8295.94|7781.01
Women|"exportiamalg #1"|able|Unknown|1999|6|12907.666666666666|7214.26|7463.12|7304.30
Women|"importoamalg #1"|able|Unknown|1999|7|14874.034166666666|9182.62|7976.19|18871.61
Shoes|"edu packedu pack #1"|able|Unknown|1999|7|13739.7775|8059.68|7287.39|19084.33
Women|"edu packamalg #1"|able|Unknown|1999|3|13468.4275|7792.80|8172.81|8027.67
Men|"exportiimporto #1"|ese|Unknown|1999|2|9700.865833333333|4025.26|7276.52|5675.38
Shoes|"amalgedu pack #1"|eing|Unknown|1999|2|10297.4125|4634.59|8204.38|5068.10
Men|"edu packimporto #1"|ought|Unknown|1999|4|10757.754166666668|5097.27|6285.15|5689.83
Music|"edu packscholar #1"|ought|Unknown|1999|3|11280.4975|5628.22|5867.53|7835.53
Men|"amalgimporto #1"|ese|Unknown|1999|7|10020.813333333334|4370.21|5341.49|12773.68
