C,NEMP.WORLD,DAILY,AEMO,PUBLIC,2023/11/18,04:05:04,0000000402799132,,0000000402799132
I,DISPATCH,CASESOLUTION,1,SETTLEMENTDATE,RUNNO,INTERVENTION,CASESUBTYPE,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED
D,DISPATCH,CASESOLUTION,1,"2023/11/17 04:55:00",1,0,,1,,0,-16547387.8360,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 04:50:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:00:00",1,0,,1,,0,-14134931.5130,0,0,0,0,0.2,,,,,0,0,0,"2023/11/17 04:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:05:00",1,0,,0,,0,-19099921.3580,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:00:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:10:00",1,0,,0,,0,-18967112.4580,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:05:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:15:00",1,0,,0,,0,-19075483.1820,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:20:00",1,0,,0,,0,-19184913.3440,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:25:00",1,0,,1,,0,-14343450.8660,0,0,0,0,0.2,,,,,0,0,0,"2023/11/17 05:20:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:30:00",1,0,,0,,0,-19331879.1490,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:25:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:35:00",1,0,,0,,0,-19582540.7460,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:40:00",1,0,,0,,0,-19995441.8250,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:45:00",1,0,,0,,0,-20392189.2680,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:50:00",1,0,,0,,0,-20620333.3450,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:45:07"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 05:55:00",1,0,,0,,0,-21362524.3070,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:00:00",1,0,,0,,0,-21489793.8170,0,0,0,0,0,,,,,0,0,0,"2023/11/17 05:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:05:00",1,0,,1,,0,2094013133.35,0,0,0,0,86.091,,,,,0,0,0,"2023/11/17 06:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:10:00",1,0,,1,,0,1338468636.7650,0,0,0,0,55.418,,,,,0,0,0,"2023/11/17 06:05:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:15:00",1,0,,1,,0,548289035.8710,0,0,0,0,23.281,,,,,0,0,0,"2023/11/17 06:10:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:20:00",1,0,,1,,0,2773061028.0780,0,0,0,0,113.806,,,,,0,0,0,"2023/11/17 06:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:25:00",1,0,,1,,0,1505021017.9440,0,0,0,0,62.326,,,,,0,0,0,"2023/11/17 06:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:30:00",1,0,,1,,0,490360523.2630,0,0,0,0,21.085,,,,,0,0,0,"2023/11/17 06:25:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:35:00",1,0,,1,,0,2187250227.8070,0,0,0,0,90.128,,,,,0,0,0,"2023/11/17 06:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:40:00",1,0,,1,,0,2664659481.8670,0,0,8.851,0,91.522,,,,,0,0,0,"2023/11/17 06:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:45:00",1,0,,1,,0,1062603019.6170,0,0,0,0,44.402,,,,,0,0,0,"2023/11/17 06:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:50:00",1,0,,1,,0,586841408.2250,0,0,0,0,25.053,,,,,0,0,0,"2023/11/17 06:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 06:55:00",1,0,,0,,0,-28726654.8030,0,0,0,0,0,,,,,0,0,0,"2023/11/17 06:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:00:00",1,0,,1,,0,1485033818.2130,0,0,0,0,61.621,,,,,0,0,0,"2023/11/17 06:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:05:00",1,0,,1,,0,1216625476.3170,0,0,0,0,50.703,,,,,0,0,0,"2023/11/17 07:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:10:00",1,0,,1,,0,1305259053.6630,0,0,0,0,54.355,,,,,0,0,0,"2023/11/17 07:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:15:00",1,0,,1,,0,591119444.4970,0,0,0,0,25.29,,,,,0,0,0,"2023/11/17 07:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:20:00",1,0,,1,,0,742149171.6520,0,0,0,0.416,30.151,,,,,0,0,0,"2023/11/17 07:15:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:25:00",1,0,,1,,0,766417739.3210,0,0,0,0.416,31.141,,,,,0,0,0,"2023/11/17 07:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:30:00",1,0,,1,,0,352861875.1030,0,0,0,0.416,14.315,,,,,0,0,0,"2023/11/17 07:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:35:00",1,0,,1,,0,8817834722.1480,0,0,0,0.416,358.351,,,,,0,0,0,"2023/11/17 07:30:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:40:00",1,0,,1,,0,2359869476.2250,0,0,0,0.416,95.668,,,,,0,0,0,"2023/11/17 07:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:45:00",1,0,,1,,0,1365028867.05,0,0,0,0.416,55.296,,,,,0,0,0,"2023/11/17 07:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:50:00",1,0,,1,,0,15272157.7030,0,0,0,0.416,0.51,,,,,0,0,0,"2023/11/17 07:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 07:55:00",1,0,,1,,0,5022568.40,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 07:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:00:00",1,0,,1,,0,2071536.4830,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 07:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:05:00",1,0,,1,,0,5881035925.2910,0,0,0,0.416,239.213,,,,,0,0,0,"2023/11/17 08:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:10:00",1,0,,1,,0,4892605710.2240,0,0,0,0.416,198.989,,,,,0,0,0,"2023/11/17 08:05:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:15:00",1,0,,1,,0,3819130532.2320,0,0,0,0.416,155.302,,,,,0,0,0,"2023/11/17 08:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:20:00",1,0,,1,,0,2677901325.5920,0,0,0,0.416,108.846,,,,,0,0,0,"2023/11/17 08:15:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:25:00",1,0,,1,,0,1509812889.8560,0,0,0,0.416,61.311,,,,,0,0,0,"2023/11/17 08:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:30:00",1,0,,1,,0,168787982.9490,0,0,0,0.416,6.736,,,,,0,0,0,"2023/11/17 08:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:35:00",1,0,,1,,0,7564605.6680,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 08:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:40:00",1,0,,1,,0,3536720.6290,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 08:35:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:45:00",1,0,,1,,0,3379078.5810,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 08:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:50:00",1,0,,1,,0,123950548.9330,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 08:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 08:55:00",1,0,,1,,0,122839634.4540,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 08:50:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:00:00",1,0,,1,,0,122216116.48,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 08:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:05:00",1,0,,1,,0,3424718.80,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 09:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:10:00",1,0,,1,,0,3271843.5390,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 09:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:15:00",1,0,,1,,0,3257726.6290,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 09:10:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:20:00",1,0,,1,,0,3586935.9820,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 09:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:25:00",1,0,,1,,0,5994413.4070,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 09:20:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:30:00",1,0,,1,,0,3610284.7060,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 09:25:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:35:00",1,0,,1,,0,4456441.6050,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 09:30:07"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:40:00",1,0,,1,,0,18731332.1660,0,0,0,0.416,0.61,,,,,0,0,0,"2023/11/17 09:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:45:00",1,0,,1,,0,6422848.2190,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 09:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:50:00",1,0,,1,,0,6444921.5360,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 09:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 09:55:00",1,0,,1,,0,6859042.8620,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 09:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:00:00",1,0,,1,,0,5911282.9530,0,0,0,0.416,0.06,,,,,0,0,0,"2023/11/17 09:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:05:00",1,0,,1,,0,5201965.0710,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 10:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:10:00",1,0,,1,,0,4376118.4030,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 10:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:15:00",1,0,,1,,0,4013503.9750,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 10:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:20:00",1,0,,1,,0,6348990.8130,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 10:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:25:00",1,0,,1,,0,13747527.9270,0,0,0,0.416,0.41,,,,,0,0,0,"2023/11/17 10:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:30:00",1,0,,1,,0,6571442.6830,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 10:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:35:00",1,0,,1,,0,14211057.60,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/17 10:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:40:00",1,0,,1,,0,7504324.2550,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 10:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:45:00",1,0,,1,,0,8528550.0170,0,0,0,0.416,0.16,,,,,0,0,0,"2023/11/17 10:40:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:50:00",1,0,,1,,0,4225305.82,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 10:45:07"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 10:55:00",1,0,,1,,0,21485872.2540,0,0,0,0.416,0.71,,,,,0,0,0,"2023/11/17 10:50:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:00:00",1,0,,1,,0,4226007.7930,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 10:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:05:00",1,0,,1,,0,4172215.6160,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:00:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:10:00",1,0,,1,,0,6683973.9840,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 11:05:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:15:00",1,0,,1,,0,3830504.4820,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:20:00",1,0,,1,,0,11791856.5180,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/17 11:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:25:00",1,0,,1,,0,6975406.9030,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 11:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:30:00",1,0,,1,,0,4534686.4890,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:35:00",1,0,,1,,0,4487944.2080,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:30:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:40:00",1,0,,1,,0,4280498.3490,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:35:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:45:00",1,0,,1,,0,4225721.8810,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:40:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:50:00",1,0,,1,,0,4102987.3650,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 11:55:00",1,0,,1,,0,22144271.3020,0,0,0,0.416,0.61,,,,,0,0,0,"2023/11/17 11:50:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:00:00",1,0,,1,,0,9140815.3220,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 11:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:05:00",1,0,,1,,0,9116493.9280,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 12:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:10:00",1,0,,1,,0,10003655.0370,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 12:05:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:15:00",1,0,,1,,0,18079517.01,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 12:10:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:20:00",1,0,,1,,0,27406117.0570,0,0,0,0.416,0.91,,,,,0,0,0,"2023/11/17 12:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:25:00",1,0,,1,,0,4320521.9670,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 12:20:10"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:30:00",1,0,,1,,0,2476488974.4520,0,0,0,0.416,100.343,,,,,0,0,0,"2023/11/17 12:25:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:35:00",1,0,,1,,0,1244271669.4330,0,0,0,0.416,50.318,,,,,0,0,0,"2023/11/17 12:30:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:40:00",1,0,,1,,0,27240398.8090,0,0,0,0.416,0.912,,,,,0,0,0,"2023/11/17 12:35:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:45:00",1,0,,1,,0,165936351.37,0,0,6.3,0.416,0.1,,,,,0,0,0,"2023/11/17 12:40:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:50:00",1,0,,1,,0,165859462.5740,0,0,5.5,0.416,0.92,,,,,0,0,0,"2023/11/17 12:45:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 12:55:00",1,0,,1,,0,8521883.3220,0,0,0,0.416,0.16,,,,,0,0,0,"2023/11/17 12:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:00:00",1,0,,1,,0,7561068.9480,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 12:55:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:05:00",1,0,,1,,0,4643264.7460,0,0,0,0.416,0.01,,,,,0,0,0,"2023/11/17 13:00:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:10:00",1,0,,1,,0,7234913.6530,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 13:05:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:15:00",1,0,,1,,0,7173770.6820,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 13:10:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:20:00",1,0,,1,,0,7113525.2630,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 13:15:07"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:25:00",1,0,,1,,0,4677430.2130,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 13:20:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:30:00",1,0,,1,,0,7137757.2140,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 13:25:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:35:00",1,0,,1,,0,3968739.0110,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 13:30:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:40:00",1,0,,1,,0,6180673.3160,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 13:35:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:45:00",1,0,,1,,0,11551903.7220,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/17 13:40:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:50:00",1,0,,1,,0,3872835.5480,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 13:45:07"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 13:55:00",1,0,,1,,0,17473325.51,0,0,0,0.416,0.56,,,,,0,0,0,"2023/11/17 13:50:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:00:00",1,0,,1,,0,3750810.7370,0,0,0,0.416,0.01,,,,,0,0,0,"2023/11/17 13:55:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:05:00",1,0,,1,,0,13604150.2940,0,0,0,0.416,0.41,,,,,0,0,0,"2023/11/17 14:00:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:10:00",1,0,,1,,0,527721659.4740,0,0,0,0.416,21.32,,,,,0,0,0,"2023/11/17 14:05:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:15:00",1,0,,1,,0,6294109.5750,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 14:10:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:20:00",1,0,,1,,0,21318486.3070,0,0,0,0.416,0.71,,,,,0,0,0,"2023/11/17 14:15:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:25:00",1,0,,1,,0,6046850.4370,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/17 14:20:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:30:00",1,0,,1,,0,3612256.4120,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 14:25:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:35:00",1,0,,1,,0,5906741.4970,0,0,0,0.416,0.21,,,,,0,0,0,"2023/11/17 14:30:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:40:00",1,0,,1,,0,72617.3270,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 14:35:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:45:00",1,0,,1,,0,272811.3590,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 14:40:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:50:00",1,0,,1,,0,548861020.6880,0,0,7.337,0.416,7.337,,,,,0,0,0,"2023/11/17 14:45:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 14:55:00",1,0,,1,,0,14953704.1040,0,0,0,0.416,0.61,,,,,0,0,0,"2023/11/17 14:50:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:00:00",1,0,,1,,0,76782.3890,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 14:55:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:05:00",1,0,,1,,0,1829348191.2050,0,0,72.095,0.416,0.41,,,,,0,0,0,"2023/11/17 15:00:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:10:00",1,0,,1,,0,1410714484.4390,0,0,55.817,0.416,0.1,,,,,0,0,0,"2023/11/17 15:05:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:15:00",1,0,,1,,0,1070070453.6940,0,0,42.332,0.416,0.1,,,,,0,0,0,"2023/11/17 15:10:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:20:00",1,0,,1,,0,741446570.9290,0,0,29.271,0.416,0.16,,,,,0,0,0,"2023/11/17 15:15:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:25:00",1,0,,1,,0,604683647.8940,0,0,14.659,2.808,2.1,,,,,0,0,0,"2023/11/17 15:20:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:30:00",1,0,,1,,0,182919191.4570,0,0,0,2.808,0,,,,,0,0,0,"2023/11/17 15:25:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:35:00",1,0,,1,,0,351791624.4190,0,0,0,5.002,0,,,,,0,0,0,"2023/11/17 15:30:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:40:00",1,0,,0,,0,-32479057.79,0,0,0,0,0,,,,,0,0,0,"2023/11/17 15:35:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:45:00",1,0,,1,,0,-21112431.6520,0,0,0,0,0.46,,,,,0,0,0,"2023/11/17 15:40:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:50:00",1,0,,1,,0,-29981122.65,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 15:45:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 15:55:00",1,0,,1,,0,-30107374.6380,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 15:50:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:00:00",1,0,,0,,0,-32339890.8670,0,0,0,0,0,,,,,0,0,0,"2023/11/17 15:55:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:05:00",1,0,,1,,0,80864316.1390,0,0,0,0,4.65,,,,,0,0,0,"2023/11/17 16:00:07"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:10:00",1,0,,0,,0,-34074408.4470,0,0,0,0,0,,,,,0,0,0,"2023/11/17 16:05:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:15:00",1,0,,0,,0,-35444084.7180,0,0,0,0,0,,,,,0,0,0,"2023/11/17 16:10:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:20:00",1,0,,1,,0,-30480486.3150,0,0,0,0,0.2,,,,,0,0,0,"2023/11/17 16:15:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:25:00",1,0,,1,,0,-33015540.6270,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 16:20:10"
