C,NEMP.WORLD,DAILY,AEMO,PUBLIC,2023/12/15,04:05:05,0000000405621952,,0000000405621952
I,DISPATCH,CASESOLUTION,1,SETTLEMENTDATE,RUNNO,INTERVENTION,CASESUBTYPE,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:00:00",1,0,,1,,0,416300595.6520,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 10:55:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:05:00",1,0,,1,,0,415313896.6830,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:00:06"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:10:00",1,0,,1,,0,415592887.1020,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:05:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:15:00",1,0,,1,,0,414378280.95,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:10:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:20:00",1,0,,1,,0,414155006.6970,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:15:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:25:00",1,0,,1,,0,419834334.4860,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:20:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:30:00",1,0,,1,,0,238640027.5540,0,0,10.4,0.416,0,,,,,0,0,0,"2023/12/14 11:25:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:35:00",1,0,,1,,0,241667831.9130,0,0,10.4,0.416,0.1,,,,,0,0,0,"2023/12/14 11:30:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:40:00",1,0,,1,,0,12435352.6530,0,0,1.4,0.416,0,,,,,0,0,0,"2023/12/14 11:35:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:45:00",1,0,,1,,0,12191750.90,0,0,1.4,0.416,0,,,,,0,0,0,"2023/12/14 11:40:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:50:00",1,0,,1,,0,414914028.9510,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:45:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 11:55:00",1,0,,1,,0,414704349.5090,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:50:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:00:00",1,0,,1,,0,414553601.3260,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 11:55:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:05:00",1,0,,1,,0,412233593.7690,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 12:00:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:10:00",1,0,,1,,0,414387473.7950,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 12:05:08"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:15:00",1,0,,1,,0,412414812.1920,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 12:10:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:20:00",1,0,,1,,0,414854811.9440,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 12:15:08"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:25:00",1,0,,1,,0,411620825.0690,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 12:20:06"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:30:00",1,0,,1,,0,411523777.1470,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 12:25:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:35:00",1,0,,1,,0,496434228.0640,0,0,20.8,0.416,0,,,,,0,0,0,"2023/12/14 12:30:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:40:00",1,0,,1,,0,754657324.1510,0,0,25.43,0.416,0,,,,,0,0,0,"2023/12/14 12:35:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:45:00",1,0,,1,,0,753017608.5180,0,0,31,0.416,0,,,,,0,0,0,"2023/12/14 12:40:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:50:00",1,0,,1,,0,666927516.4640,0,0,27.6,0.416,0,,,,,0,0,0,"2023/12/14 12:45:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 12:55:00",1,0,,1,,0,495503706.1040,0,0,20.8,0.416,0,,,,,0,0,0,"2023/12/14 12:50:13"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:00:00",1,0,,1,,0,410271401.9980,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 12:55:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:05:00",1,0,,1,,0,408691051.4040,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:00:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:10:00",1,0,,1,,0,407990689.6520,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:05:12"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:15:00",1,0,,1,,0,408688733.4460,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:10:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:20:00",1,0,,1,,0,688825985.9080,0,0,28.542,0.416,0,,,,,0,0,0,"2023/12/14 13:15:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:25:00",1,0,,1,,0,408511661.4380,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:20:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:30:00",1,0,,1,,0,408612580.0160,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:25:10"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:35:00",1,0,,1,,0,405160240.6690,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:30:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:40:00",1,0,,1,,0,404417796.2450,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:35:11"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:45:00",1,0,,1,,0,674873160.8510,0,0,25.45,0.416,0,,,,,0,0,0,"2023/12/14 13:40:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:50:00",1,0,,1,,0,467998956.4580,0,0,19.888,0.416,0,,,,,0,0,0,"2023/12/14 13:45:06"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 13:55:00",1,0,,1,,0,405256293.9140,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:50:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:00:00",1,0,,1,,0,405743209.9920,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 13:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:05:00",1,0,,1,,0,403278691.5210,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:00:11"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:10:00",1,0,,1,,0,402705155.3540,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:05:13"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:15:00",1,0,,1,,0,402090693.0540,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:10:06"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:20:00",1,0,,1,,0,400476794.7950,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:15:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:25:00",1,0,,1,,0,400237705.2250,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:20:08"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:30:00",1,0,,1,,0,399576676.2390,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:25:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:35:00",1,0,,1,,0,398983569.3680,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:30:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:40:00",1,0,,1,,0,399641853.4360,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:35:09"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:45:00",1,0,,1,,0,399795757.8790,0,0,17.4,0.416,0,,,,,0,0,0,"2023/12/14 14:40:08"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:50:00",1,0,,1,,0,-40785378.0680,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 14:45:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 14:55:00",1,0,,1,,0,-41406295.5940,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 14:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:00:00",1,0,,1,,0,-41294505.9420,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 14:55:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:05:00",1,0,,1,,0,-41224756.5410,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 15:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:10:00",1,0,,1,,0,-41773193.5560,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 15:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:15:00",1,0,,1,,0,-42405538.24,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 15:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:20:00",1,0,,1,,0,-42198440.9260,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 15:15:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:25:00",1,0,,1,,0,247853335.0850,0,0,0,4.204,0,,,,,0,0,0,"2023/12/14 15:20:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:30:00",1,0,,1,,0,140966629.3680,0,0,0,2.808,0,,,,,0,0,0,"2023/12/14 15:25:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:35:00",1,0,,1,,0,-44687867.4280,0,0,0,0.416,0,,,,,0,0,0,"2023/12/14 15:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:40:00",1,0,,0,,0,-77259122.3660,0,0,0,0,0,,,,,0,0,0,"2023/12/14 15:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:45:00",1,0,,0,,0,-77794853.5190,0,0,0,0,0,,,,,0,0,0,"2023/12/14 15:40:04"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:50:00",1,0,,0,,0,-86265296.4740,0,0,0,0,0,,,,,0,0,0,"2023/12/14 15:45:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 15:55:00",1,0,,0,,0,-88985027.49,0,0,0,0,0,,,,,0,0,0,"2023/12/14 15:50:06"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 16:00:00",1,0,,0,,0,-89728440.3010,0,0,0,0,0,,,,,0,0,0,"2023/12/14 15:55:06"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 16:05:00",1,0,,0,,0,-89347534.3980,0,0,0,0,0,,,,,0,0,0,"2023/12/14 16:00:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 16:10:00",1,0,,0,,0,-89042232.0150,0,0,0,0,0,,,,,0,0,0,"2023/12/14 16:05:08"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 16:15:00",1,0,,0,,0,-89924804.1690,0,0,0,0,0,,,,,0,0,0,"2023/12/14 16:10:05"
D,DISPATCH,CASESOLUTION,1,"2023/12/14 16:20:00",1,0,,0,,0,-89112161.2950,0,0,0,0,0,,,,,0,0,0,"2023/12/14 16:15:05"
