channel|i_brand_id|i_class_id|i_category_id|sum_sales|number_sales
store|9008004|8|9|1775.65|40
store|1003001|3|8|1802.61|48
store|7001008|1|7|1875.27|53
store|6013006|13|6|1877.44|46
store|5003002|1|5|1888.39|40
store|5001001|1|1|1913.99|48
store|4004001|4|2|1924.39|64
store|2004001|4|7|1943.89|64
store|3002001|2|10|1970.29|44
store|3001001|1|10|1984.74|62
store|1003001|3|6|1994.21|53
store|7006008|6|7|2059.44|57
store|8008002|8|8|2068.17|49
store|4001001|1|1|2079.48|43
store|2002001|2|8|2122.62|58
store|2002002|9|2|2154.92|45
store|7011002|11|7|2171.18|59
store|6015002|15|6|2176.08|68
store|2002001|2|10|2212.85|60
store|1003001|3|9|2231.93|53
store|5002001|2|5|2236.13|54
store|10004001|4|10|2254.74|55
store|1002001|2|2|2258.26|56
store|3003002|4|3|2269.19|67
store|7005004|5|7|2286.85|50
store|5001001|1|5|2319.31|59
store|3004001|4|6|2321.70|53
store|3004001|4|5|2324.07|63
store|1004001|4|7|2331.46|64
store|4002001|2|6|2339.82|59
store|4003001|3|5|2339.98|55
store|5004002|1|5|2344.71|66
store|7015010|15|7|2353.95|60
store|4003002|4|4|2357.47|65
store|7001010|1|7|2372.12|67
store|3003001|3|4|2378.95|60
store|3004002|1|3|2401.39|66
store|2001001|1|9|2411.14|67
store|6003004|3|6|2436.37|66
store|7008002|8|7|2440.89|52
store|7006006|6|7|2452.82|55
store|7013006|13|7|2454.14|63
store|2004001|4|3|2458.39|57
store|1002002|1|1|2489.12|66
store|7007010|7|7|2493.66|55
store|9016008|16|9|2494.70|74
store|1004001|4|8|2536.20|67
store|5002001|2|6|2545.29|52
store|7006010|6|7|2576.52|64
store|8012006|12|8|2587.28|70
store|8016006|16|8|2604.55|61
store|1002002|3|1|2614.10|67
store|1004001|4|1|2626.18|75
store|8009008|9|8|2688.15|65
store|6011006|11|6|2696.38|83
store|7015008|15|7|2733.90|66
store|7013002|13|7|2734.86|72
store|8013002|13|8|2767.28|71
store|7009004|9|7|2770.98|81
store|6003002|3|6|2771.22|69
store|9011008|11|9|2783.39|70
store|6010002|10|6|2798.57|77
store|8015008|15|8|2854.17|67
store|2004002|3|2|2864.34|76
store|8007010|7|8|2880.43|73
store|2001001|1|7|2952.09|74
store|8014002|14|8|2968.30|76
store|4001001|1|5|2973.68|78
store|8007008|7|8|3006.69|64
store|8010006|10|8|3029.59|70
store|9009002|9|9|3029.74|82
store|3001002|4|3|3107.01|70
store|2001001|1|2|3122.66|82
store|7012006|12|7|3122.92|81
store|2002002|1|2|3150.41|82
store|4004001|4|4|3172.76|78
store|3003002|2|3|3192.45|76
store|9016002|16|9|3212.00|74
store|2002002|4|2|3242.21|86
store|4003002|2|4|3247.81|72
store|4001002|2|4|3248.04|91
store|8016002|16|8|3286.77|87
store|9004008|4|9|3362.11|78
store|6012006|12|6|3433.11|86
store|6002002|2|6|3450.04|92
store|8009006|9|8|3483.36|92
store|3002001|2|2|3490.39|95
store|7016006|16|7|3520.30|98
store|5003002|4|5|3540.16|78
store|9014008|14|9|3578.13|96
store|7010006|10|7|3609.25|76
store|9002002|2|9|3672.64|96
store|9008008|8|9|3717.73|99
store|7015002|15|7|3784.29|105
store|1001002|3|1|3813.28|110
store|7014006|14|7|3869.80|95
store|9010008|10|9|3967.48|114
store|5002001|2|2|4218.55|90
store|2002001|2|5|4281.60|99
store|7014008|14|7|4534.00|109
store|7011004|11|7|4647.74|112
store|9012002|12|9|4841.96|128
store|6009008|9|6|5239.55|135
store|6010006|10|6|5354.91|126
store|9015002|15|9|6715.01|183
store|2004002|4|2|41111.98|1073
store|2002002|2|2|44722.54|1154
store|3004002|4|3|45219.62|1207
store|4001002|1|4|51074.14|1348
store|5003002|3|5|54002.68|1318
store|10009008|1|10|208.45|7
store|9003005|3|10|286.29|8
store|6006004|11|6|294.50|6
store|6004006|2|6|313.71|13
store|6005008|3|6|321.40|13
store|6007006|12|6|367.12|10
store|9009012|14|9|390.55|11
store|10003011|15|7|419.85|13
store|5001001|13|6|426.01|12
store|4004001|3|10|432.08|11
store|10001005|1|10|446.00|15
store|9010009|7|9|457.33|17
store|10008017|3|10|484.23|13
store|7012010|3|7|577.81|12
store|3004001|11|8|585.68|10
store|6009001|1|1|613.76|12
store|7013001|13|8|631.38|15
store|9010005|1|5|642.72|19
store|1002001|2|5|681.30|18
store|10004016|8|10|684.22|14
store|10001016|1|10|705.07|29
store|10015010|15|10|712.96|15
store|3004001|1|3|725.82|20
store|1002002|7|1|809.75|13
store|10014005|14|10|824.77|18
store|8013001|13|9|832.72|21
store|10003012|3|10|835.44|38
store|9002012|2|9|870.98|18
store|7003008|3|7|972.91|30
store|10010011|10|10|980.09|19
store|6004004|4|6|1018.54|33
store|9009010|1|9|1047.70|23
store|7003005|3|4|1072.07|28
store|7003004|3|7|1124.96|38
store|7013008|13|7|1233.13|34
store|4002002|10|4|1311.66|31
store|2002002|10|2|1314.85|38
store|10013007|13|10|1337.74|39
store|3002001|2|5|1412.83|33
store|2001001|1|3|1425.33|39
store|10010005|10|10|1452.91|27
store|4001001|2|2|1509.60|34
store|3002001|2|6|1558.88|42
store|7003002|3|7|1613.49|47
store|9010006|10|9|1620.48|40
store|3004001|4|9|1671.63|49
store|10009013|9|10|1689.70|43
store|3001002|3|3|1753.28|49
store|4002001|2|1|1762.55|45
store|5002001|2|10|1818.05|44
store|10003002|3|10|1836.21|57
store|4001001|2|4|1884.08|44
store|3002001|3|4|1974.79|43
store|6008004|8|6|1999.41|59
store|6006006|6|6|2055.29|55
store|5001001|1|6|2230.44|65
store|7016010|16|7|2429.92|63
store|4001002|4|4|2562.82|70
store|2003002|4|2|2635.73|59
store|3002002|3|3|2914.74|69
store|8007004|7|8|3121.94|72
store|8012002|12|8|3146.95|83
store|7002006|2|7|3359.10|98
store|3001002|2|3|3451.56|99
store|8005008|5|8|3461.71|92
store|1004001|4|4|3560.20|98
store|6007006|7|6|3765.51|97
store|4002001|2|5|3803.29|102
store|6004006|4|6|4117.95|111
store|8009002|9|8|4152.15|109
store|6016006|16|6|4481.57|107
store|3002002|4|3|4761.23|104
store|6015006|15|6|4806.07|145
store|2001002|1|2|46434.05|1171
store|4004002|4|4|48825.65|1252
store|10015013|1|1|307.64|11
store|4003002|5|4|371.44|14
store|8015008|2|8|556.77|13
store|10013005|3|3|571.87|15
store|5004001|2|2|831.97|25
store|8004009|2|5|853.34|26
store|3002001|2|1|974.73|26
store|7016002|16|7|1005.03|25
store|7012004|1|7|1110.52|22
store|8003004|3|8|1275.27|36
store|4001001|1|4|1341.00|32
store|4003001|2|5|1348.27|35
store|9006006|6|9|1380.73|30
store|7010004|10|7|1393.04|49
store|2003002|11|2|1399.71|36
store|8009010|9|8|1526.70|39
store|9016010|16|9|1614.46|38
store|5002001|2|3|1907.73|46
store|10015015|15|10|1983.95|59
store|9003006|3|9|2284.32|52
store|3002002|8|3|2300.02|58
store|8003006|3|8|2465.32|57
store|6006008|6|6|2506.54|65
store|8003010|3|8|2699.16|68
store|6014004|14|6|2984.00|79
store|1002001|2|9|3217.14|79
store|9015008|15|9|3677.09|106
store|5002001|2|9|3681.18|86
store|9003008|3|9|3910.10|87
store|3003001|3|7|4227.45|97
store|3003002|3|3|46251.90|1176
store|5002002|2|5|51298.64|1312
store|7006004|10|7|217.08|8
store|5004001|3|2|697.65|20
store|8004002|4|8|995.87|29
store|10013004|13|10|998.61|29
store|3003001|3|2|1333.42|35
store|9015012|15|9|1336.17|29
store|7015006|15|7|1559.97|36
store|4004001|4|1|3016.62|87
store|5002002|1|5|3256.55|87
store|9003002|3|9|6023.86|145
store|9005002|5|9|7012.93|161
store|2003002|3|2|39500.61|1084
store|1004002|4|1|48594.23|1294
store|6012003|9|9|445.98|12
store|8002005|1|3|562.85|14
store|3003001|2|7|851.56|22
store|6015001|15|10|947.45|23
store|4004002|8|4|1480.98|35
store|10014011|2|10|793.69|12
store|2002001|2|7|1062.05|29
store|6014008|14|6|2251.59|67
store|7008004|8|7|3266.26|85
store|8011002|11|8|2385.67|65
store|3004001|4|10|286.31|12
store|1004002|9|1|669.54|18
store|9011012|11|9|1739.41|43
store|10013011|13|10|786.75|22
store|6005008|5|6|2237.35|65
store|6002008|2|6|2888.20|72
store|6007004|7|6|2934.51|82
store|10005015|5|10|1392.81|33
store|10014005|1|10|55.47|5
store|7014004|1|7|321.40|10
store|10016009|4|2|324.46|8
store|7011003|10|8|331.24|9
store|6010008|3|6|347.09|13
store|5002002|7|5|354.06|11
store|6004003|4|8|354.51|14
store|6007005|7|4|401.91|10
store|8014008|5|8|429.96|14
store|7007010|3|7|432.12|16
store|6005007|3|4|515.12|15
store|8009005|1|1|519.03|13
store|8001004|4|8|530.46|12
store|7004007|2|9|531.91|10
store|8015001|15|2|547.64|15
store|7016001|1|10|571.49|11
store|10012002|1|10|573.66|13
store|8011002|15|8|574.91|18
store|6006007|6|10|575.15|16
store|10011006|11|3|590.92|15
store|8005001|4|4|612.96|12
store|6014002|6|6|639.36|11
store|7007001|12|9|641.32|13
store|5004001|2|4|645.66|13
store|10007002|2|2|656.76|9
store|4003002|6|4|692.98|27
store|9007004|7|9|738.46|18
store|7016003|4|1|744.46|16
store|6012006|3|6|780.79|16
store|2001002|11|2|799.15|21
store|9003009|1|1|864.35|16
store|3003001|3|5|908.99|29
store|4001001|1|7|910.99|29
store|10004011|4|10|982.68|32
store|5001002|3|5|991.41|24
store|10002008|2|10|1002.05|32
store|4001001|12|7|1092.60|24
store|7001004|1|7|1101.54|34
store|5004001|2|1|1114.26|27
