id,value
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
1,bla
2048,""","
