channel|id|sales|returns_|profit
catalog channel|catalog_pageAAAAAAAAAFBBAAAA|0.00|1580.31|-846.31
catalog channel|catalog_pageAAAAAAAAAFDBAAAA|56097.77|0.00|11893.91
catalog channel|catalog_pageAAAAAAAAAFIAAAAA|0.00|8093.91|-2983.03
catalog channel|catalog_pageAAAAAAAAAFJAAAAA|0.00|13.23|-69.82
catalog channel|catalog_pageAAAAAAAAAGABAAAA|1918198.13|11539.51|-235126.83
catalog channel|catalog_pageAAAAAAAAAGBBAAAA|0.00|10850.32|-3766.69
catalog channel|catalog_pageAAAAAAAAAGCBAAAA|0.00|165.95|-505.63
catalog channel|catalog_pageAAAAAAAAAGDBAAAA|24564.43|0.00|-11176.59
catalog channel|catalog_pageAAAAAAAAAGJAAAAA|0.00|2304.96|-1889.93
catalog channel|catalog_pageAAAAAAAAAHABAAAA|1688371.03|13278.55|-272785.39
catalog channel|catalog_pageAAAAAAAAAHBBAAAA|0.00|2956.32|-1316.61
catalog channel|catalog_pageAAAAAAAAAHCBAAAA|0.00|7238.76|-2572.63
catalog channel|catalog_pageAAAAAAAAAHDBAAAA|67542.97|0.00|-10859.63
catalog channel|catalog_pageAAAAAAAAAHIAAAAA|0.00|5950.48|-2546.00
catalog channel|catalog_pageAAAAAAAAAHJAAAAA|0.00|10486.11|-7327.08
catalog channel|catalog_pageAAAAAAAAAIABAAAA|839693.64|1484.58|-61715.51
catalog channel|catalog_pageAAAAAAAAAIBBAAAA|0.00|95.48|-1224.53
catalog channel|catalog_pageAAAAAAAAAICBAAAA|0.00|2327.31|-379.34
catalog channel|catalog_pageAAAAAAAAAIDBAAAA|46252.73|0.00|-14550.08
catalog channel|catalog_pageAAAAAAAAAIJAAAAA|0.00|3216.39|-287.19
catalog channel|catalog_pageAAAAAAAAAJABAAAA|926587.27|486.60|-55285.06
catalog channel|catalog_pageAAAAAAAAAJBBAAAA|0.00|2440.84|-8927.59
catalog channel|catalog_pageAAAAAAAAAJCBAAAA|0.00|0.00|-87.95
catalog channel|catalog_pageAAAAAAAAAJIAAAAA|0.00|1208.09|-582.75
catalog channel|catalog_pageAAAAAAAAAKABAAAA|876645.67|12826.21|-74226.10
catalog channel|catalog_pageAAAAAAAAAKBBAAAA|0.00|128.52|-236.84
catalog channel|catalog_pageAAAAAAAAAKIAAAAA|0.00|139.80|-126.58
catalog channel|catalog_pageAAAAAAAAAKJAAAAA|0.00|2302.65|-344.66
catalog channel|catalog_pageAAAAAAAAAKMAAAAA|0.00|310.59|-157.84
catalog channel|catalog_pageAAAAAAAAAKPAAAAA|0.00|17291.76|-13718.05
catalog channel|catalog_pageAAAAAAAAALABAAAA|686340.05|1399.50|-169476.20
catalog channel|catalog_pageAAAAAAAAALBBAAAA|0.00|21.15|-47.30
catalog channel|catalog_pageAAAAAAAAALCBAAAA|803979.41|2202.13|-59876.86
catalog channel|catalog_pageAAAAAAAAALPAAAAA|0.00|59357.37|-29734.86
catalog channel|catalog_pageAAAAAAAAAMABAAAA|879934.00|7573.29|-128003.95
catalog channel|catalog_pageAAAAAAAAAMBBAAAA|0.00|616.77|-727.36
catalog channel|catalog_pageAAAAAAAAAMCBAAAA|858694.95|0.00|-33829.08
catalog channel|catalog_pageAAAAAAAAAMMAAAAA|0.00|1145.17|-637.94
catalog channel|catalog_pageAAAAAAAAAMPAAAAA|0.00|30081.99|-18168.83
catalog channel|catalog_pageAAAAAAAAANABAAAA|862917.84|5672.73|-97012.35
catalog channel|catalog_pageAAAAAAAAANBBAAAA|0.00|298.22|-116.80
catalog channel|catalog_pageAAAAAAAAANCBAAAA|794608.18|0.00|-142294.57
catalog channel|catalog_pageAAAAAAAAANMAAAAA|0.00|397.21|-728.38
catalog channel|catalog_pageAAAAAAAAANPAAAAA|0.00|68764.88|-30369.82
catalog channel|catalog_pageAAAAAAAAAOABAAAA|840306.86|2597.84|-165261.21
catalog channel|catalog_pageAAAAAAAAAOBBAAAA|0.00|3492.02|-1655.64
catalog channel|catalog_pageAAAAAAAAAOCBAAAA|848983.90|0.00|-69802.46
catalog channel|catalog_pageAAAAAAAAAOPAAAAA|0.00|17623.93|-9742.85
catalog channel|catalog_pageAAAAAAAAAPABAAAA|0.00|1858.98|-6287.99
catalog channel|catalog_pageAAAAAAAAAPBBAAAA|0.00|3205.84|-1788.02
catalog channel|catalog_pageAAAAAAAAAPCBAAAA|690922.05|1413.44|-64905.82
catalog channel|catalog_pageAAAAAAAAAPPAAAAA|0.00|33946.88|-23704.78
catalog channel|catalog_pageAAAAAAAABAABAAAA|0.00|59329.40|-26940.74
catalog channel|catalog_pageAAAAAAAABABBAAAA|0.00|140.09|-909.57
catalog channel|catalog_pageAAAAAAAABACBAAAA|0.00|1276.66|-1629.05
catalog channel|catalog_pageAAAAAAAABADBAAAA|762988.71|0.00|-157110.19
catalog channel|catalog_pageAAAAAAAABANAAAAA|0.00|349.11|-65.98
catalog channel|catalog_pageAAAAAAAABBABAAAA|1788629.87|8536.15|-200877.95
catalog channel|catalog_pageAAAAAAAABBBBAAAA|0.00|4703.62|-1187.85
catalog channel|catalog_pageAAAAAAAABBCBAAAA|0.00|117.85|-119.30
catalog channel|catalog_pageAAAAAAAABBDBAAAA|888509.76|0.00|-148008.93
catalog channel|catalog_pageAAAAAAAABCABAAAA|1868472.93|24768.07|-66335.88
catalog channel|catalog_pageAAAAAAAABCBBAAAA|0.00|619.43|-372.67
catalog channel|catalog_pageAAAAAAAABCCBAAAA|0.00|261.45|-848.36
catalog channel|catalog_pageAAAAAAAABCDBAAAA|69217.59|0.00|-12183.54
catalog channel|catalog_pageAAAAAAAABCJAAAAA|0.00|7848.40|-3233.81
catalog channel|catalog_pageAAAAAAAABDABAAAA|1685779.83|19314.49|-222580.30
catalog channel|catalog_pageAAAAAAAABDBBAAAA|0.00|16066.66|-2800.42
catalog channel|catalog_pageAAAAAAAABDCBAAAA|0.00|3330.85|-741.87
catalog channel|catalog_pageAAAAAAAABDDBAAAA|78108.12|0.00|-15227.27
catalog channel|catalog_pageAAAAAAAABDJAAAAA|0.00|3559.35|-3029.54
catalog channel|catalog_pageAAAAAAAABDMAAAAA|0.00|171.12|-285.87
catalog channel|catalog_pageAAAAAAAABEABAAAA|1692551.71|11137.14|-192824.91
catalog channel|catalog_pageAAAAAAAABEBBAAAA|0.00|15129.18|-9853.96
catalog channel|catalog_pageAAAAAAAABECBAAAA|0.00|1675.38|-2605.72
