prev_year|year_|i_brand_id|i_class_id|i_category_id|i_manufact_id|prev_yr_cnt|curr_yr_cnt|sales_cnt_diff|sales_amt_diff
2001|2002|7010005|3|9|350|10535|8327|-2208|-25834.47
2001|2002|9014008|14|9|589|10609|8402|-2207|-139767.16
2001|2002|9003008|3|9|561|10343|8145|-2198|-153715.77
2001|2002|9015002|15|9|483|10073|7879|-2194|-46780.29
2001|2002|9004010|10|9|660|11033|8845|-2188|-57258.63
2001|2002|9009002|9|9|520|9424|7243|-2181|-111191.98
2001|2002|9002002|2|9|64|10533|8354|-2179|-107065.93
2001|2002|9009002|9|9|798|10368|8194|-2174|-129034.72
2001|2002|7006003|4|9|308|10025|7855|-2170|-168753.16
2001|2002|9008010|3|9|213|10189|8032|-2157|-114433.76
2001|2002|9006008|6|9|522|9730|7578|-2152|-108035.01
2001|2002|9008002|8|9|229|11109|8962|-2147|-135726.83
2001|2002|9014008|14|9|444|9839|7694|-2145|-93885.13
2001|2002|9007008|7|9|469|10716|8574|-2142|-102455.34
2001|2002|9010004|10|9|293|10290|8149|-2141|-97971.71
2001|2002|9011008|11|9|316|11269|9129|-2140|-128233.13
2001|2002|9013004|13|9|147|10369|8231|-2138|-138789.79
2001|2002|4002001|2|9|891|10327|8208|-2119|-63189.80
2001|2002|9007002|7|9|527|9418|7301|-2117|-83598.06
2001|2002|9006004|2|9|117|9334|7218|-2116|-131468.83
2001|2002|10011008|12|9|208|10504|8390|-2114|-125079.75
2001|2002|9013002|13|9|646|10175|8070|-2105|-94788.86
2001|2002|4004001|1|9|657|11264|9162|-2102|-128024.23
2001|2002|9014010|10|9|210|10843|8744|-2099|-9746.49
2001|2002|9015002|15|9|392|9960|7862|-2098|-84317.57
2001|2002|9012008|12|9|230|10723|8638|-2085|-126353.67
2001|2002|9009008|9|9|165|10336|8255|-2081|-118470.40
2001|2002|9015008|15|9|169|9270|7191|-2079|-108811.80
2001|2002|5001001|1|9|512|10046|7979|-2067|-60760.49
2001|2002|10009005|9|9|149|9539|7474|-2065|-15405.49
2001|2002|9004002|4|9|136|10430|8369|-2061|2669.23
2001|2002|9012010|12|9|11|9710|7651|-2059|-59317.39
2001|2002|1002001|2|9|7|9725|7668|-2057|-145316.80
2001|2002|1002001|2|9|262|9512|7457|-2055|-127454.71
2001|2002|9003008|3|9|167|10431|8382|-2049|-49566.19
