d_week_seq1|r1|r2|r3|r4|r5|r6|round((sat_sales1 / sat_sales2), 2)
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5274|1.01|1.01|0.94|0.97|0.93|1.0|0.92
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5275|0.99|0.96|1.06|0.96|0.96|1.08|0.88
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5276|1.05|1.0|1.0|0.98|1.01|1.07|1.0
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5277|0.96|1.01|1.03|1.0|1.03|1.01|0.98
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5278|1.06|1.0|0.99|1.01|1.01|3.31|1.49
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
5279|0.99|0.93|0.98|0.95|0.37|0.67|1.04
