brand_id|brand|t_hour|t_minute|ext_price
9013011|exportiunivamalg #11|6|40|8721.79
7014009|edu packnameless #9|19|13|8704.80
2003001|exportiimporto #1|8|3|8697.78
1001001|amalgamalg #1|19|11|8695.28
8009009|maxinameless #9|19|42|8683.95
2003002|exportiimporto #2|17|26|8681.58
8002009|importonameless #9|18|6|8676.65
10014016|edu packamalgamalg #16|9|5|8666.88
1002001|importoamalg #1|19|47|8665.20
4004002|edu packedu pack #2|19|50|8632.44
7007004|brandbrand #4|19|35|8632.09
8012001|importomaxi #1|19|27|8627.52
10006009|corpunivamalg #9|17|4|8617.87
7001004|amalgbrand #4|17|48|8613.42
5004001|edu packscholar #1|18|11|8612.62
10006009|corpunivamalg #9|6|50|8610.28
6010004|univbrand #4|9|30|8593.82
8011007|amalgmaxi #7|9|8|8591.22
3003001|exportiexporti #1|9|54|8586.24
10015017|scholaramalgamalg #17|18|34|8585.25
2004002|edu packimporto #2|18|26|8575.59
7002009|importobrand #9|17|37|8561.89
8008002|namelessnameless #2|18|40|8552.70
1002002|importoamalg #2|18|26|8548.36
5004001|edu packscholar #1|19|21|8547.91
5004001|edu packscholar #1|17|11|8534.16
1003002|exportiamalg #2|6|3|8522.00
10006009|corpunivamalg #9|17|21|8514.24
7004001|edu packbrand #1|7|0|8512.85
10016009|corpamalgamalg #9|19|51|8507.25
1004001|edu packamalg #1|17|9|8506.40
4001002|amalgedu pack #2|19|38|8505.99
7009009|maxibrand #9|18|51|8497.41
5002002|importoscholar #2|6|3|8496.81
2003001|exportiimporto #1|17|5|8491.21
8016003|corpmaxi #3|19|1|8489.98
6014004|edu packbrand #4|8|46|8486.25
5002001|importoscholar #1|19|37|8485.60
2002002|importoimporto #2|18|22|8482.71
10016003|corpamalgamalg #3|17|19|8475.27
1001002|amalgamalg #2|19|17|8460.70
7013007|exportinameless #7|6|41|8459.40
10007005|brandunivamalg #5|17|25|8459.22
10014016|edu packamalgamalg #16|18|24|8447.60
3001002|amalgexporti #2|8|33|8435.30
6004004|edu packcorp #4|8|48|8429.67
8005005|scholarnameless #5|17|54|8425.52
7002003|importobrand #3|17|15|8402.10
8009005|maxinameless #5|7|0|8401.92
9008008|namelessmaxi #8|17|34|8397.48
6008002|namelesscorp #2|19|26|8391.60
7010001|univnameless #1|18|24|8388.80
1003002|exportiamalg #2|6|45|8387.82
10006008|corpunivamalg #8|19|58|8385.96
10013015|exportiamalgamalg #15|19|1|8378.10
3001001|amalgexporti #1|17|23|8371.64
2004002|edu packimporto #2|9|30|8367.80
3003001|exportiexporti #1|7|59|8360.64
3002002|importoexporti #2|18|13|8357.12
10016009|corpamalgamalg #9|19|18|8350.73
10012017|importoamalgamalg #17|8|25|8343.79
8004003|edu packnameless #3|17|52|8334.28
1001001|amalgamalg #1|19|40|8320.00
8005008|scholarnameless #8|17|23|8318.70
9011008|amalgunivamalg #8|18|49|8313.87
5002002|importoscholar #2|9|0|8313.72
7009010|maxibrand #10|7|47|8308.08
10016017|corpamalgamalg #17|8|41|8282.89
1002001|importoamalg #1|18|57|8281.98
8007007|brandnameless #7|18|6|8281.35
10007005|brandunivamalg #5|19|10|8281.00
6012003|importobrand #3|17|24|8271.36
2004002|edu packimporto #2|18|10|8268.75
10009008|maxiunivamalg #8|8|37|8255.52
4002002|importoedu pack #2|19|27|8235.37
2003001|exportiimporto #1|17|56|8219.46
4004001|edu packedu pack #1|8|50|8218.42
6010005|univbrand #5|8|27|8217.61
4002002|importoedu pack #2|17|42|8214.72
5002002|importoscholar #2|9|52|8213.96
6001007|amalgcorp #7|9|29|8211.06
9002003|importomaxi #3|18|46|8208.00
10006003|corpunivamalg #3|17|41|8207.64
8006003|corpnameless #3|17|29|8204.80
7002008|importobrand #8|8|13|8200.40
5004002|edu packscholar #2|8|6|8199.95
3001002|amalgexporti #2|17|17|8198.76
1003001|exportiamalg #1|17|44|8196.09
7001005|amalgbrand #5|18|20|8189.28
4003001|exportiedu pack #1|18|42|8177.99
4002001|importoedu pack #1|6|25|8174.76
7016001|corpnameless #1|9|6|8150.10
10005013|scholarunivamalg #13|6|9|8148.95
10002007|importounivamalg #7|9|39|8148.00
6003008|exporticorp #8|19|22|8146.07
5004002|edu packscholar #2|19|55|8123.99
6005001|scholarcorp #1|7|54|8123.94
10009008|maxiunivamalg #8|17|43|8115.85
7002008|importobrand #8|8|18|8112.72
7013002|exportinameless #2|8|45|8109.66
4001001|amalgedu pack #1|18|51|8102.64
7015003|scholarnameless #3|17|9|8098.64
3002001|importoexporti #1|18|19|8095.89
7006008|corpbrand #8|17|6|8085.77
4004001|edu packedu pack #1|8|14|8085.18
9003005|exportimaxi #5|19|5|8084.80
NULL|NULL|19|52|8084.70
3001001|amalgexporti #1|18|19|8080.00
9007011|brandmaxi #11|18|23|8078.40
6012002|importobrand #2|6|34|8071.05
3001001|amalgexporti #1|18|8|8063.09
