ps_partkey|value
301271|14329361.14
126730|14292415.44
418331|14265500.15
1356636|14258859.42
284240|14248258.77
1681738|14222593.66
1915604|14208451.68
590858|14196225.78
649190|14192860.74
569658|14185868.60
864355|14140524.03
1602819|14130160.09
1582823|14101403.87
1281426|14075856.30
1014636|14053008.35
945401|14028590.77
1443209|14016677.41
83792|14014476.00
1726101|14004850.85
1100653|13996369.16
1585743|13993412.34
255433|13989162.06
506383|13981187.03
364630|13962038.66
1615181|13951073.81
965461|13949625.90
1578061|13949609.62
1212783|13942463.45
1876253|13939921.59
168893|13935757.77
585763|13922242.24
1476253|13916645.32
1340976|13908478.61
1640755|13869032.64
1162819|13864548.55
499563|13863965.16
792459|13862554.84
1921125|13858624.72
481381|13855601.28
933606|13852642.73
1045956|13840763.58
1828836|13837208.91
309027|13836589.86
1574670|13835959.71
638171|13824703.92
1652787|13819910.70
1858771|13810572.75
66028|13808933.99
1237806|13807526.92
1561482|13800747.63
1039268|13799896.74
112058|13787765.61
880631|13771194.15
1900257|13769324.41
763673|13768115.12
1668505|13755509.33
1321633|13744581.78
888247|13742610.84
478718|13735070.53
7967|13731083.92
996078|13730045.64
655084|13729966.41
930528|13718677.77
1015252|13704034.35
1539076|13698955.16
1378483|13685867.61
1740854|13674072.79
1339893|13666564.21
769541|13644743.85
1659759|13636444.49
478356|13634765.07
1844337|13625333.86
1329790|13622278.79
1042763|13617210.72
1434719|13609935.22
938803|13607725.95
1555558|13605434.50
838720|13602761.76
1802193|13600157.64
797873|13587685.44
1273606|13580143.65
1557940|13575874.38
1205071|13575385.42
1628059|13574984.97
338959|13562621.71
825939|13556442.44
1711256|13556014.00
1745083|13548276.51
1374831|13535086.74
1851116|13520469.54
568706|13507111.03
221530|13500571.86
266601|13491144.10
1193315|13490676.06
956332|13476903.35
1084544|13473212.90
1296578|13472916.05
260251|13449834.08
1804709|13438314.40
676664|13415421.46
269825|13410881.34
623087|13407125.43
1974631|13390573.98
798135|13386161.42
955288|13366659.60
368505|13365782.74
1564053|13362355.09
857347|13340147.18
1263425|13308941.53
1667401|13302850.41
1773253|13302163.76
878857|13299530.40
223188|13296902.84
868033|13294432.20
800755|13287519.26
1166818|13268701.00
1365873|13268426.76
57751|13265416.72
1573403|13265297.52
1329895|13259358.24
78091|13254184.94
809046|13252194.90
1805877|13251258.90
355415|13250095.19
1408847|13231976.62
1146578|13227014.48
100147|13219909.04
1430083|13218757.60
1358459|13201684.32
1941663|13189454.00
1600932|13178569.01
334146|13174891.17
1082129|13173015.33
674836|13170551.06
1773824|13168834.50
1371581|13164408.10
152158|13163497.00
1872936|13162140.28
668795|13161114.12
327515|13158680.99
1627218|13145674.79
714081|13138248.54
1764138|13115679.01
76926|13111290.38
1866601|13108410.68
1529229|13104810.53
1307826|13102736.19
352717|13102690.56
1185470|13099073.71
286244|13096875.41
1902530|13095126.14
1820839|13095108.68
1638670|13091689.26
1777029|13085815.43
453351|13083457.01
768261|13077364.52
515661|13068831.52
1643960|13065337.12
1633403|13061580.82
1540595|13053011.24
598210|13045939.10
789467|13042992.09
1190696|13039001.52
613892|13033285.49
629510|13029001.29
976108|13020504.30
196246|13017429.20
447374|13006682.72
1177112|13004378.74
16980|12997791.12
522469|12986857.52
1994632|12979860.17
1427197|12976912.12
124983|12971617.65
1069922|12965822.04
986229|12960038.26
1889978|12958215.79
651484|12953152.22
1217645|12931362.18
1497506|12920256.25
419391|12913092.44
932382|12905724.26
1554292|12899396.99
431389|12894509.03
200408|12882540.10
608702|12879751.70
662663|12871864.40
598321|12868621.65
1192888|12858947.28
668428|12852944.88
136508|12845409.55
857994|12838705.61
1124166|12829648.89
1313924|12828467.61
381512|12826778.65
1520157|12826037.52
1639887|12814433.62
1545475|12811892.72
527197|12807158.67
1694493|12806165.70
737199|12801994.23
1304882|12796635.44
561501|12794079.58
1353434|12792541.88
62881|12789284.76
270673|12787820.10
1088524|12783521.56
883435|12778382.52
902500|12771817.13
807604|12770177.17
1379479|12769689.70
1162019|12761593.09
1827750|12755825.20
792968|12745695.66
982018|12743166.20
1258672|12739962.68
902429|12738787.11
1332257|12738284.13
425494|12737955.72
750846|12723809.47
992831|12722640.37
772568|12721182.86
1836398|12712729.23
1017979|12712635.18
1268183|12702316.57
1305413|12700807.93
1971521|12692057.26
572675|12690730.56
243614|12687848.98
46286|12687752.88
1549533|12683000.26
906280|12680582.52
72548|12677985.12
684236|12676902.80
1250562|12675241.86
1962322|12671528.70
138704|12668748.04
674725|12665079.98
1874812|12665071.44
1265990|12664415.86
1039892|12660673.56
1333355|12659006.72
1284006|12658402.41
1398577|12649155.55
144342|12648821.73
1324204|12634576.53
427724|12631148.10
1283423|12624913.37
311661|12624177.96
1154452|12615809.85
93508|12609906.88
322248|12605262.66
78865|12601043.20
1150249|12597058.73
1735482|12595648.86
177938|12594688.82
1260221|12579018.94
258931|12577435.92
152528|12570847.10
393418|12566544.92
1768238|12563552.97
1301585|12558699.21
1563786|12541713.07
727822|12535996.33
1317969|12530545.32
750165|12529434.97
914079|12522338.87
445522|12518634.74
8504|12516138.98
1938720|12515523.23
949315|12508156.06
529469|12507685.91
977465|12506679.61
68351|12506017.24
365635|12505661.56
892637|12504506.24
1698661|12496337.46
866624|12496160.10
306790|12492113.06
324886|12485630.45
199939|12472533.84
174913|12469313.88
1250628|12464243.10
1723287|12453716.72
764493|12453336.91
1078405|12448959.51
1792166|12446683.05
45799|12444311.64
331234|12439716.36
1522499|12428281.76
33507|12425183.19
338050|12421415.07
83381|12421060.32
381223|12413869.57
625842|12402935.13
1248563|12399986.76
156385|12393107.51
855828|12392254.68
1012297|12390874.70
1636640|12389030.44
1522461|12386900.04
1416402|12382268.14
1586231|12367117.34
576667|12366099.61
1890419|12364696.06
669436|12357968.13
1200532|12357655.90
1977232|12356418.99
830091|12354926.64
800653|12345558.20
1157617|12343717.36
956298|12341365.21
322092|12341244.24
91390|12334297.17
989251|12332664.45
402193|12325619.92
1716156|12321385.94
990231|12317343.70
692052|12308220.50
872956|12300483.69
1242587|12297450.12
1168119|12295256.35
284056|12291262.72
1420908|12288885.89
746547|12288319.36
234236|12286674.08
1965617|12284736.40
438859|12284705.68
58381|12284406.58
1947848|12284376.48
433524|12283252.91
61788|12275764.59
750614|12264299.04
152229|12262122.75
215558|12256888.22
296070|12255923.94
563245|12255332.97
321599|12254845.16
1729929|12251435.37
331382|12249183.77
23338|12248173.68
1358409|12241135.90
692461|12239012.30
1059741|12237686.19
1641028|12218742.57
1350578|12211030.62
1043993|12210149.49
1078106|12202917.56
1895901|12202241.84
1330382|12194841.77
1603715|12193981.66
238243|12186848.77
572437|12182410.54
591538|12182235.66
420607|12171588.00
694362|12169987.26
175813|12167550.98
1950920|12162014.33
1537852|12160228.85
427927|12158436.06
929842|12157469.99
409402|12157370.73
351804|12156932.55
944932|12154798.96
1792495|12141102.97
1258495|12135900.89
98630|12125768.33
682404|12123220.44
1237611|12122702.00
302158|12120438.78
1894832|12119748.34
540460|12117102.54
1843881|12116536.67
866032|12109153.90
578952|12108150.86
64093|12093458.43
279098|12093034.12
1078232|12087183.17
1961439|12083467.20
1176311|12082483.34
3135|12081051.32
1809172|12074734.80
393571|12064307.16
1462627|12063398.58
1328700|12062886.36
382958|12056189.52
1878324|12054287.70
1169229|12053716.02
421923|12044779.16
943858|12037761.50
927197|12037120.50
1399101|12033829.28
593876|12023164.63
1460095|12013038.78
661747|12007162.59
487583|12004643.96
1115365|12003732.63
344436|12000501.46
851653|11995532.91
248152|11994226.27
824707|11992707.81
1480932|11990995.99
689498|11987409.48
1199759|11976774.12
1987204|11975030.33
1849505|11970429.88
1059969|11966043.70
685965|11965104.36
1411301|11963223.70
297957|11956274.93
711126|11948432.41
1062019|11940779.88
568274|11936296.44
1980668|11935544.50
1955139|11935285.44
1711619|11933340.46
1041780|11927461.02
1753561|11927214.16
1686476|11925730.14
1754097|11924565.88
1682284|11909984.66
1457952|11905596.69
1698330|11904843.63
1522017|11903388.15
1513756|11902951.92
1757988|11896622.60
267793|11890999.53
1612165|11887686.70
799064|11884368.41
159600|11881052.04
838568|11878629.90
1931502|11873346.30
1252495|11870616.93
802158|11861924.49
1086236|11860251.52
136849|11857557.94
1667026|11851414.10
1014072|11849156.64
1886228|11844151.14
864488|11842235.88
1931898|11838494.71
960864|11836425.96
1807234|11832381.30
399131|11826722.58
1897144|11821729.00
976266|11820805.86
1566628|11814330.66
1065982|11812729.61
931411|11810544.76
768842|11809603.64
648170|11800448.45
1697234|11799275.54
1101273|11794153.26
471760|11781783.16
833273|11773930.04
628049|11773298.66
734968|11769591.89
458929|11764873.74
1886164|11762371.44
1562261|11762293.97
1664598|11761028.99
1191814|11760127.66
533549|11756800.11
1797736|11753349.01
250142|11745525.40
43315|11732909.39
1748304|11732508.36
1618704|11731729.06
1809026|11725850.80
1844977|11723853.92
1624|11721386.34
1648140|11721051.28
1786231|11719248.87
1959139|11716866.90
1452837|11715457.24
159515|11713566.37
1140720|11710988.81
1457390|11707558.32
1431215|11707220.69
1730566|11703084.15
980534|11702283.15
1524700|11701457.26
858503|11699496.14
1321896|11687127.52
1285947|11684777.37
1829918|11681349.18
366590|11678669.96
1606489|11673888.94
1596457|11673815.65
940984|11672987.35
1531741|11667824.45
1534021|11666753.48
13380|11664099.11
611521|11658376.27
1913000|11655373.73
1695442|11651021.29
758875|11650402.14
1133440|11650237.10
1329434|11650117.66
724384|11649944.34
858124|11648585.99
1126299|11645010.52
1796478|11644845.04
298372|11642973.08
1189870|11631550.40
1587061|11628236.34
1364024|11626697.44
1495402|11625639.15
1760499|11618247.82
1983095|11612298.14
290662|11601127.80
1441043|11601021.77
1391624|11597132.06
1758397|11596107.72
215781|11590760.68
1748744|11587070.32
1505944|11586970.72
319819|11584504.02
939609|11581491.40
862808|11580910.15
1649086|11577933.00
1191355|11577154.48
1361657|11570645.04
564355|11561687.36
474885|11558182.08
1022459|11552132.60
1311865|11550020.17
1004829|11545467.39
1659554|11544216.74
1263739|11543578.62
1915935|11542865.60
1876170|11542091.68
459554|11541598.08
1087213|11541003.36
731772|11536692.29
690692|11530239.08
1090242|11527379.76
13680|11521006.00
467793|11520289.77
1079595|11519460.22
1254676|11518970.47
921072|11514119.55
83937|11505663.78
1418399|11505411.74
657949|11504280.08
336238|11502502.00
1763639|11498776.29
1068494|11496733.98
1947266|11495932.53
575939|11486839.98
1028385|11482246.10
1523795|11473975.06
1417793|11471570.09
1251224|11468922.24
1185235|11467608.07
1385733|11467510.36
1440548|11466844.65
1927926|11462423.66
1175260|11461055.57
307909|11458878.03
600134|11457314.12
1004191|11455170.92
1970780|11454985.06
750819|11451938.21
1426629|11451617.88
1641592|11450251.90
1003904|11449632.92
1406040|11438816.75
1894856|11438704.99
348572|11434809.98
1533474|11431131.54
665753|11430942.26
49134|11426206.86
969990|11421928.72
652518|11421339.10
1027598|11421302.93
239691|11419642.21
1171253|11417588.72
1669605|11414199.12
267652|11414192.07
550261|11413899.62
1832899|11411645.32
466351|11410587.66
882124|11409581.53
1953428|11406805.20
452185|11403733.58
254192|11395038.42
97399|11394247.97
306040|11391280.13
1544356|11386515.66
898270|11385763.06
841867|11385682.91
1186960|11382616.05
1902907|11382295.45
1283492|11381204.61
1936831|11377232.76
86617|11371161.00
1265892|11365172.90
128865|11364715.29
700269|11364491.90
1045398|11361383.30
429593|11361200.05
798716|11361122.14
823940|11357889.18
1566098|11355608.16
1168970|11342303.21
19673|11341064.85
832339|11336825.02
197545|11335167.97
138188|11334157.38
1878652|11334029.52
1898695|11328184.36
610266|11327311.88
1228507|11325741.25
698477|11318611.44
475048|11312355.34
48705|11302834.40
1682588|11295387.66
1428325|11291769.84
969668|11291069.14
690470|11288790.60
743514|11284960.68
1075466|11272519.83
896510|11269134.10
749263|11268076.21
439492|11267226.58
1450448|11265865.61
1284856|11264598.90
513391|11261519.10
1301295|11260864.44
1225169|11254907.06
521595|11254377.30
1057807|11251667.25
1526459|11250806.57
271815|11250171.01
1261891|11247023.04
1932607|11246124.02
1583406|11242841.98
1403533|11241463.28
1968663|11238213.60
1988361|11236725.18
1270257|11235399.90
1402678|11231318.52
1103020|11231221.60
947800|11228657.62
1177041|11226324.51
1103595|11225151.84
901372|11219400.14
693178|11215090.11
1037460|11214137.75
633501|11212899.59
1796941|11210836.50
409791|11210722.30
1158387|11201507.94
429551|11199821.73
1962795|11195184.67
585253|11193439.35
672529|11192090.83
814548|11191579.43
103438|11191255.00
652145|11187662.15
857620|11185280.93
32620|11176716.22
1118304|11173478.11
1212427|11172466.52
449452|11171796.10
584332|11169173.59
1284540|11168055.48
461173|11167068.32
1846933|11164790.82
1215498|11162017.74
443385|11159388.58
1510469|11159201.98
143357|11159009.40
1138647|11155868.51
1703032|11151862.19
1599842|11150006.67
748167|11149440.80
1771534|11147989.31
1680240|11140502.16
1385235|11138596.50
1483156|11132486.33
1073490|11131790.93
537282|11131759.95
1222782|11131004.97
1661756|11129787.80
859842|11128968.00
1449805|11125127.46
1307914|11122653.98
1656107|11122567.07
51295|11121584.30
1591951|11117417.82
1835697|11116374.03
538713|11112829.20
122542|11110568.12
300158|11109164.44
1847104|11106282.32
1592508|11105312.06
106091|11101186.08
858507|11097721.79
400239|11097580.47
1377374|11092822.26
795619|11092201.75
1552705|11087264.54
1881015|11086823.54
1063531|11084392.40
447030|11083314.25
282206|11082986.33
1474483|11082911.80
1043170|11082368.60
122566|11079792.18
1659603|11079611.42
693508|11078963.20
353775|11075583.22
447277|11074587.54
1252506|11072707.74
141026|11072179.06
1590958|11070634.29
741466|11069610.79
1806723|11069426.63
533085|11065011.48
1209018|11064013.41
1690955|11063972.00
842233|11061123.05
635740|11058988.62
798694|11053575.36
187426|11053268.94
168348|11049747.38
793849|11049527.28
1646578|11049518.56
372877|11048389.20
584175|11047922.87
1931594|11045604.61
901117|11044634.56
25628|11042748.29
1487830|11041276.60
1213762|11038749.94
1940848|11037951.15
525949|11035369.47
1013930|11035211.92
1470505|11034840.45
430188|11032836.35
169516|11031991.04
1612833|11031398.91
293253|11030662.73
1703354|11027308.45
1451256|11024334.50
962807|11023010.97
756229|11022091.71
637765|11017677.43
1787090|11017198.70
1618598|11015615.76
1681210|11013495.90
549976|11012660.42
1025664|11011398.72
1801271|11011133.20
183504|11011026.00
555945|11011022.28
1582285|11010780.72
280807|11006215.26
34512|11004863.62
315768|11004604.62
301499|11004416.83
1405952|11000945.14
396521|11000444.85
260107|11000371.27
209058|10994439.41
438912|10994284.20
1689467|10992952.08
439218|10990497.00
1672078|10989733.63
1807951|10983742.71
300740|10982249.10
523726|10981508.39
43224|10978069.72
100281|10977499.21
322542|10973750.30
293581|10972459.51
1136839|10970006.54
1830632|10968505.12
1275167|10967867.58
1745417|10967840.79
1025082|10966548.64
529568|10964168.69
622833|10961742.33
1350330|10960441.14
569627|10959893.70
58792|10957765.99
169389|10957090.70
1584555|10956538.82
318333|10955261.17
1949612|10954525.53
1463896|10949977.87
1744419|10948800.76
1232258|10948544.48
1866742|10940958.34
368437|10937944.47
1479866|10937825.79
199355|10937202.35
667563|10934652.29
1537433|10934614.60
1702484|10932157.36
199833|10926578.46
1125840|10924500.81
1952492|10922614.44
938010|10922061.72
335100|10921966.95
1794450|10919136.20
6786|10911615.46
1681131|10910436.38
213208|10909582.07
1270584|10908767.25
209458|10907263.67
1717131|10906141.44
1863739|10904651.75
892650|10904474.02
214172|10904027.22
252205|10902856.67
909035|10901349.78
417969|10897061.40
1431191|10895638.90
564914|10895541.78
724403|10894957.61
482823|10889647.80
814160|10887779.81
1231552|10886824.43
1777185|10882038.73
771554|10881229.92
1312945|10881061.78
345475|10878194.44
838470|10868685.91
1187830|10867583.76
593981|10862837.28
1708738|10861960.58
625579|10860593.34
14500|10860325.65
1643859|10859353.00
1509570|10857651.20
1901711|10854495.78
1540666|10851215.55
918890|10849973.07
1231319|10848718.65
1452248|10847754.00
26435|10843113.01
148155|10840238.28
1328080|10839663.88
1858271|10837662.26
703547|10837298.83
372393|10836143.26
1706372|10836006.27
373925|10835374.50
888307|10829280.21
993614|10829138.19
1304254|10829029.51
1020118|10826711.68
1983789|10826068.11
1754843|10825948.00
1254211|10817834.18
1824578|10815968.57
847459|10814170.33
422387|10807413.84
132616|10805276.84
1373715|10804930.10
605974|10804411.07
777517|10800445.82
963019|10797568.76
1911663|10795775.82
406438|10795668.29
609969|10795424.96
1779490|10793694.68
214337|10792637.00
238399|10786300.54
1854841|10786193.98
390335|10784342.39
188881|10783363.52
1460230|10782737.00
580418|10781255.58
165102|10779713.72
1997231|10777825.98
188679|10775478.65
1332718|10773829.19
1722250|10771890.19
1424497|10767243.77
1092791|10762061.31
731222|10759987.83
381347|10755662.85
15753|10753305.71
1891469|10750356.80
88019|10749135.81
937662|10748618.88
594529|10745493.28
1498400|10743891.40
431976|10743441.18
200138|10741979.14
1225804|10741809.94
1913701|10741573.29
912411|10741120.05
674919|10739339.03
1876134|10737931.30
1847366|10736931.42
199364|10736859.98
1036216|10734786.33
1765361|10733936.85
1357646|10733570.99
730090|10733534.64
1852829|10729525.99
1572942|10727180.71
1163046|10726467.29
1246702|10723472.18
1983040|10723367.92
1899722|10723000.21
872422|10720096.05
277094|10718398.68
967621|10715846.13
618508|10715814.65
1716810|10715180.70
554811|10714184.19
1061297|10711479.95
429198|10710768.87
1757271|10710746.82
313860|10709556.56
518249|10707739.78
976280|10707567.99
516654|10707448.21
1048326|10706766.17
1622674|10706644.31
675265|10693760.44
109467|10693562.16
1318049|10693134.08
78923|10688354.02
143007|10688030.22
1503145|10682233.08
1289365|10676543.48
680931|10674952.00
1884549|10671307.10
1524770|10667914.60
593224|10667780.85
870410|10666119.47
1609512|10663118.70
178241|10662724.09
144398|10660913.73
1043511|10659654.39
1582225|10652516.44
1084327|10650139.55
1668928|10649320.62
1682935|10644062.04
1880030|10638352.71
123337|10632551.74
603088|10631324.88
730115|10630321.08
154452|10622679.99
250249|10616917.00
1424160|10616449.55
987376|10615314.64
1631268|10614425.32
787240|10611338.44
275366|10609920.30
1753960|10605074.28
517466|10603707.61
198706|10601871.40
1860164|10601382.30
1932416|10596054.40
1452684|10595053.85
103134|10591549.88
307722|10591090.68
1375742|10590912.67
1113157|10590274.09
1850313|10590002.02
1726939|10578733.75
1658472|10576904.21
909286|10576653.86
927697|10575432.19
400895|10574344.84
23372|10572336.39
454266|10571376.25
1687213|10565554.16
1778683|10563976.79
999355|10562565.92
194636|10562537.43
244002|10559747.54
762261|10557716.45
555411|10554389.25
346716|10553999.11
57745|10553034.22
330289|10550004.49
1555192|10549710.74
723069|10549010.58
1143874|10548534.11
270931|10547486.31
93442|10546877.41
571374|10545540.21
323666|10544336.31
1141447|10543809.92
960139|10540149.47
1814712|10537371.37
1855906|10532496.30
1615371|10532441.87
660508|10529921.80
1468958|10528814.45
923630|10528393.01
783612|10527338.17
1927249|10525443.26
1120468|10524024.63
629766|10521300.56
1649172|10520911.80
1632903|10518466.19
819418|10514108.56
393764|10513063.55
1957628|10512622.95
495567|10510591.49
950153|10510170.49
800562|10510151.29
1015962|10509614.44
1062872|10505779.40
1775162|10502327.18
140942|10499650.57
821486|10498008.07
4184|10497477.08
986674|10497256.89
318421|10495742.32
239121|10493533.78
820741|10492899.42
1175642|10492760.33
1671594|10492716.21
1388173|10491057.75
894881|10486712.71
1028126|10484006.93
1325140|10483222.99
49102|10482755.85
1708247|10481835.56
896610|10480432.86
288869|10479603.09
1497475|10477118.85
1077185|10474610.80
536243|10471107.01
440984|10470128.40
628|10464527.40
1788307|10464120.48
56775|10462547.63
747446|10461688.44
361661|10456832.17
61329|10456727.88
762875|10456453.51
1511625|10455699.10
220275|10452526.80
1215741|10450170.90
654403|10450014.66
512423|10449531.66
562184|10448237.50
1998452|10445370.12
1703328|10442998.83
473059|10440979.17
1137750|10440185.60
282981|10440019.72
402746|10437661.20
908188|10436869.05
1911378|10433789.27
1806372|10432943.27
1337869|10432858.65
755593|10432628.66
1003714|10432062.27
1324478|10431257.31
107315|10430113.03
1310067|10427999.06
510031|10425040.61
839168|10421190.22
550171|10417914.78
1784240|10416207.52
1477698|10415150.10
453079|10412240.25
1255274|10410957.73
804545|10409262.74
691573|10407952.04
1185803|10407367.15
1937594|10407281.80
1389530|10407029.52
699986|10402567.41
1264545|10399096.38
930244|10396858.46
1290332|10396196.19
1639409|10393238.56
1367845|10392744.93
128795|10391702.91
114449|10391191.88
1240429|10387994.46
1484538|10387267.62
42895|10384983.31
1399844|10384927.12
804557|10383951.98
164903|10381385.90
1500261|10380589.54
226326|10380182.89
1349064|10377907.17
720898|10377727.12
1919635|10375974.64
581675|10375225.36
1747638|10374626.20
1096222|10367103.34
637183|10363311.28
1250851|10361298.78
785182|10360471.91
640637|10360121.83
1463959|10359556.88
1119648|10359537.31
214449|10359344.96
1129915|10358483.50
181770|10352611.34
1132734|10350665.24
364847|10350047.34
1796338|10349461.04
35109|10346702.48
606033|10345978.99
1432838|10344769.63
665830|10342226.16
1893246|10339416.14
1239476|10334874.07
99885|10333701.22
1543446|10332443.27
1813494|10330268.51
1873687|10327136.26
1554005|10326834.08
427207|10326756.14
1646301|10326341.20
580236|10326128.48
1756692|10320073.52
1552236|10318729.44
1165127|10316849.83
1287438|10314373.52
721575|10314340.82
222674|10314220.72
1881649|10310576.97
302249|10308874.94
23067|10305960.23
1589595|10304841.19
1661269|10303511.74
137428|10299435.29
1884482|10299328.98
463029|10298784.13
1208172|10293671.11
267575|10293256.18
795192|10293068.38
361540|10292686.00
419791|10292146.82
903328|10292037.65
1563576|10291685.97
331697|10289563.44
690365|10288459.92
67611|10285540.64
1624350|10285208.92
45976|10284247.35
937806|10283783.44
187592|10283045.28
604180|10283006.14
729524|10278366.93
799120|10275112.32
1851235|10273371.59
1026787|10271983.13
998179|10270206.10
1207673|10270056.15
765391|10269181.42
1127903|10268801.24
1571252|10259955.82
1600266|10258697.28
1226189|10257798.61
446452|10254525.96
1724269|10252699.02
1169506|10250351.25
81233|10250259.82
1764962|10249813.83
1278355|10247462.46
1652199|10241327.08
1834518|10240121.78
1561653|10239662.25
1203055|10237560.39
1759554|10233840.23
1423164|10232368.29
440379|10232110.12
911477|10230912.10
795734|10229887.80
1817737|10227109.50
969832|10223601.70
76730|10223370.03
735088|10223222.09
1915965|10222840.09
1203537|10221639.78
254559|10220896.05
325848|10220208.77
1088881|10219218.30
1097437|10217092.95
650241|10216768.40
1286617|10213371.99
1572803|10211640.57
1115252|10211296.57
1107595|10207657.05
276280|10207606.65
1847791|10207596.75
368248|10205609.06
779538|10201300.20
1973919|10200090.60
1938704|10199855.10
961821|10197246.14
464278|10193620.83
174938|10192474.33
326946|10191934.50
1528820|10190185.88
609450|10186786.65
969158|10185802.24
1061457|10184454.24
1773636|10184032.89
1509853|10181858.54
213241|10178347.14
1649308|10177751.22
1311515|10172805.21
1811246|10167047.30
1561271|10166769.98
1111511|10163120.84
1657272|10162736.86
538168|10158694.22
1551384|10158093.01
1659148|10155043.27
438750|10154903.78
1557802|10153694.70
1374926|10153516.94
844434|10146196.72
1152158|10145749.53
1495685|10144922.16
81115|10144702.42
1470962|10143913.55
1247690|10138831.78
434141|10138800.32
1576429|10136520.44
1859551|10132669.54
1554033|10129794.94
484803|10128892.89
1779403|10126529.86
1714104|10123505.85
75368|10123092.24
773072|10122784.08
1723158|10121715.78
215690|10119093.81
495366|10117997.37
398627|10117927.64
1450091|10116356.74
738168|10116189.54
1690165|10109532.36
753948|10108764.12
1396712|10108516.00
1846602|10107893.30
193630|10107690.10
50368|10107620.54
1084585|10105939.74
1879455|10105224.49
140532|10103981.42
1044395|10103944.96
1324750|10103570.01
1499917|10103085.59
1439555|10102540.75
890787|10101726.54
1383548|10099748.84
1566633|10095808.10
232903|10094810.16
1648167|10094430.69
441390|10094249.96
309969|10093545.14
500147|10091756.76
1064584|10090913.80
1193267|10088828.89
76435|10088063.85
1170962|10087981.86
1428735|10081974.41
249401|10081613.08
1102082|10079736.58
1289685|10078666.92
737656|10078586.81
1273985|10078183.78
1711499|10074815.88
219732|10071772.22
95428|10070691.31
153244|10069723.71
1718707|10069457.22
12262|10069195.36
1269217|10068218.21
985862|10066033.62
884787|10062507.48
168507|10059367.43
82751|10058207.03
1852768|10057945.27
1496034|10056456.04
4616|10056340.55
1393387|10055337.81
114905|10054839.44
1282292|10054180.82
263346|10054162.86
1395887|10053835.56
1056739|10051159.48
407609|10051148.62
681483|10049625.43
111948|10049160.03
618574|10048745.80
1273773|10048731.72
989328|10048595.32
1610540|10048177.80
643257|10047086.30
387830|10046552.54
1897548|10046163.78
1899679|10043992.59
267607|10043464.44
1281562|10042938.69
1752353|10041433.10
1529437|10038766.30
1529165|10037378.76
1323041|10037176.64
1908324|10035563.09
1918357|10034574.84
409286|10033870.80
32751|10033748.53
390701|10033613.66
1921433|10031775.00
782966|10030703.05
1353052|10028999.39
409039|10026714.02
568755|10026541.72
1168580|10026060.55
1536690|10025649.38
94827|10025549.48
678527|10024799.22
267462|10024069.94
702008|10023950.09
489068|10020568.21
1354803|10020147.19
815395|10018057.76
368339|10017363.63
723701|10014563.96
513665|10014364.70
